starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,0.0,-300.0,-100.0,1324,701,623,52.95,-176.8,100.0,360,171,dynamic_conservative
300.0,0.0,-300.0,-100.0,1324,682,641,51.51,-180.06,100.0,347,184,dynamic_score
300.0,0.0,-300.0,-100.0,1325,680,644,51.32,-193.2,100.0,358,172,dynamic_aggressive
300.0,0.0,-300.0,-100.0,1324,681,642,51.44,-194.56,100.0,346,185,dynamic_balanced
300.0,0.0,-300.0,-100.0,1331,686,644,51.54,-211.85,100.0,363,161,dynamic_capped
300.0,0.0,-300.0,-100.0,1325,652,670,49.21,-231.24,100.0,368,162,fixed_current
