bot,symbol,timeframe,status,candles,broker_symbol
LTA,AUDUSD,M15,ok,27808,AUDUSDm
LTA,AUDUSD,M30,ok,13905,AUDUSDm
LTA,GBPJPY,M15,ok,27802,GBPJPYm
LTA,GBPJPY,M30,ok,13904,GBPJPYm
LTA,USDCAD,M15,ok,27809,USDCADm
LTA,USDCAD,M30,ok,13905,USDCADm
ORB,AUDUSD,M15,ok,25409,AUDUSDm
ORB,NZDUSD,M15,ok,25409,NZDUSDm
ORB,USDCAD,M15,ok,25409,USDCADm
ORB,GBPUSD,M15,ok,25408,GBPUSDm
ORB,USDCHF,M15,ok,25408,USDCHFm
