policy,bot,symbol,month,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,AUDUSD,2025-06,2,0,1,1,0,0.0,-0.75,-0.374,0.34,5.0
dynamic_aggressive,LTA,AUDUSD,2025-07,16,1,7,8,0,6.25,1.82,0.113,1.23,5.56
dynamic_aggressive,LTA,AUDUSD,2025-08,19,0,8,11,0,0.0,-1.67,-0.088,0.82,5.47
dynamic_aggressive,LTA,AUDUSD,2025-09,25,2,12,10,1,8.0,-0.88,-0.035,0.94,5.28
dynamic_aggressive,LTA,AUDUSD,2025-10,19,1,8,9,1,5.26,1.77,0.093,1.19,5.37
dynamic_aggressive,LTA,AUDUSD,2025-11,20,1,10,9,0,5.0,-1.3,-0.065,0.89,5.25
dynamic_aggressive,LTA,AUDUSD,2025-12,22,0,8,14,0,0.0,1.59,0.072,1.17,5.32
dynamic_aggressive,LTA,AUDUSD,2026-01,8,0,2,6,0,0.0,3.28,0.41,2.48,5.38
dynamic_aggressive,LTA,AUDUSD,2026-02,17,0,7,9,1,0.0,-0.28,-0.017,0.96,5.65
dynamic_aggressive,LTA,AUDUSD,2026-03,14,0,5,9,0,0.0,3.89,0.278,1.7,5.29
dynamic_aggressive,LTA,AUDUSD,2026-04,14,1,4,8,1,7.14,7.95,0.568,2.82,5.07
dynamic_aggressive,LTA,AUDUSD,2026-05,13,0,5,8,0,0.0,-0.05,-0.004,0.99,5.54
dynamic_aggressive,LTA,AUDUSD,2026-06,12,0,5,7,0,0.0,-0.93,-0.077,0.83,5.42
dynamic_aggressive,LTA,GBPJPY,2025-06,3,0,0,3,0,0.0,2.75,0.916,2.75,5.33
dynamic_aggressive,LTA,GBPJPY,2025-07,23,0,12,11,0,0.0,-6.2,-0.27,0.53,5.17
dynamic_aggressive,LTA,GBPJPY,2025-08,18,3,7,8,0,16.67,4.15,0.23,1.51,5.39
dynamic_aggressive,LTA,GBPJPY,2025-09,28,1,16,10,1,3.57,-9.23,-0.33,0.51,5.54
dynamic_aggressive,LTA,GBPJPY,2025-10,12,1,4,7,0,8.33,3.76,0.313,1.85,5.42
dynamic_aggressive,LTA,GBPJPY,2025-11,26,0,18,8,0,0.0,-15.13,-0.582,0.25,5.54
dynamic_aggressive,LTA,GBPJPY,2025-12,21,2,15,4,0,9.52,-9.27,-0.441,0.46,5.48
dynamic_aggressive,LTA,GBPJPY,2026-01,19,0,15,4,0,0.0,-14.26,-0.751,0.15,5.42
dynamic_aggressive,LTA,GBPJPY,2026-02,19,1,7,10,1,5.26,8.14,0.428,2.07,4.95
dynamic_aggressive,LTA,GBPJPY,2026-03,21,2,10,9,0,9.52,2.59,0.123,1.23,5.43
dynamic_aggressive,LTA,GBPJPY,2026-04,19,1,9,9,0,5.26,-5.64,-0.297,0.54,5.42
dynamic_aggressive,LTA,GBPJPY,2026-05,13,0,6,7,0,0.0,-2.68,-0.206,0.61,5.62
dynamic_aggressive,LTA,GBPJPY,2026-06,22,2,5,15,0,9.09,8.87,0.403,2.53,5.45
dynamic_aggressive,LTA,USDCAD,2025-06,5,0,4,1,0,0.0,-3.45,-0.69,0.26,5.6
dynamic_aggressive,LTA,USDCAD,2025-07,25,0,16,9,0,0.0,-15.45,-0.618,0.25,5.68
dynamic_aggressive,LTA,USDCAD,2025-08,18,0,2,15,1,0.0,4.58,0.254,2.31,5.39
dynamic_aggressive,LTA,USDCAD,2025-09,21,0,8,13,0,0.0,-5.34,-0.254,0.49,5.43
dynamic_aggressive,LTA,USDCAD,2025-10,29,1,17,11,0,3.45,-13.02,-0.449,0.39,5.48
dynamic_aggressive,LTA,USDCAD,2025-11,17,2,6,9,0,11.76,2.17,0.128,1.27,5.53
dynamic_aggressive,LTA,USDCAD,2025-12,13,0,8,5,0,0.0,-7.79,-0.599,0.27,5.62
dynamic_aggressive,LTA,USDCAD,2026-01,17,0,7,10,0,0.0,-3.4,-0.2,0.63,5.53
dynamic_aggressive,LTA,USDCAD,2026-02,19,1,7,11,0,5.26,0.74,0.039,1.09,5.42
dynamic_aggressive,LTA,USDCAD,2026-03,14,0,7,6,1,0.0,-2.22,-0.158,0.73,5.36
dynamic_aggressive,LTA,USDCAD,2026-04,15,1,5,9,0,6.67,0.59,0.039,1.06,5.33
dynamic_aggressive,LTA,USDCAD,2026-05,17,0,8,9,0,0.0,-6.77,-0.398,0.36,5.41
dynamic_aggressive,LTA,USDCAD,2026-06,17,1,9,7,0,5.88,-1.23,-0.072,0.9,5.47
dynamic_aggressive,ORB,AUDUSD,2025-06,4,0,2,2,0,0.0,-1.0,-0.25,0.57,5.5
dynamic_aggressive,ORB,AUDUSD,2025-07,19,0,9,10,0,0.0,-4.58,-0.241,0.6,5.89
dynamic_aggressive,ORB,AUDUSD,2025-08,21,0,12,9,0,0.0,-11.21,-0.534,0.29,5.81
dynamic_aggressive,ORB,AUDUSD,2025-09,21,0,6,15,0,0.0,-0.45,-0.021,0.95,5.81
dynamic_aggressive,ORB,AUDUSD,2025-10,19,0,9,10,0,0.0,-3.67,-0.193,0.7,5.26
dynamic_aggressive,ORB,AUDUSD,2025-11,20,2,7,11,0,10.0,4.61,0.23,1.54,4.7
dynamic_aggressive,ORB,AUDUSD,2025-12,21,2,11,8,0,9.52,-2.18,-0.104,0.84,4.76
dynamic_aggressive,ORB,AUDUSD,2026-01,19,2,5,11,1,10.53,10.71,0.563,2.77,4.95
dynamic_aggressive,ORB,AUDUSD,2026-02,18,3,6,9,0,16.67,11.69,0.65,2.7,4.56
dynamic_aggressive,ORB,AUDUSD,2026-03,22,2,9,11,0,9.09,4.12,0.187,1.4,5.09
dynamic_aggressive,ORB,AUDUSD,2026-04,19,1,9,9,0,5.26,0.05,0.003,1.0,5.47
dynamic_aggressive,ORB,AUDUSD,2026-05,19,3,7,9,0,15.79,3.36,0.177,1.35,5.68
dynamic_aggressive,ORB,AUDUSD,2026-06,16,2,6,8,0,12.5,1.39,0.087,1.18,5.38
dynamic_aggressive,ORB,GBPUSD,2025-06,4,0,1,3,0,0.0,0.44,0.111,1.38,5.5
dynamic_aggressive,ORB,GBPUSD,2025-07,20,1,9,10,0,5.0,-0.59,-0.029,0.95,6.0
dynamic_aggressive,ORB,GBPUSD,2025-08,16,0,12,4,0,0.0,-11.4,-0.712,0.24,5.75
dynamic_aggressive,ORB,GBPUSD,2025-09,20,0,9,11,0,0.0,-4.49,-0.225,0.6,5.9
dynamic_aggressive,ORB,GBPUSD,2025-10,21,0,11,10,0,0.0,-7.99,-0.381,0.4,5.81
dynamic_aggressive,ORB,GBPUSD,2025-11,20,0,11,9,0,0.0,-4.49,-0.224,0.65,5.1
dynamic_aggressive,ORB,GBPUSD,2025-12,21,1,8,12,0,4.76,1.23,0.058,1.13,5.81
dynamic_aggressive,ORB,GBPUSD,2026-01,20,0,13,7,0,0.0,-7.93,-0.397,0.47,5.0
dynamic_aggressive,ORB,GBPUSD,2026-02,18,0,6,12,0,0.0,2.5,0.139,1.37,5.33
dynamic_aggressive,ORB,GBPUSD,2026-03,22,0,9,13,0,0.0,2.11,0.096,1.2,5.45
dynamic_aggressive,ORB,GBPUSD,2026-04,18,0,7,11,0,0.0,-4.58,-0.254,0.58,5.56
dynamic_aggressive,ORB,GBPUSD,2026-05,18,0,3,15,0,0.0,7.67,0.426,3.2,5.44
dynamic_aggressive,ORB,GBPUSD,2026-06,16,0,9,7,0,0.0,-4.29,-0.268,0.62,5.75
dynamic_aggressive,ORB,NZDUSD,2025-06,4,0,1,3,0,0.0,-1.25,-0.313,0.18,5.0
dynamic_aggressive,ORB,NZDUSD,2025-07,22,1,9,12,0,4.55,-3.68,-0.167,0.75,5.82
dynamic_aggressive,ORB,NZDUSD,2025-08,19,0,11,8,0,0.0,-15.21,-0.801,0.2,5.68
dynamic_aggressive,ORB,NZDUSD,2025-09,20,1,5,14,0,5.0,-4.19,-0.21,0.61,5.9
dynamic_aggressive,ORB,NZDUSD,2025-10,22,0,7,15,0,0.0,-7.77,-0.353,0.43,5.27
dynamic_aggressive,ORB,NZDUSD,2025-11,19,1,5,13,0,5.26,0.63,0.033,1.08,4.84
dynamic_aggressive,ORB,NZDUSD,2025-12,21,3,8,10,0,14.29,-1.55,-0.074,0.86,4.48
dynamic_aggressive,ORB,NZDUSD,2026-01,16,0,7,7,2,0.0,-2.56,-0.16,0.75,4.62
dynamic_aggressive,ORB,NZDUSD,2026-02,17,2,6,9,0,11.76,1.31,0.077,1.16,5.06
dynamic_aggressive,ORB,NZDUSD,2026-03,23,1,14,8,0,4.35,-11.08,-0.482,0.45,5.57
dynamic_aggressive,ORB,NZDUSD,2026-04,21,0,10,11,0,0.0,-13.3,-0.633,0.29,5.62
dynamic_aggressive,ORB,NZDUSD,2026-05,19,3,3,13,0,15.79,7.01,0.369,2.28,5.58
dynamic_aggressive,ORB,NZDUSD,2026-06,18,0,10,8,0,0.0,-8.18,-0.454,0.43,5.33
dynamic_aggressive,ORB,USDCAD,2025-06,4,0,2,2,0,0.0,-2.17,-0.542,0.2,5.5
dynamic_aggressive,ORB,USDCAD,2025-07,19,1,13,5,0,5.26,-10.77,-0.567,0.4,5.89
dynamic_aggressive,ORB,USDCAD,2025-08,22,0,10,12,0,0.0,-9.98,-0.454,0.3,5.73
dynamic_aggressive,ORB,USDCAD,2025-09,20,0,6,14,0,0.0,-0.28,-0.014,0.97,6.0
dynamic_aggressive,ORB,USDCAD,2025-10,20,1,14,5,0,5.0,-15.09,-0.754,0.25,5.5
dynamic_aggressive,ORB,USDCAD,2025-11,20,0,9,11,0,0.0,-6.6,-0.33,0.46,5.3
dynamic_aggressive,ORB,USDCAD,2025-12,21,1,5,15,0,4.76,0.19,0.009,1.03,5.81
dynamic_aggressive,ORB,USDCAD,2026-01,20,1,7,12,0,5.0,-0.8,-0.04,0.92,5.4
dynamic_aggressive,ORB,USDCAD,2026-02,16,2,7,7,0,12.5,-0.93,-0.058,0.9,5.0
dynamic_aggressive,ORB,USDCAD,2026-03,20,2,7,11,0,10.0,1.05,0.052,1.11,5.6
dynamic_aggressive,ORB,USDCAD,2026-04,20,0,8,12,0,0.0,-7.65,-0.382,0.49,5.9
dynamic_aggressive,ORB,USDCAD,2026-05,16,2,3,11,0,12.5,3.73,0.233,1.76,5.75
dynamic_aggressive,ORB,USDCAD,2026-06,15,0,6,9,0,0.0,-3.78,-0.252,0.57,5.6
dynamic_aggressive,ORB,USDCHF,2025-06,4,0,3,1,0,0.0,-3.69,-0.921,0.08,5.5
dynamic_aggressive,ORB,USDCHF,2025-07,20,0,6,14,0,0.0,1.18,0.059,1.14,5.6
dynamic_aggressive,ORB,USDCHF,2025-08,18,0,9,9,0,0.0,-4.96,-0.275,0.62,5.78
dynamic_aggressive,ORB,USDCHF,2025-09,20,0,7,13,0,0.0,-3.79,-0.189,0.66,5.8
dynamic_aggressive,ORB,USDCHF,2025-10,21,2,7,12,0,9.52,0.72,0.034,1.07,5.52
dynamic_aggressive,ORB,USDCHF,2025-11,17,2,6,9,0,11.76,1.34,0.079,1.17,5.18
dynamic_aggressive,ORB,USDCHF,2025-12,20,2,13,5,0,10.0,-9.71,-0.486,0.46,4.8
dynamic_aggressive,ORB,USDCHF,2026-01,20,0,10,10,0,0.0,-6.96,-0.348,0.48,5.0
dynamic_aggressive,ORB,USDCHF,2026-02,18,0,11,7,0,0.0,-13.74,-0.763,0.09,5.0
dynamic_aggressive,ORB,USDCHF,2026-03,23,1,15,7,0,4.35,-13.12,-0.57,0.37,5.39
dynamic_aggressive,ORB,USDCHF,2026-04,21,0,7,14,0,0.0,-7.18,-0.342,0.5,5.62
dynamic_aggressive,ORB,USDCHF,2026-05,18,2,3,13,0,11.11,1.84,0.102,1.36,5.67
dynamic_aggressive,ORB,USDCHF,2026-06,17,0,4,13,0,0.0,-1.91,-0.113,0.75,5.65
dynamic_balanced,LTA,AUDUSD,2025-06,2,0,1,1,0,0.0,-0.75,-0.374,0.34,4.0
dynamic_balanced,LTA,AUDUSD,2025-07,16,2,7,7,0,12.5,1.82,0.113,1.23,4.12
dynamic_balanced,LTA,AUDUSD,2025-08,19,0,8,11,0,0.0,-1.61,-0.085,0.83,4.42
dynamic_balanced,LTA,AUDUSD,2025-09,25,2,12,10,1,8.0,-1.88,-0.075,0.86,4.16
dynamic_balanced,LTA,AUDUSD,2025-10,19,1,8,9,1,5.26,1.27,0.067,1.14,4.26
dynamic_balanced,LTA,AUDUSD,2025-11,20,2,10,8,0,10.0,-1.3,-0.065,0.89,4.05
dynamic_balanced,LTA,AUDUSD,2025-12,22,1,8,13,0,4.55,2.22,0.101,1.24,3.95
dynamic_balanced,LTA,AUDUSD,2026-01,8,0,2,6,0,0.0,3.3,0.413,2.49,4.12
