time,balance,drawdown_pct,symbol,r_multiple
,10000.0,0.0,START,0.0
2026-05-25T04:55:00+00:00,10091.65,0.0,USDSGD,0.3055
2026-05-26T01:15:00+00:00,10384.86,0.0,USDSGD,0.9685
2026-05-27T01:10:00+00:00,10488.7,0.0,USDSGD,0.3333
2026-05-28T01:05:00+00:00,10966.7,0.0,USDSGD,1.5191
2026-05-29T00:55:00+00:00,11624.7,0.0,USDSGD,2.0
2026-05-29T08:10:00+00:00,12031.58,0.0,EURJPY,1.1667
2026-06-01T13:45:00+00:00,11670.63,3.0,USDSGD,-1.0
2026-06-02T01:15:00+00:00,11702.98,2.73,USDSGD,0.0924
2026-06-03T00:50:00+00:00,11351.9,5.65,USDSGD,-1.0
2026-06-03T08:00:00+00:00,11011.34,8.48,EURJPY,-1.0
2026-06-04T08:45:00+00:00,10681.0,11.23,USDSGD,-1.0
2026-06-04T09:25:00+00:00,10360.57,13.89,EURJPY,-1.0
2026-06-05T03:30:00+00:00,10774.98,10.44,USDSGD,1.3333
2026-06-05T07:15:00+00:00,10451.73,13.13,EURJPY,-1.0
2026-06-08T01:15:00+00:00,10438.56,13.24,USDSGD,-0.042
2026-06-08T08:05:00+00:00,10125.41,15.84,EURJPY,-1.0
2026-06-08T10:20:00+00:00,9821.64,18.37,EURJPY,-1.0
2026-06-09T01:05:00+00:00,9919.85,17.55,USDSGD,0.3333
2026-06-09T11:20:00+00:00,10366.24,13.84,EURJPY,1.5
2026-06-10T01:05:00+00:00,10881.46,9.56,USDSGD,1.6567
2026-06-10T07:05:00+00:00,10990.26,8.65,EURJPY,0.3333
2026-06-10T10:55:00+00:00,10660.55,11.4,EURJPY,-1.0
2026-06-11T10:20:00+00:00,10340.73,14.05,EURJPY,-1.0
2026-06-11T10:30:00+00:00,10030.51,16.63,USDSGD,-1.0
2026-06-12T01:10:00+00:00,10287.28,14.5,USDSGD,0.8533
2026-06-12T11:40:00+00:00,10384.87,13.69,EURJPY,0.3162
2026-06-15T02:05:00+00:00,10315.71,14.26,USDSGD,-0.222
2026-06-15T10:55:00+00:00,10676.77,11.26,EURJPY,1.1667
2026-06-16T01:20:00+00:00,10783.52,10.37,USDSGD,0.3333
2026-06-16T08:00:00+00:00,10460.02,13.06,EURJPY,-1.0
2026-06-17T01:05:00+00:00,10648.45,11.5,USDSGD,0.6005
2026-06-17T10:15:00+00:00,10329.0,14.15,EURJPY,-1.0
2026-06-18T01:15:00+00:00,10378.36,13.74,USDSGD,0.1593
2026-06-18T08:15:00+00:00,10741.62,10.72,EURJPY,1.1667
2026-06-18T10:45:00+00:00,10419.37,13.4,EURJPY,-1.0
2026-06-19T01:15:00+00:00,10678.06,11.25,USDSGD,0.8276
2026-06-22T00:40:00+00:00,11318.74,5.92,USDSGD,2.0
2026-06-23T08:30:00+00:00,11828.09,1.69,EURJPY,1.5
2026-06-24T04:45:00+00:00,11473.24,4.64,USDSGD,-1.0
2026-06-24T07:30:00+00:00,11989.54,0.35,EURJPY,1.5
2026-06-25T04:00:00+00:00,12109.42,0.0,USDSGD,0.3333
2026-06-25T08:20:00+00:00,12230.51,0.0,EURJPY,0.3333
2026-06-26T04:55:00+00:00,12964.34,0.0,USDSGD,2.0
2026-06-26T07:05:00+00:00,13547.73,0.0,EURJPY,1.5
2026-06-29T00:40:00+00:00,14089.63,0.0,USDSGD,1.3333
2026-06-29T07:05:00+00:00,13666.94,3.0,EURJPY,-1.0
2026-06-29T11:15:00+00:00,13256.93,5.91,EURJPY,-1.0
2026-06-30T01:55:00+00:00,12859.22,8.73,USDSGD,-1.0
2026-06-30T10:40:00+00:00,12473.45,11.47,EURJPY,-1.0
2026-07-01T00:40:00+00:00,13221.85,6.16,USDSGD,2.0
2026-07-01T11:55:00+00:00,12825.2,8.97,EURJPY,-1.0
2026-07-02T01:05:00+00:00,12603.04,10.55,USDSGD,-0.5774
2026-07-03T04:00:00+00:00,13009.94,7.66,USDSGD,1.0762
2026-07-03T09:05:00+00:00,13595.39,3.51,EURJPY,1.5
2026-07-06T01:05:00+00:00,14245.6,0.0,USDSGD,1.5942
2026-07-06T10:35:00+00:00,13818.23,3.0,EURJPY,-1.0
2026-07-07T01:20:00+00:00,14063.77,1.28,USDSGD,0.5923
2026-07-07T09:10:00+00:00,14204.39,0.29,EURJPY,0.3333
2026-07-07T11:55:00+00:00,14429.39,0.0,EURJPY,0.528
2026-07-08T00:50:00+00:00,14573.67,0.0,USDSGD,0.3333
2026-07-08T09:15:00+00:00,14136.46,3.0,EURJPY,-1.0
2026-07-09T01:05:00+00:00,14178.74,2.71,USDSGD,0.0997
2026-07-09T08:50:00+00:00,14675.01,0.0,EURJPY,1.1667
2026-07-10T00:50:00+00:00,14234.76,3.0,USDSGD,-1.0
2026-07-10T09:30:00+00:00,13807.72,5.91,EURJPY,-1.0
2026-07-13T02:50:00+00:00,13393.49,8.73,USDSGD,-1.0
2026-07-14T01:05:00+00:00,13527.41,7.82,USDSGD,0.3333
2026-07-14T07:15:00+00:00,14000.88,4.59,EURJPY,1.1667
2026-07-14T12:00:00+00:00,14490.93,1.25,EURJPY,1.1667
2026-07-15T06:40:00+00:00,14056.2,4.22,USDSGD,-1.0
2026-07-15T09:10:00+00:00,14688.73,0.0,EURJPY,1.5
2026-07-16T01:15:00+00:00,15018.83,0.0,USDSGD,0.7491
2026-07-16T10:10:00+00:00,14568.26,3.0,EURJPY,-1.0
2026-07-17T07:30:00+00:00,14131.21,5.91,EURJPY,-1.0
2026-07-17T07:30:00+00:00,13707.28,8.73,USDSGD,-1.0
2026-07-20T01:05:00+00:00,13844.34,7.82,USDSGD,0.3333
2026-07-20T09:55:00+00:00,14467.33,3.67,EURJPY,1.5
2026-07-21T03:40:00+00:00,14033.31,6.56,USDSGD,-1.0
2026-07-22T01:15:00+00:00,14089.77,6.19,USDSGD,0.1341
2026-07-22T10:05:00+00:00,13667.07,9.0,EURJPY,-1.0
2026-07-22T12:00:00+00:00,13257.06,11.73,EURJPY,-1.0
2026-07-23T01:05:00+00:00,13389.62,10.85,USDSGD,0.3333
