symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,15,1.25,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 10:45:00,BUY,0.71253,0.71093,0.71453,0.71093,loss,-1.0562,0.0562,9.0,-160.0,0.71253,0.71199,0.9594
EURGBP,15,1.25,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 16:00:00,BUY,0.8662,0.8646,0.8682,0.86679,timeout,0.2875,0.0812,13.0,59.0,0.8662,0.86597,1.0878
GBPUSD,15,1.25,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 12:30:00,SELL,1.34037,1.34197,1.33837,1.34197,loss,-1.0625,0.0625,10.0,-160.0,1.34114,1.34037,1.0538
NZDUSD,15,1.25,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 13:00:00,BUY,0.58916,0.58756,0.59116,0.59116,win,1.1625,0.0875,14.0,200.0,0.58916,0.58862,1.0471
USDCHF,15,1.25,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 10:30:00,BUY,0.78771,0.78611,0.78971,0.78971,win,1.1687,0.0812,13.0,200.0,0.78771,0.78732,1.1098
USDJPY,15,1.25,2026-05,2026-05-28,2026-05-28 07:15:00,2026-05-28 12:30:00,BUY,159.494,159.334,159.694,159.334,loss,-1.0625,0.0625,10.0,-16000.0,159.494,159.437,1.3212
EURUSD,15,1.25,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 12:30:00,SELL,1.16098,1.16258,1.15898,1.16258,loss,-1.05,0.05,8.0,-160.0,1.16174,1.16098,1.4575
EURGBP,15,1.25,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 15:00:00,BUY,0.86719,0.86559,0.86919,0.86559,loss,-1.0812,0.0812,13.0,-160.0,0.86719,0.86688,1.736
EURUSD,15,1.25,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 08:45:00,SELL,1.16481,1.16641,1.16281,1.16281,win,1.2,0.05,8.0,200.0,1.1653,1.16481,1.2846
GBPUSD,15,1.25,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 08:45:00,SELL,1.3431,1.3447,1.3411,1.3411,win,1.1875,0.0625,10.0,200.0,1.34416,1.3431,2.3407
USDCAD,15,1.25,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 12:30:00,BUY,1.37987,1.37827,1.38187,1.38187,win,1.1625,0.0875,14.0,200.0,1.37987,1.37928,1.7389
USDCHF,15,1.25,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 12:00:00,BUY,0.78365,0.78205,0.78565,0.78205,loss,-1.0812,0.0812,13.0,-160.0,0.78365,0.78325,1.4737
USDJPY,15,1.25,2026-05,2026-05-29,2026-05-29 07:15:00,2026-05-29 15:00:00,BUY,159.253,159.093,159.453,159.093,loss,-1.0625,0.0625,10.0,-16000.0,159.253,159.2,1.4324
EURUSD,15,1.25,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 13:00:00,SELL,1.16557,1.16717,1.16357,1.16357,win,1.2,0.05,8.0,200.0,1.16644,1.16557,2.2145
GBPUSD,15,1.25,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 13:00:00,SELL,1.34622,1.34782,1.34422,1.34422,win,1.1875,0.0625,10.0,200.0,1.34724,1.34622,1.9116
NZDUSD,15,1.25,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 10:00:00,SELL,0.59702,0.59862,0.59502,0.59502,win,1.1625,0.0875,14.0,200.0,0.59722,0.59702,0.587
USDCAD,15,1.25,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 11:00:00,BUY,1.38069,1.37909,1.38269,1.38269,win,1.1625,0.0875,14.0,200.0,1.38069,1.38038,1.0383
USDCHF,15,1.25,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 12:45:00,BUY,0.78264,0.78104,0.78464,0.78464,win,1.1687,0.0812,13.0,200.0,0.78264,0.78196,2.1441
USDJPY,15,1.25,2026-06,2026-06-01,2026-06-01 07:15:00,2026-06-01 13:15:00,BUY,159.463,159.303,159.663,159.663,win,1.1875,0.0625,10.0,20000.0,159.463,159.405,2.1201
AUDUSD,15,1.25,2026-06,2026-06-01,2026-06-01 07:30:00,2026-06-01 13:00:00,SELL,0.71798,0.71958,0.71598,0.71598,win,1.1937,0.0562,9.0,200.0,0.71844,0.71798,1.3224
EURGBP,15,1.25,2026-06,2026-06-01,2026-06-01 07:45:00,2026-06-01 15:15:00,BUY,0.86594,0.86434,0.86794,0.86434,loss,-1.0812,0.0812,13.0,-160.0,0.86594,0.86554,2.3333
AUDUSD,15,1.25,2026-06,2026-06-02,2026-06-02 07:15:00,2026-06-02 16:00:00,BUY,0.71815,0.71655,0.72015,0.71842,timeout,0.1125,0.0562,9.0,27.0,0.71815,0.71761,1.4795
EURGBP,15,1.25,2026-06,2026-06-02,2026-06-02 07:15:00,2026-06-02 16:00:00,BUY,0.86442,0.86282,0.86642,0.86332,timeout,-0.7687,0.0812,13.0,-110.0,0.86442,0.86421,1.4554
EURUSD,15,1.25,2026-06,2026-06-02,2026-06-02 07:15:00,2026-06-02 16:00:00,SELL,1.16462,1.16622,1.16262,1.16375,timeout,0.4937,0.05,8.0,87.0,1.16505,1.16462,1.4232
GBPUSD,15,1.25,2026-06,2026-06-02,2026-06-02 07:15:00,2026-06-02 16:00:00,SELL,1.3472,1.3488,1.3452,1.34782,timeout,-0.45,0.0625,10.0,-62.0,1.34785,1.3472,1.4219
NZDUSD,15,1.25,2026-06,2026-06-02,2026-06-02 07:15:00,2026-06-02 16:00:00,SELL,0.59379,0.59539,0.59179,0.59316,timeout,0.3063,0.0875,14.0,63.0,0.59415,0.59379,1.2086
USDCHF,15,1.25,2026-06,2026-06-02,2026-06-02 07:15:00,2026-06-02 14:00:00,BUY,0.78488,0.78328,0.78688,0.78688,win,1.1687,0.0812,13.0,200.0,0.78488,0.78444,1.3276
USDJPY,15,1.25,2026-06,2026-06-02,2026-06-02 07:30:00,2026-06-02 16:00:00,BUY,159.721,159.561,159.921,159.886,timeout,0.9687,0.0625,10.0,16500.0,159.721,159.692,1.2454
EURGBP,15,1.25,2026-06,2026-06-03,2026-06-03 07:15:00,2026-06-03 16:00:00,BUY,0.8637,0.8621,0.8657,0.864,timeout,0.1062,0.0812,13.0,30.0,0.8637,0.86349,1.3184
NZDUSD,15,1.25,2026-06,2026-06-03,2026-06-03 07:15:00,2026-06-03 12:30:00,BUY,0.59069,0.58909,0.59269,0.58909,loss,-1.0875,0.0875,14.0,-160.0,0.59069,0.58999,1.7916
USDCHF,15,1.25,2026-06,2026-06-03,2026-06-03 07:15:00,2026-06-03 12:30:00,SELL,0.78855,0.79015,0.78655,0.79015,loss,-1.0812,0.0812,13.0,-160.0,0.78921,0.78855,1.9012
AUDUSD,15,1.25,2026-06,2026-06-03,2026-06-03 07:30:00,2026-06-03 12:30:00,BUY,0.7166,0.715,0.7186,0.715,loss,-1.0562,0.0562,9.0,-160.0,0.7166,0.71565,2.1212
USDCAD,15,1.25,2026-06,2026-06-03,2026-06-03 07:30:00,2026-06-03 12:45:00,SELL,1.38509,1.38669,1.38309,1.38669,loss,-1.0875,0.0875,14.0,-160.0,1.38557,1.38509,1.5135
USDJPY,15,1.25,2026-06,2026-06-03,2026-06-03 07:30:00,2026-06-03 07:30:00,SELL,159.9,160.06,159.7,159.7,win,1.1875,0.0625,10.0,20000.0,159.992,159.9,3.1262
EURGBP,15,1.25,2026-06,2026-06-04,2026-06-04 07:15:00,2026-06-04 16:00:00,BUY,0.86472,0.86312,0.86672,0.86515,timeout,0.1875,0.0812,13.0,43.0,0.86472,0.86452,1.3793
EURUSD,15,1.25,2026-06,2026-06-04,2026-06-04 07:15:00,2026-06-04 09:30:00,SELL,1.16088,1.16248,1.15888,1.16248,loss,-1.05,0.05,8.0,-160.0,1.16122,1.16088,0.8686
GBPUSD,15,1.25,2026-06,2026-06-04,2026-06-04 07:15:00,2026-06-04 09:30:00,SELL,1.34248,1.34408,1.34048,1.34408,loss,-1.0625,0.0625,10.0,-160.0,1.34289,1.34248,0.7684
NZDUSD,15,1.25,2026-06,2026-06-04,2026-06-04 07:15:00,2026-06-04 11:15:00,SELL,0.58677,0.58837,0.58477,0.58837,loss,-1.0875,0.0875,14.0,-160.0,0.58713,0.58677,1.0839
USDCAD,15,1.25,2026-06,2026-06-04,2026-06-04 07:15:00,2026-06-04 10:45:00,BUY,1.39132,1.38972,1.39332,1.38972,loss,-1.0875,0.0875,14.0,-160.0,1.39132,1.39071,1.6298
USDJPY,15,1.25,2026-06,2026-06-04,2026-06-04 07:15:00,2026-06-04 16:00:00,BUY,159.902,159.742,160.102,159.951,timeout,0.2438,0.0625,10.0,4900.0,159.902,159.867,0.497
AUDUSD,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 12:45:00,BUY,0.71299,0.71139,0.71499,0.71139,loss,-1.0562,0.0562,9.0,-160.0,0.71299,0.71242,1.4972
EURGBP,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 13:45:00,BUY,0.86508,0.86348,0.86708,0.86348,loss,-1.0812,0.0812,13.0,-160.0,0.86508,0.86493,1.1798
EURUSD,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 12:30:00,BUY,1.16268,1.16108,1.16468,1.16108,loss,-1.05,0.05,8.0,-160.0,1.16268,1.1621,2.1481
GBPUSD,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 09:00:00,BUY,1.34408,1.34248,1.34608,1.34608,win,1.1875,0.0625,10.0,200.0,1.34408,1.34334,2.0679
NZDUSD,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 12:45:00,BUY,0.5869,0.5853,0.5889,0.5853,loss,-1.0875,0.0875,14.0,-160.0,0.5869,0.58664,0.8687
USDCAD,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 09:45:00,SELL,1.38929,1.39089,1.38729,1.38729,win,1.1625,0.0875,14.0,200.0,1.38996,1.38929,2.5489
USDCHF,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 12:30:00,SELL,0.78794,0.78954,0.78594,0.78954,loss,-1.0812,0.0812,13.0,-160.0,0.78823,0.78794,1.1093
USDJPY,15,1.25,2026-06,2026-06-05,2026-06-05 07:15:00,2026-06-05 12:45:00,SELL,159.921,160.081,159.721,160.081,loss,-1.0625,0.0625,10.0,-16000.0,159.941,159.921,0.9121
AUDUSD,15,1.25,2026-06,2026-06-08,2026-06-08 07:15:00,2026-06-08 11:15:00,BUY,0.70535,0.70375,0.70735,0.70735,win,1.1937,0.0562,9.0,200.0,0.70535,0.70415,1.9535
EURGBP,15,1.25,2026-06,2026-06-08,2026-06-08 07:15:00,2026-06-08 16:00:00,SELL,0.86402,0.86562,0.86202,0.86491,timeout,-0.6375,0.0812,13.0,-89.0,0.86436,0.86402,2.1156
EURUSD,15,1.25,2026-06,2026-06-08,2026-06-08 07:15:00,2026-06-08 08:45:00,BUY,1.15259,1.15099,1.15459,1.15099,loss,-1.05,0.05,8.0,-160.0,1.15259,1.1514,2.0982
GBPUSD,15,1.25,2026-06,2026-06-08,2026-06-08 07:15:00,2026-06-08 08:45:00,BUY,1.3338,1.3322,1.3358,1.3322,loss,-1.0625,0.0625,10.0,-160.0,1.3338,1.33202,2.4747
NZDUSD,15,1.25,2026-06,2026-06-08,2026-06-08 07:15:00,2026-06-08 11:00:00,BUY,0.58039,0.57879,0.58239,0.58239,win,1.1625,0.0875,14.0,200.0,0.58039,0.57966,1.5299
