date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 07:15:00,2026-05-28 12:30:00,GBPUSD,SELL,loss,-1.0625,20.0,15.11,1
2026-05-29,2026-05-29 07:15:00,2026-05-29 08:45:00,GBPUSD,SELL,win,1.1875,15.11,19.24,1
2026-06-01,2026-06-01 07:15:00,2026-06-01 13:00:00,GBPUSD,SELL,win,1.1875,19.24,24.5,1
2026-06-02,2026-06-02 07:15:00,2026-06-02 16:00:00,GBPUSD,SELL,timeout,-0.45,24.5,21.96,1
2026-06-04,2026-06-04 07:15:00,2026-06-04 09:30:00,GBPUSD,SELL,loss,-1.0625,21.96,16.59,1
2026-06-05,2026-06-05 07:15:00,2026-06-05 09:00:00,GBPUSD,BUY,win,1.1875,16.59,21.13,1
2026-06-08,2026-06-08 07:15:00,2026-06-08 08:45:00,GBPUSD,BUY,loss,-1.0625,21.13,15.96,1
2026-06-09,2026-06-09 07:15:00,2026-06-09 09:00:00,GBPUSD,BUY,win,1.1875,15.96,20.32,1
2026-06-10,2026-06-10 07:15:00,2026-06-10 13:30:00,GBPUSD,BUY,win,1.1875,20.32,25.87,1
2026-06-11,2026-06-11 07:15:00,2026-06-11 08:30:00,GBPUSD,BUY,loss,-1.0625,25.87,19.55,1
2026-06-12,2026-06-12 07:15:00,2026-06-12 08:15:00,GBPUSD,SELL,loss,-1.0625,19.55,14.77,1
2026-06-15,2026-06-15 07:15:00,2026-06-15 16:00:00,GBPUSD,SELL,timeout,0.2063,14.77,15.47,1
2026-06-16,2026-06-16 07:30:00,2026-06-16 15:45:00,GBPUSD,BUY,win,1.1875,15.47,19.7,1
2026-06-17,2026-06-17 07:15:00,2026-06-17 11:30:00,GBPUSD,BUY,loss,-1.0625,19.7,14.89,1
2026-06-18,2026-06-18 07:15:00,2026-06-18 08:15:00,GBPUSD,SELL,win,1.1875,14.89,18.95,1
2026-06-19,2026-06-19 07:15:00,2026-06-19 08:15:00,GBPUSD,SELL,loss,-1.0625,18.95,14.32,1
2026-06-23,2026-06-23 07:30:00,2026-06-23 07:30:00,GBPUSD,SELL,loss,-1.0625,14.32,10.82,1
2026-06-24,2026-06-24 07:15:00,2026-06-24 08:00:00,GBPUSD,BUY,loss,-1.0625,10.82,8.18,1
2026-06-25,2026-06-25 07:15:00,2026-06-25 08:00:00,GBPUSD,SELL,loss,-1.0625,8.18,6.18,1
2026-06-26,2026-06-26 07:15:00,2026-06-26 07:30:00,GBPUSD,SELL,loss,-1.0625,6.18,4.67,1
