basket,entry_time,exit_time,side,entry_a,entry_b,exit_a,exit_b,lots_a,lots_b,net,return_fraction,R,reason,swap,fees,entry_adaptive_RR,risk_usd,entry_fills,exit_fills
81,1758681000,1758682984,-1,3753.021,43.744,3756.76,43.973,0.05,0.09,79.8,0.008368718610750761,0.8368718610750762,4,0.0,-4.5600000000000005,0.8557173112532866,95.35510000000001,2,2
82,1758711600,1758715409,-1,3762.243,43.879,3771.09,44.079,0.05,0.09,41.21,0.004285873258376485,0.4285873258376485,1,0.0,-4.5600000000000005,0.6224204294348331,96.1531,2,2
83,1758727800,1758729464,1,3751.534,44.06,3742.308,43.869,0.05,0.09,35.26,0.0036514189376711274,0.36514189376711276,1,0.0,-4.5600000000000005,0.8554806793596227,96.5652,2,2
84,1758733200,1758738368,1,3736.198,43.892,3726.928,43.752,0.05,0.09,12.089999999999996,0.0012474488690415997,0.12474488690415998,1,0.0,-4.5600000000000005,0.7802618118489072,96.9178,2,2
85,1758743100,1758758990,1,3727.45,43.863,3748.054,43.962,0.05,0.09,53.91,0.005555515479906469,0.555551547990647,1,0.0,-4.5600000000000005,0.9023176923314238,97.0387,2,2
86,1758786300,1758787055,1,3751.391,44.349,3750.351,44.452,0.05,0.09,-56.11000000000001,-0.005750283363633942,-0.5750283363633941,1,0.0,-4.5600000000000005,1.3649879994960068,97.57780000000001,2,2
87,1758788100,1758793605,1,3757.534,44.867,3758.692,44.951,0.05,0.09,-36.57,-0.003769454124908392,-0.3769454124908392,1,0.0,-4.5600000000000005,3.318664428939816,97.0167,2,2
88,1758794400,1758796765,1,3756.917,44.936,3757.94,45.068,0.04,0.07,-45.66,-0.004724213924325666,-0.4724213924325666,1,0.0,-3.5500000000000003,2.638950974921309,96.65100000000001,2,2
89,1758798000,1758798758,1,3757.61,44.993,3742.04,44.788,0.03,0.05,1.990000000000002,0.00020687274934923466,0.020687274934923467,1,0.0,-2.55,2.217098455564875,96.1944,2,2
90,1758799800,1758804618,1,3749.812,44.893,3734.532,44.557,0.03,0.05,35.61,0.0037011130362118727,0.37011130362118727,1,0.0,-2.55,1.9173128013613991,96.21430000000001,2,2
91,1758870900,1758890191,1,3743.059,45.128,3755.914,45.237,0.05,0.09,10.659999999999997,0.0011038579109126602,0.11038579109126602,1,0.0,-4.5600000000000005,1.3351639310290986,96.5704,2,2
92,1758892500,1758893079,1,3764.335,45.546,3755.677,45.316,0.05,0.09,55.65,0.005756281225110418,0.5756281225110419,1,0.0,-4.5600000000000005,1.8475930413924295,96.677,2,2
93,1758894300,1758894495,1,3758.137,45.427,3762.385,45.532,0.05,0.09,-30.570000000000004,-0.003143978155676799,-0.3143978155676799,1,0.0,-4.5600000000000005,1.5543483155217153,97.2335,2,2
94,1758895200,1758895773,1,3761.762,45.557,3773.629,45.637,0.05,0.09,18.78,0.0019375246317361995,0.19375246317361997,1,0.0,-4.5600000000000005,1.8528805051239372,96.9278,2,2
95,1758898800,1758899947,1,3779.11,45.726,3775.028,45.825,0.05,0.09,-69.52,-0.007158479173273912,-0.7158479173273913,1,0.0,-4.5600000000000005,1.655420519277592,97.1156,2,2
96,1758900600,1758901598,1,3779.25,45.894,3777.628,45.999,0.05,0.08,-54.19,-0.005620179961916772,-0.5620179961916771,1,0.0,-4.08,2.212455446099182,96.42040000000001,2,2
97,1758902400,1758904321,1,3780.75,46.062,3776.462,46.19,0.04,0.07,-65.5,-0.006831562863415677,-0.6831562863415677,1,0.0,-3.5500000000000003,2.6068492658391436,95.8785,2,2
98,1758906900,1758908243,1,3778.15,46.341,3779.846,46.523,0.03,0.05,-42.959999999999994,-0.004511491386054912,-0.4511491386054912,1,0.0,-2.55,2.6492360752468476,95.2235,2,2
99,1759199400,1759202019,-1,3845.181,46.841,3854.432,46.978,0.05,0.08,4.469999999999999,0.0004715493296509585,0.04715493296509585,1,0.0,-4.08,1.2099724272428851,94.7939,2,2
100,1759203000,1759204442,-1,3857.989,46.97,3867.01,47.005,0.05,0.08,-35.18,-0.003709460072164709,-0.3709460072164709,1,0.0,-4.08,1.166221546398932,94.8386,2,2
101,1759205700,1759212645,-1,3862.937,47.0,3871.622,47.144,0.05,0.08,10.100000000000001,0.0010689323799726524,0.10689323799726524,1,0.0,-4.08,1.185776315032748,94.4868,2,2
102,1759215600,1759216047,-1,3855.407,46.762,3856.797,46.656,0.05,0.08,-53.43,-0.005648720025204096,-0.5648720025204096,1,0.0,-4.08,1.58703499409639,94.5878,2,2
103,1759217400,1759218101,-1,3852.95,46.775,3847.057,46.649,0.05,0.08,-25.019999999999996,-0.0026601880844413016,-0.2660188084441302,1,0.0,-4.08,1.480305567518777,94.0535,2,2
104,1759222800,1759223546,-1,3816.446,46.187,3804.433,46.079,0.05,0.08,12.780000000000001,0.001362425415736973,0.13624254157369733,1,0.0,-4.08,1.8307595145295963,93.8033,2,2
105,1759224600,1759225543,-1,3801.65,46.058,3799.813,45.952,0.05,0.08,-37.3,-0.003970995761787097,-0.39709957617870967,1,0.0,-4.08,1.5303235192481124,93.9311,2,2
106,1759226400,1759227676,-1,3798.496,45.933,3807.427,46.14,0.05,0.08,34.06,0.0036405185654689444,0.3640518565468944,1,0.0,-4.08,1.898353737580238,93.5581,2,2
107,1759236300,1759236622,-1,3810.887,46.007,3819.518,46.163,0.05,0.08,15.170000000000002,0.001615570822599248,0.1615570822599248,1,0.0,-4.08,1.8091822006440177,93.8987,2,2
108,1759239000,1759239824,-1,3815.289,46.018,3823.957,46.128,0.05,0.08,-3.4200000000000017,-0.0003636348170768015,-0.036363481707680154,1,0.0,-4.08,1.771723864272384,94.05040000000001,2,2
