quarter,release_nz,release_utc,employment_change,unemployment_rate,m1_range_pips,t_plus_1_pips,t_plus_5_pips,t_plus_15_pips,t_plus_60_pips
Mar 2026,2026-05-06 10:45 NZST,2026-05-05 22:45 UTC,+0.2%,5.3%,1.4427931286564721,-0.5771270542132001,2.0202535497859664,-1.442744112414296,2.5975571119452034
Dec 2025,2026-02-04 10:45 NZDT,2026-02-03 21:45 UTC,n/a,5.4%,4.10792032508045,2.464833749942219,5.2043992583161724,-1.6428146647329278,-25.427024706485835
Sep 2025,2025-11-05 10:45 NZDT,2025-11-04 21:45 UTC,n/a,5.3%,3.1332521921911827,0.0,8.14876376357132,2.8198770539256124,-2.8189788131993687
Jun 2025,2025-08-06 10:45 NZST,2025-08-05 22:45 UTC,n/a,5.2%,1.43936801454414,-1.43936801454414,-2.5906866105951387,-1.727212313364923,-12.083106195870386
Mar 2025,2025-05-07 10:45 NZST,2025-05-06 22:45 UTC,n/a,5.1%,2.2140227703171256,1.9372376942117242,0.27672061968742057,4.42863497414292,13.847318181923196
