symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
XAUUSD,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 00:30:00,BUY,4344.195,4342.395,4346.195,4342.395,loss,-1.0889,0.0889,160.0,-180.0,4344.195,4332.467,1.1196,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 00:45:00,BUY,4353.298,4351.498,4355.298,4351.498,loss,-1.0889,0.0889,160.0,-180.0,4353.298,4341.303,1.309,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 00:30:00,SELL,4454.203,4456.003,4452.203,4456.003,loss,-1.0889,0.0889,160.0,-180.0,4466.48,4454.203,2.4798,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 00:45:00,SELL,4463.551,4465.351,4461.551,4465.351,loss,-1.0889,0.0889,160.0,-180.0,4476.742,4463.551,2.2199,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-13,2026-01-14 01:00:00,2026-01-14 01:00:00,BUY,4610.728,4608.928,4612.728,4608.928,loss,-1.0889,0.0889,160.0,-180.0,4610.728,4597.14,1.8858,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-14,2026-01-15 00:45:00,2026-01-15 00:45:00,SELL,4611.652,4613.452,4609.652,4613.452,loss,-1.0889,0.0889,160.0,-180.0,4618.206,4611.652,0.7156,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-15,2026-01-16 00:30:00,2026-01-16 00:30:00,SELL,4603.393,4605.193,4601.393,4605.193,loss,-1.0889,0.0889,160.0,-180.0,4611.358,4603.393,1.3972,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 00:30:00,BUY,4780.053,4778.253,4782.053,4778.253,loss,-1.0889,0.0889,160.0,-180.0,4780.053,4770.739,1.4014,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-21,2026-01-22 00:30:00,2026-01-22 00:30:00,BUY,4794.233,4792.433,4796.233,4792.433,loss,-1.0889,0.0889,160.0,-180.0,4794.233,4778.118,0.7712,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 00:30:00,SELL,4948.06,4949.86,4946.06,4949.86,loss,-1.0889,0.0889,160.0,-180.0,4963.38,4948.06,1.4426,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-27,2026-01-28 00:45:00,2026-01-28 00:45:00,BUY,5173.15,5171.35,5175.15,5171.35,loss,-1.0889,0.0889,160.0,-180.0,5173.15,5157.059,0.9216,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-28,2026-01-29 00:30:00,2026-01-29 00:30:00,BUY,5513.652,5511.852,5515.652,5511.852,loss,-1.0889,0.0889,160.0,-180.0,5513.652,5450.222,1.895,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-01,2026-01-29,2026-01-30 00:30:00,2026-01-30 00:30:00,SELL,5418.943,5420.743,5416.943,5420.743,loss,-1.0889,0.0889,160.0,-180.0,5450.917,5418.943,0.8812,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-02,2026-02-05,2026-02-06 00:30:00,2026-02-06 00:30:00,BUY,4730.02,4728.22,4732.02,4728.22,loss,-1.0889,0.0889,160.0,-180.0,4730.02,4655.157,2.8516,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-02,2026-02-17,2026-02-18 00:30:00,2026-02-18 00:30:00,BUY,4872.031,4870.231,4874.031,4870.231,loss,-1.0889,0.0889,160.0,-180.0,4872.031,4858.432,1.2232,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-02,2026-02-18,2026-02-19 00:45:00,2026-02-19 00:45:00,SELL,4961.025,4962.825,4959.025,4962.825,loss,-1.0889,0.0889,160.0,-180.0,4976.191,4961.025,1.7226,180.0,0.01,200.0,0.01
XAUUSD,30,1.1111111111111112,2026-02,2026-02-19,2026-02-20 00:45:00,2026-02-20 00:45:00,BUY,4996.533,4994.733,4998.533,4994.733,loss,-1.0889,0.0889,160.0,-180.0,4996.533,4985.574,1.3703,180.0,0.01,200.0,0.01
