instrument,symbol,session_date,direction,entry_mode,stop_mode,exit_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,portfolio_risk_cash,portfolio_pnl_cash,portfolio_balance_after_exit,asian_high,asian_low,asian_range,adr,range_adr_fraction,mae_r,ambiguous_bar
GBPJPY,GBPJPY..,2026-06-02,buy,confirmed_close,opposite,fixed,0.5,2026-06-02 08:30:00+00:00,2026-06-02 17:00:00+00:00,215.086,214.546,215.35600000000002,215.232,0.2703703703703353,win,30.0,8.11111111111006,1008.1111111111101,215.061,214.546,0.5150000000000148,1.0482857142857134,0.49127827745981284,-0.14814814814816568,False
GBPJPY,GBPJPY..,2026-06-03,sell,confirmed_close,opposite,fixed,0.5,2026-06-03 09:15:00+00:00,2026-06-03 10:35:00+00:00,215.012,215.372,214.832,214.832,0.5,win,30.243333333333304,15.121666666666652,1023.2327777777767,215.372,215.086,0.28600000000000136,1.0568571428571423,0.2706136793728049,-0.5277777777777515,False
GBPJPY,GBPJPY..,2026-06-05,buy,confirmed_close,opposite,fixed,0.5,2026-06-05 09:45:00+00:00,2026-06-05 11:14:00+00:00,214.911,214.501,215.11599999999999,215.11599999999999,0.5,win,31.479094991915055,15.739547495957527,1065.0427138931261,214.843,214.501,0.34199999999998454,0.9906428571428592,0.3452303698896657,-0.1756097560975691,False
GBPJPY,GBPJPY..,2026-06-16,buy,confirmed_close,opposite,fixed,0.5,2026-06-16 11:30:00+00:00,2026-06-16 17:00:00+00:00,215.089,214.515,215.376,215.154,0.11324041811846051,win,31.386525625891274,3.5542232851617035,1049.771744148204,215.04,214.515,0.5250000000000057,1.056285714285713,0.49702461455234576,-0.18989547038328664,False
GBPJPY,GBPJPY..,2026-06-17,sell,confirmed_close,opposite,fixed,0.5,2026-06-17 09:15:00+00:00,2026-06-17 09:32:00+00:00,215.12,215.432,214.964,214.964,0.5,win,31.594737735462417,15.797368867731208,1068.955293383145,215.432,215.13,0.3019999999999925,1.0938571428571444,0.2760872404335829,-0.08333333333337128,False
GBPJPY,GBPJPY..,2026-06-23,buy,confirmed_close,opposite,fixed,0.5,2026-06-23 09:30:00+00:00,2026-06-23 10:01:00+00:00,214.14100000000002,213.817,214.30300000000003,213.817,-1.0,loss,33.517007007197485,-33.517007007197485,1083.7165598993854,214.091,213.817,0.2740000000000009,1.3404285714285709,0.20441223489289218,-1.0,False
GBPJPY,GBPJPY..,2026-06-24,buy,confirmed_close,opposite,fixed,0.5,2026-06-24 09:15:00+00:00,2026-06-24 13:11:00+00:00,213.495,212.913,213.786,212.913,-1.0,loss,32.51149679698156,-32.51149679698156,1051.2050631024038,213.354,212.913,0.4410000000000025,1.3607142857142864,0.32409448818897807,-1.0,False
GBPJPY,GBPJPY..,2026-06-25,buy,confirmed_close,opposite,fixed,0.5,2026-06-25 10:00:00+00:00,2026-06-25 17:00:00+00:00,213.26500000000001,212.61,213.59250000000003,213.329,0.0977099236641112,win,31.53615189307211,3.081394994131892,1022.7503062034635,213.245,212.61,0.6349999999999909,1.3663571428571422,0.46473940090960725,-0.6625954198473667,False
GBPJPY,GBPJPY..,2026-06-26,buy,confirmed_close,opposite,fixed,0.5,2026-06-26 12:45:00+00:00,2026-06-26 17:00:00+00:00,213.665,213.207,213.894,213.766,0.2205240174672477,win,30.682509186103907,6.766230191695366,1029.516536395159,213.597,213.207,0.3900000000000148,1.2967857142857144,0.30074359680529916,-0.504366812227064,False
GBPJPY,GBPJPY..,2026-06-29,buy,confirmed_close,opposite,fixed,0.5,2026-06-29 08:45:00+00:00,2026-06-29 13:54:00+00:00,213.737,213.18,214.01549999999997,214.01549999999997,0.5,win,31.72138549163064,15.86069274581532,1073.2402091335034,213.672,213.18,0.4919999999999902,1.26007142857143,0.39045405589251486,-0.10951526032317481,False
GBPJPY,GBPJPY..,2026-07-01,buy,confirmed_close,opposite,fixed,0.5,2026-07-01 12:30:00+00:00,2026-07-01 16:11:00+00:00,215.64000000000001,215.204,215.858,215.204,-1.0,loss,33.79025072443967,-33.79025072443967,1058.7611893657765,215.58,215.204,0.3760000000000048,1.3152857142857175,0.2858694471597727,-1.0,False
GBPJPY,GBPJPY..,2026-07-02,sell,confirmed_close,opposite,fixed,0.5,2026-07-02 10:00:00+00:00,2026-07-02 14:57:00+00:00,215.308,216.066,214.92899999999997,214.92899999999997,0.5,win,31.762835680973293,15.881417840486646,1074.6426072062632,216.066,215.496,0.5699999999999932,1.297857142857146,0.439185470555855,-0.22691292875992514,False
GBPJPY,GBPJPY..,2026-07-13,buy,confirmed_close,opposite,fixed,0.5,2026-07-13 09:00:00+00:00,2026-07-13 17:00:00+00:00,217.12,216.296,217.532,217.128,0.009708737864054899,win,36.60147142467314,0.35535409150084757,1220.4044015806057,216.848,216.296,0.5520000000000209,1.2026428571428565,0.45898913108037637,-0.5582524271844673,False
GBPJPY,GBPJPY..,2026-07-14,buy,confirmed_close,opposite,fixed,0.5,2026-07-14 08:30:00+00:00,2026-07-14 15:10:00+00:00,216.94,216.56,217.13,217.13,0.5,win,36.61213204741817,18.306066023709086,1238.7104676043148,216.918,216.56,0.3580000000000041,1.1868571428571417,0.3016369764082849,-0.7157894736841963,False
GBPJPY,GBPJPY..,2026-07-16,sell,confirmed_close,opposite,fixed,0.5,2026-07-16 12:30:00+00:00,2026-07-16 17:00:00+00:00,219.061,219.568,218.8075,219.274,-0.42011834319525004,loss,37.28363242631508,-15.663537883244192,1227.124209660592,219.568,219.161,0.4070000000000107,1.3011428571428578,0.3128019323671578,-0.6686390532544286,False
GBPJPY,GBPJPY..,2026-07-17,sell,confirmed_close,opposite,fixed,0.5,2026-07-17 10:15:00+00:00,2026-07-17 13:01:00+00:00,218.458,218.94,218.21699999999998,218.21699999999998,0.5,win,36.81372628981776,18.40686314490888,1261.5298007581737,218.94,218.558,0.382000000000005,1.3225000000000011,0.2888468809073759,-0.24273858921165728,False
GBPJPY,GBPJPY..,2026-07-20,buy,confirmed_close,opposite,fixed,0.5,2026-07-20 09:00:00+00:00,2026-07-20 17:00:00+00:00,218.668,218.085,218.9595,218.591,-0.13207547169811046,loss,38.981270843427566,-5.148469734037496,1313.664802514354,218.639,218.085,0.554000000000002,1.2773571428571435,0.4337079908292806,-0.5283018867924418,False
GBPJPY,GBPJPY..,2026-07-21,buy,confirmed_close,opposite,fixed,0.5,2026-07-21 08:15:00+00:00,2026-07-21 09:45:00+00:00,218.418,217.966,218.644,218.644,0.5,win,39.40994407543062,19.70497203771531,1333.3697745520694,218.394,217.966,0.42799999999999727,1.219857142857143,0.3508607565288653,-0.059734513274370224,False
