starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_spread_r,max_drawdown_pct,month,bot
300.0,317.79,17.79,5.93,4,3,1,75.0,1.24,0.1641,5.89,2026-05,Grid
300.0,176.85,-123.15,-41.05,14,3,11,21.43,-10.16,0.1184,41.98,2026-05,NewsPulse
300.0,237.81,-62.19,-20.73,7,1,6,14.29,-4.38,0.0541,23.56,2026-05,Trend
300.0,310.33,10.33,3.44,12,7,5,58.33,1.03,0.1309,24.15,2026-06,Grid
300.0,58.21,-241.79,-80.6,90,37,53,41.11,-30.43,0.103,84.33,2026-06,NewsPulse
300.0,133.67,-166.33,-55.44,33,9,24,27.27,-15.15,0.0349,59.96,2026-06,Trend
