symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,0.71216,0.71062,0.71416,0.71416,win,1.2403,0.0584,9.0,200.0,0.71216,0.71173,1.0118
EURUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,1.16252,1.16098,1.16452,1.16452,win,1.2468,0.0519,8.0,200.0,1.16252,1.16152,1.8018
GBPUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,1.34102,1.33948,1.34302,1.34302,win,1.2338,0.0649,10.0,200.0,1.34102,1.34025,1.0094
NZDUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,0.58963,0.58809,0.59163,0.59163,win,1.2078,0.0909,14.0,200.0,0.58963,0.58897,1.917
USDCAD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:15:00,SELL,1.38462,1.38616,1.38262,1.38262,win,1.2078,0.0909,14.0,200.0,1.38534,1.38462,1.3622
USDCHF,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,SELL,0.788,0.78954,0.786,0.786,win,1.2143,0.0844,13.0,200.0,0.78906,0.788,2.3008
USDJPY,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,SELL,159.402,159.556,159.202,159.202,win,1.2338,0.0649,10.0,20000.0,159.456,159.402,1.3102
EURGBP,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 12:45:00,2026-05-28 21:00:00,BUY,0.86692,0.86538,0.86892,0.86647,timeout,-0.3766,0.0844,13.0,-45.0,0.86692,0.86644,1.8512
EURUSD,30,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,SELL,1.16426,1.1658,1.16226,1.1658,loss,-1.0519,0.0519,8.0,-154.0,1.16484,1.16426,0.9988
USDCAD,30,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 12:45:00,BUY,1.38086,1.37932,1.38286,1.38286,win,1.2078,0.0909,14.0,200.0,1.38086,1.37991,2.2056
USDCHF,30,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,BUY,0.78246,0.78092,0.78446,0.78092,loss,-1.0844,0.0844,13.0,-154.0,0.78246,0.78175,1.4099
USDJPY,30,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 15:00:00,BUY,159.278,159.124,159.478,159.124,loss,-1.0649,0.0649,10.0,-15400.0,159.278,159.248,0.7865
AUDUSD,30,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 14:45:00,BUY,0.71747,0.71593,0.71947,0.71947,win,1.2403,0.0584,9.0,200.0,0.71747,0.71671,1.9206
NZDUSD,30,1.2987012987012987,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 20:45:00,BUY,0.59772,0.59618,0.59972,0.59885,timeout,0.6429,0.0909,14.0,113.0,0.59772,0.59707,1.75
AUDUSD,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 13:00:00,SELL,0.71698,0.71852,0.71498,0.71498,win,1.2403,0.0584,9.0,200.0,0.7174,0.71698,1.225
USDCAD,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 21:00:00,BUY,1.38367,1.38213,1.38567,1.38401,timeout,0.1299,0.0909,14.0,34.0,1.38367,1.38259,2.4
USDJPY,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 13:00:00,SELL,159.457,159.611,159.257,159.611,loss,-1.0649,0.0649,10.0,-15400.0,159.491,159.457,1.5658
NZDUSD,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 12:45:00,2026-06-01 13:00:00,BUY,0.59553,0.59399,0.59753,0.59399,loss,-1.0909,0.0909,14.0,-154.0,0.59553,0.59507,1.3586
EURGBP,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 13:00:00,2026-06-01 21:00:00,BUY,0.86507,0.86353,0.86707,0.86423,timeout,-0.6299,0.0844,13.0,-84.0,0.86507,0.86478,1.1341
AUDUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 21:00:00,SELL,0.71777,0.71931,0.71577,0.7178,timeout,-0.0779,0.0584,9.0,-3.0,0.71819,0.71777,1.4067
EURGBP,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 16:30:00,BUY,0.86474,0.8632,0.86674,0.8632,loss,-1.0844,0.0844,13.0,-154.0,0.86474,0.86452,0.939
EURUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 14:00:00,BUY,1.16534,1.1638,1.16734,1.1638,loss,-1.0519,0.0519,8.0,-154.0,1.16534,1.16469,1.8724
GBPUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 17:15:00,BUY,1.34767,1.34613,1.34967,1.34613,loss,-1.0649,0.0649,10.0,-154.0,1.34767,1.34702,1.2449
NZDUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 21:00:00,SELL,0.59326,0.5948,0.59126,0.59218,timeout,0.6104,0.0909,14.0,108.0,0.5938,0.59326,1.8394
USDCAD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 13:30:00,BUY,1.3842,1.38266,1.3862,1.38266,loss,-1.0909,0.0909,14.0,-154.0,1.3842,1.38354,1.848
USDCHF,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 17:15:00,BUY,0.78545,0.78391,0.78745,0.78745,win,1.2143,0.0844,13.0,200.0,0.78545,0.78496,1.3269
USDJPY,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 18:00:00,BUY,159.77,159.616,159.97,159.97,win,1.2338,0.0649,10.0,20000.0,159.77,159.729,1.7447
AUDUSD,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 13:45:00,SELL,0.71591,0.71745,0.71391,0.71391,win,1.2403,0.0584,9.0,200.0,0.71657,0.71591,1.3648
EURUSD,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 21:00:00,SELL,1.16066,1.1622,1.15866,1.15972,timeout,0.5584,0.0519,8.0,94.0,1.16183,1.16066,2.3982
GBPUSD,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 16:00:00,SELL,1.34407,1.34561,1.34207,1.34207,win,1.2338,0.0649,10.0,200.0,1.34507,1.34407,1.4493
NZDUSD,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 13:45:00,SELL,0.58913,0.59067,0.58713,0.58713,win,1.2078,0.0909,14.0,200.0,0.59006,0.58913,2.3759
USDCAD,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 14:45:00,BUY,1.38571,1.38417,1.38771,1.38771,win,1.2078,0.0909,14.0,200.0,1.38571,1.38532,0.9192
USDCHF,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 16:15:00,BUY,0.78983,0.78829,0.79183,0.79183,win,1.2143,0.0844,13.0,200.0,0.78983,0.7886,3.3308
USDJPY,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 19:45:00,BUY,159.863,159.709,160.063,160.063,win,1.2338,0.0649,10.0,20000.0,159.863,159.805,0.6369
USDCAD,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 12:30:00,2026-06-04 20:00:00,SELL,1.38901,1.39055,1.38701,1.39055,loss,-1.0909,0.0909,14.0,-154.0,1.38976,1.38901,1.5933
EURUSD,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 18:45:00,SELL,1.16342,1.16496,1.16142,1.16142,win,1.2468,0.0519,8.0,200.0,1.16448,1.16342,1.7296
GBPUSD,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 15:30:00,SELL,1.34519,1.34673,1.34319,1.34319,win,1.2338,0.0649,10.0,200.0,1.34622,1.34519,1.5422
USDCHF,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,0.78789,0.78635,0.78989,0.78927,timeout,0.8117,0.0844,13.0,138.0,0.78789,0.78677,1.8106
USDJPY,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,159.874,159.72,160.074,160.004,timeout,0.7792,0.0649,10.0,13000.0,159.874,159.752,2.8851
EURGBP,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:30:00,2026-06-04 21:00:00,BUY,0.86502,0.86348,0.86702,0.86485,timeout,-0.1948,0.0844,13.0,-17.0,0.86502,0.86473,1.1871
NZDUSD,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 13:45:00,2026-06-04 18:15:00,BUY,0.58861,0.58707,0.59061,0.58707,loss,-1.0909,0.0909,14.0,-154.0,0.58861,0.58779,2.2248
AUDUSD,30,1.2987012987012987,2026-06,2026-06-04,2026-06-04 14:30:00,2026-06-04 21:00:00,SELL,0.71386,0.7154,0.71186,0.71303,timeout,0.4805,0.0584,9.0,83.0,0.71483,0.71386,2.2372
AUDUSD,30,1.2987012987012987,2026-06,2026-06-05,2026-06-05 12:30:00,2026-06-05 12:45:00,SELL,0.7136,0.71514,0.7116,0.7116,win,1.2403,0.0584,9.0,200.0,0.71428,0.7136,1.685
