date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,USDCHF,SELL,win,1.2143,20.0,25.59,1
2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,USDCHF,BUY,loss,-1.0844,25.59,19.2,1
2026-06-02,2026-06-02 12:30:00,2026-06-02 17:15:00,USDCHF,BUY,win,1.2143,19.2,24.57,1
2026-06-03,2026-06-03 12:30:00,2026-06-03 16:15:00,USDCHF,BUY,win,1.2143,24.57,31.43,2
2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,USDCHF,BUY,timeout,0.8117,31.43,37.3,3
2026-06-05,2026-06-05 12:30:00,2026-06-05 12:30:00,USDCHF,BUY,win,1.2143,37.3,47.71,4
2026-06-08,2026-06-08 12:30:00,2026-06-08 14:15:00,USDCHF,SELL,loss,-1.0844,47.71,35.81,3
2026-06-09,2026-06-09 12:30:00,2026-06-09 14:15:00,USDCHF,SELL,loss,-1.0844,35.81,26.88,2
2026-06-10,2026-06-10 12:30:00,2026-06-10 13:45:00,USDCHF,SELL,win,1.2143,26.88,34.39,3
2026-06-11,2026-06-11 12:30:00,2026-06-11 12:45:00,USDCHF,BUY,loss,-1.0844,34.39,25.81,1
2026-06-12,2026-06-12 12:45:00,2026-06-12 20:45:00,USDCHF,BUY,timeout,-0.2338,25.81,24.42,1
2026-06-15,2026-06-15 12:30:00,2026-06-15 19:45:00,USDCHF,SELL,loss,-1.0844,24.42,18.33,1
2026-06-16,2026-06-16 12:30:00,2026-06-16 14:45:00,USDCHF,SELL,win,1.2143,18.33,23.45,1
2026-06-17,2026-06-17 12:30:00,2026-06-17 18:00:00,USDCHF,SELL,loss,-1.0844,23.45,17.6,1
2026-06-18,2026-06-18 13:30:00,2026-06-18 16:00:00,USDCHF,SELL,loss,-1.0844,17.6,13.21,1
2026-06-19,2026-06-19 12:30:00,2026-06-19 20:45:00,USDCHF,BUY,timeout,0.1429,13.21,13.65,1
2026-06-22,2026-06-22 13:00:00,2026-06-22 21:00:00,USDCHF,BUY,timeout,-0.3571,13.65,12.53,1
2026-06-23,2026-06-23 12:30:00,2026-06-23 13:30:00,USDCHF,SELL,win,1.2143,12.53,16.02,1
2026-06-24,2026-06-24 12:30:00,2026-06-24 21:00:00,USDCHF,BUY,timeout,-0.3701,16.02,14.66,1
2026-06-25,2026-06-25 12:30:00,2026-06-25 12:30:00,USDCHF,SELL,win,1.2143,14.66,18.75,1
2026-06-26,2026-06-26 12:30:00,2026-06-26 17:30:00,USDCHF,SELL,loss,-1.0844,18.75,14.08,1
