start_balance,risk_pct,trades,win_rate,pf,return_pct,max_dd_pct,end_balance,net,max_exposure_pct
5000,0.5,150,36.666666666666664,1.2679522964890328,7.574044867341478,2.9773049687578954,5378.702243367074,378.7022433670736,0.4977581464608478
10000,0.25,146,36.986301369863014,1.271670376674652,3.640895599827032,1.553470889456215,10364.089559982704,364.0895599827036,0.24931273615322078
10000,0.5,290,35.51724137931034,1.2257715628279384,12.63735120608227,3.385297552305956,11263.735120608228,1263.7351206082276,0.4995838807943634
10000,1.0,295,35.932203389830505,1.2121836341305285,29.187502784418307,7.915103497072423,12918.75027844183,2918.7502784418302,1.0028518885761295
25000,0.5,307,36.156351791530945,1.2305876750195965,15.879222000035842,4.619582007415918,28969.80550000896,3969.805500008959,0.4997114992558651
100000,0.5,307,36.156351791530945,1.229176717235638,17.25170746770368,4.7217588454502835,117251.70746770369,17251.707467703687,0.5016476292329596
