starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,361.68,61.68,20.56,10,6,4,60.0,4.12,0.4121,0.0211,8.89,M15
300.0,328.44,28.44,9.48,9,5,4,55.56,2.05,0.2282,0.0118,6.31,M30
