starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,month,symbol
300.0,285.0,-15.0,-5.0,1,0,1,0.0,-1.0,-1.0001,0.0001,5.0,2025-12,XAUUSD
300.0,282.93,-17.07,-5.69,4,1,3,25.0,-1.0,-0.2501,0.0001,9.75,2026-01,XAUUSD
300.0,297.82,-2.18,-0.73,3,1,2,33.33,-0.0,-0.0001,0.0001,5.0,2026-02,XAUUSD
300.0,436.03,136.03,45.34,7,5,2,71.43,8.0,1.1427,0.0001,9.75,2026-03,XAUUSD
300.0,327.59,27.59,9.2,4,2,2,50.0,2.0,0.4998,0.0002,5.0,2026-04,XAUUSD
300.0,297.81,-2.19,-0.73,3,1,2,33.33,-0.0,-0.0002,0.0002,9.75,2026-05,XAUUSD
300.0,311.21,11.21,3.74,5,2,3,40.0,1.0,0.1998,0.0002,9.75,2026-06,XAUUSD
