time,balance
2026-05-14,300.0
2026-05-20 17:15:00,306.41411117838123
2026-05-21 12:30:00,306.41411117838123
2026-05-21 12:30:00,306.41411117838123
2026-05-27 12:30:00,312.98559678636894
2026-05-27 13:15:00,326.4912177738802
2026-05-27 15:00:00,347.59127257296853
2026-05-28 03:45:00,354.7400774483257
2026-05-28 05:15:00,369.45665355716966
2026-05-28 07:30:00,384.4735824913122
2026-05-28 14:45:00,392.2656160016185
2026-05-28 16:15:00,408.2312388841207
2026-05-28 18:30:00,433.12639379037716
2026-06-04 14:45:00,425.7998845461876
2026-06-04 14:45:00,418.5973061879352
2026-06-04 14:45:00,411.51656237424135
2026-06-04 15:45:00,407.36663781952217
2026-06-04 15:45:00,403.2585630355886
2026-06-04 15:45:00,399.1919159898732
2026-06-04 16:45:00,407.41569295689345
2026-06-05 14:45:00,424.2799185198296
2026-06-05 15:30:00,450.5907156227206
2026-06-09 09:15:00,443.026976477965
2026-06-09 09:15:00,435.59020432979037
2026-06-09 09:15:00,428.2782678754228
2026-06-15 01:00:00,437.6322966393871
2026-06-15 15:30:00,447.1639733822026
2026-06-15 23:00:00,460.2467249934151
2026-06-15 23:00:00,473.71224086988383
2026-06-17 16:00:00,473.71224086988383
2026-06-17 16:00:00,473.71224086988383
2026-06-17 20:30:00,465.76183214568357
2026-06-17 20:30:00,457.9448567454054
2026-06-17 20:30:00,450.2590752304807
2026-06-18 14:00:00,454.3673020421874
2026-06-18 14:00:00,458.51301289022985
2026-06-18 14:00:00,462.69654978420107
2026-06-18 14:30:00,454.7724787601802
2026-06-18 14:30:00,446.9841141762074
2026-06-18 14:30:00,439.32913194434667
2026-06-19 10:15:00,447.660497337265
2026-06-22 00:00:00,447.660497337265
2026-06-22 00:00:00,447.660497337265
2026-06-25 17:15:00,455.9800903247607
2026-06-26 00:00:00,455.9800903247607
2026-06-26 00:00:00,455.9800903247607
2026-06-26 16:15:00,465.2634193249207
2026-06-29 00:00:00,468.6062517201278
2026-06-29 00:00:00,471.97310175342614
2026-06-29 00:15:00,480.8108712017791
2026-06-29 02:45:00,480.8108712017791
2026-06-29 02:45:00,480.8108712017791
2026-06-29 11:45:00,490.57226544550076
2026-06-30 02:30:00,510.4914044453324
2026-06-30 03:00:00,541.5833045371514
2026-06-30 03:30:00,532.1472430748735
2026-06-30 03:30:00,522.8755870792596
2026-06-30 03:30:00,513.7654720970019
2026-07-03 00:00:00,505.12935044552756
2026-07-03 00:00:00,496.63839736070423
2026-07-03 00:00:00,488.29017263689394
2026-07-10 14:30:00,480.00801026049373
2026-07-10 14:30:00,471.86632626656564
2026-07-10 14:30:00,463.8627379227935
2026-07-13 06:15:00,473.94927435968674
2026-07-13 15:45:00,484.8758893147242
2026-07-13 15:45:00,496.0544107940135
