symbol,timeframe,min_score,min_tqi,tp_mode,selection_score,start,end,starting_balance,ending_balance,net_profit,return_percent,max_drawdown_percent,trades,wins,losses,win_rate_percent,profit_factor,total_r,average_r
XAUUSD,M15,40.0,0.5,Dynamic,50.99057898910279,2026-05-14,2026-07-13,300.0,448.477589341369,148.47758934136903,49.49252978045635,14.350620848768541,60,28,24,46.666666666666664,1.8793811370026716,25.237939703015343,0.42063232838358905
XAUUSD,M15,40.0,0.5,Fixed,39.24807350902215,2026-05-14,2026-07-13,300.0,415.85645949451225,115.85645949451225,38.618819831504084,14.350620848768516,60,29,21,48.333333333333336,1.8276142890035418,20.335767604239944,0.3389294600706657
BTCUSD,H1,40.0,0.5,Dynamic,29.321872086242664,2026-05-14,2026-07-13,300.0,324.75240997653196,24.752409976531965,8.250803325510647,0.0,3,3,0,100.0,inf,4.821320628219604,1.6071068760732015
BTCUSD,H1,40.0,0.7,Dynamic,29.321872086242664,2026-05-14,2026-07-13,300.0,324.75240997653196,24.752409976531965,8.250803325510647,0.0,3,3,0,100.0,inf,4.821320628219604,1.6071068760732015
BTCUSD,H1,40.0,0.5,Fixed,28.803389102813075,2026-05-14,2026-07-13,300.0,324.2037237368217,24.2037237368217,8.067907912273897,0.0,3,3,0,100.0,inf,4.720644357161754,1.5735481190539178
BTCUSD,H1,40.0,0.7,Fixed,28.803389102813075,2026-05-14,2026-07-13,300.0,324.2037237368217,24.2037237368217,8.067907912273897,0.0,3,3,0,100.0,inf,4.720644357161754,1.5735481190539178
BTCUSD,M30,60.0,0.35,Fixed,25.109683141339772,2026-05-14,2026-07-13,300.0,320.38842464261455,20.388424642614552,6.7961415475381814,0.0,3,3,0,100.0,inf,3.9940624781404774,1.3313541593801592
BTCUSD,M15,60.0,0.5,Fixed,21.88811895441699,2026-05-14,2026-07-13,300.0,325.71057576626333,25.710575766263332,8.570191922087766,0.0,6,4,0,66.66666666666666,inf,4.990756219397534,0.8317927032329223
XAUUSD,M15,40.0,0.35,Fixed,15.720824154175073,2026-05-14,2026-07-13,300.0,360.90588751778245,60.905887517782446,20.301962505927484,23.660240574026872,111,47,48,42.34234234234234,1.2259363319833305,12.298638603457846,0.1107985459770977
BTCUSD,H1,40.0,0.35,Dynamic,15.698464631377956,2026-05-14,2026-07-13,300.0,336.74222058986885,36.74222058986885,12.247406863289623,9.60398524752972,15,9,6,60.0,2.065195550884775,7.180287793628984,0.47868585290859894
BTCUSD,H1,40.0,0.35,Fixed,14.977165925924107,2026-05-14,2026-07-13,300.0,335.24226748558596,35.242267485585955,11.747422495195314,9.603985247529726,15,9,6,60.0,2.02628170899357,6.906687050426481,0.4604458033617654
BTCUSD,M15,60.0,0.5,Dynamic,14.848868012113929,2026-05-14,2026-07-13,300.0,314.862075773921,14.862075773920992,4.95402525797366,0.0,6,2,0,33.33333333333333,inf,2.9369056524841617,0.48948427541402695
BTCUSD,M30,60.0,0.35,Dynamic,12.522396191869428,2026-05-14,2026-07-13,300.0,307.5223961918694,7.5223961918694044,2.5074653972898098,0.0,3,1,0,33.33333333333333,inf,1.5044792383738852,0.5014930794579617
US30,M15,40.0,0.7,Dynamic,11.534031068554565,2026-05-14,2026-07-13,300.0,306.53403106855455,6.534031068554555,2.1780103561848563,0.0,3,1,0,33.33333333333333,inf,1.3068062137109124,0.4356020712369708
US30,H1,40.0,0.35,Fixed,11.373211666636653,2026-05-14,2026-07-13,300.0,309.5975656742901,9.597565674290081,3.1991885580966883,0.0,6,2,0,33.33333333333333,inf,1.9044138651239795,0.31740231085399656
XAUUSD,H1,40.0,0.7,Fixed,9.990735913609303,2026-05-14,2026-07-13,300.0,304.9907359136093,4.990735913609285,1.663578637869767,0.0,3,1,0,33.33333333333333,inf,0.9981471827218605,0.3327157275739535
US30,H1,40.0,0.5,Fixed,9.897220049094082,2026-05-14,2026-07-13,300.0,304.8972200490941,4.897220049094074,1.632406683031351,0.0,3,1,0,33.33333333333333,inf,0.9794440098188193,0.3264813366062731
US30,H1,60.0,0.35,Fixed,9.897220049094082,2026-05-14,2026-07-13,300.0,304.8972200490941,4.897220049094074,1.632406683031351,0.0,3,1,0,33.33333333333333,inf,0.9794440098188193,0.3264813366062731
US30,H1,60.0,0.5,Fixed,9.897220049094082,2026-05-14,2026-07-13,300.0,304.8972200490941,4.897220049094074,1.632406683031351,0.0,3,1,0,33.33333333333333,inf,0.9794440098188193,0.3264813366062731
XAUUSD,M30,40.0,0.5,Fixed,9.817404054008664,2026-05-14,2026-07-13,300.0,328.76402708855727,28.76402708855727,9.588009029519085,9.624891243950335,27,11,12,40.74074074074074,1.4552186831671277,5.887077711237094,0.21803991523100347
US30,M15,40.0,0.7,Fixed,9.413596454118068,2026-05-14,2026-07-13,300.0,304.4135964541181,4.413596454118078,1.4711988180393654,0.0,3,1,0,33.33333333333333,inf,0.8827192908236108,0.29423976360787024
BTCUSD,M15,40.0,0.35,Dynamic,9.040633115197208,2026-05-14,2026-07-13,300.0,332.70906136152877,32.70906136152877,10.903020453842927,12.493815625873387,69,25,30,36.231884057971016,1.2515762232019805,6.965483377882465,0.10094903446206471
XAUUSD,M30,40.0,0.5,Dynamic,7.676954920213702,2026-05-14,2026-07-13,300.0,323.6240271087349,23.62402710873488,7.8746757029116266,9.624891243950326,27,9,12,33.33333333333333,1.3645661796906965,4.978626791217197,0.18439358485989618
BTCUSD,M15,60.0,0.35,Fixed,3.8816566817252314,2026-05-14,2026-07-13,300.0,308.3245471091684,8.324547109168407,2.7748490363894707,5.337876615210519,9,4,3,44.44444444444444,1.5198413594803692,1.729291895692219,0.1921435439658021
BTCUSD,M15,40.0,0.5,Dynamic,3.616299764111319,2026-05-14,2026-07-13,300.0,316.0460364100482,16.046036410048202,5.348678803349394,11.410444428646354,39,15,18,38.46153846153847,1.1983534927178463,3.595326443302103,0.09218785752056674
XAUUSD,M15,40.0,0.35,Dynamic,2.5517714843356245,2026-05-14,2026-07-13,300.0,322.6374155116628,22.637415511662823,7.545805170554276,22.370702777605437,111,43,54,38.73873873873874,1.0776848683991347,5.782624251597653,0.05209571397835724
BTCUSD,M15,40.0,0.5,Fixed,2.466514187490926,2026-05-14,2026-07-13,300.0,312.0857053953945,12.085705395394484,4.028568465131488,9.612537182951478,39,15,18,38.46153846153847,1.1445334432518126,2.71653164189743,0.06965465748454949
BTCUSD,M15,40.0,0.35,Fixed,1.971838280077319,2026-05-14,2026-07-13,300.0,314.24750141161314,14.247501411613143,4.749167137204391,13.49519360017816,69,25,30,36.231884057971016,1.1108385866276143,3.350853598399993,0.048563095628985406
