entry_time_utc,exit_time_utc,direction,entry,stop,initial_target,exit,exit_reason,lot,pnl,balance
2025-08-19 15:00:00+00:00,2025-08-19 19:55:00+00:00,long,6429.403988103137,6390.4749267059815,6448.868518801714,6410.24,time,2.56,-51.61980954403058,9948.38019045597
2025-08-22 14:00:00+00:00,2025-08-22 19:55:00+00:00,short,6432.152348208355,6528.899547365117,6383.778748629974,6467.360000000001,time,1.02,-36.93180482747865,9911.448385628491
2025-09-04 19:14:00+00:00,2025-09-04 19:55:00+00:00,short,6499.718817388215,6563.777750911777,6467.689350626434,6506.490000000001,time,1.54,-11.96762122214992,9899.480764406342
2025-09-09 14:34:00+00:00,2025-09-09 17:01:00+00:00,long,6495.183398096993,6467.947850695515,6508.801171797732,6508.801171797732,target,3.63,45.80251853368342,9945.283282940025
2025-09-17 18:03:00+00:00,2025-09-17 18:12:00+00:00,short,6631.165425999287,6671.534756241833,6610.980760878015,6610.980760878015,target,2.46,47.19427619833084,9992.477559138355
2025-09-17 18:15:00+00:00,2025-09-17 18:26:00+00:00,long,6587.141754941158,6535.021250697946,6613.202007062764,6613.202007062764,target,1.9100000000000001,47.86508155226751,10040.342640690622
2025-09-23 15:42:00+00:00,2025-09-23 17:28:00+00:00,long,6690.023231535728,6669.96150058055,6700.054097013317,6669.71150058055,stop,5.0,-106.55865477589032,9933.783985914732
2025-09-24 15:51:00+00:00,2025-09-24 19:55:00+00:00,long,6644.7958288589625,6598.855595916296,6667.765945330296,6642.28,time,2.16,-7.5941903353596,9926.189795579372
2025-09-30 18:50:00+00:00,2025-09-30 19:55:00+00:00,short,6678.527891998745,6714.1574846322055,6660.713095682015,6697.87,time,2.7800000000000002,-56.551060243488706,9869.638735335884
2025-10-08 14:02:00+00:00,2025-10-08 19:55:00+00:00,short,6742.812506331174,6770.848032700968,6728.794743146276,6762.96,time,3.52,-74.43917771426902,9795.199557621616
2025-10-10 14:58:00+00:00,2025-10-10 15:02:00+00:00,long,6727.866629221877,6684.2545393216915,6749.672674171969,6684.0045393216915,stop,2.24,-100.4910813764151,9694.708476245201
2025-10-16 16:30:00+00:00,2025-10-16 19:55:00+00:00,long,6643.530700730886,6552.539950736327,6689.026075728165,6634.22,time,1.06,-10.929342774738526,9683.779133470463
2025-10-22 14:29:00+00:00,2025-10-22 16:30:00+00:00,long,6723.735424945612,6684.6682101069755,6743.26903236493,6684.4182101069755,stop,2.47,-99.58352065143234,9584.19561281903
2025-10-29 18:35:00+00:00,2025-10-29 18:41:00+00:00,long,6894.552703881372,6858.647203600155,6912.50545402198,6858.397203600155,stop,2.66,-98.83363074803594,9485.361982070994
2025-11-06 15:00:00+00:00,2025-11-06 20:55:00+00:00,long,6767.040785124037,6696.72261941271,6802.199867979701,6733.48,time,1.34,-46.31145206621021,9439.050530004784
2025-11-19 15:00:00+00:00,2025-11-19 16:41:00+00:00,short,6683.388394560855,6780.702989672421,6634.731097005072,6634.731097005072,target,0.96,45.751005653551545,9484.801535658336
2025-11-21 16:56:00+00:00,2025-11-21 20:55:00+00:00,short,6617.588819964287,6724.501464033359,6564.132497929751,6610.5,time,0.88,5.358161568572395,9490.159697226909
2025-11-25 17:21:00+00:00,2025-11-25 20:55:00+00:00,short,6755.866655722852,6844.542601936888,6711.5286826158335,6783.13,time,1.07,-30.241778376548858,9459.91791885036
2025-11-28 15:20:00+00:00,2025-11-28 18:14:00+00:00,short,6846.6610504241335,6868.173028964046,6835.905061154177,6856.3,time,4.39,-46.70498863805489,9413.212930212305
2025-12-04 19:21:00+00:00,2025-12-04 19:37:00+00:00,long,6840.948809042152,6800.235944429022,6861.305241348717,6861.305241348717,target,2.31,44.71335862816465,9457.92628884047
2025-12-08 15:26:00+00:00,2025-12-08 20:55:00+00:00,long,6861.479057840533,6817.368541268467,6883.5343161265655,6847.38,time,2.14,-32.311983778739815,9425.61430506173
2025-12-10 19:00:00+00:00,2025-12-10 20:09:00+00:00,short,6870.462816825852,6908.597437301393,6851.395506588082,6908.847437301393,stop,2.47,-97.28001257458614,9328.334292487145
2025-12-12 15:08:00+00:00,2025-12-12 15:58:00+00:00,long,6883.59142195635,6836.1951091067485,6907.289578381151,6835.9451091067485,stop,1.96,-95.34677318521912,9232.987519301925
2026-01-07 17:07:00+00:00,2026-01-07 19:10:00+00:00,short,6969.50997339542,7006.585298012115,6950.972311087073,6950.972311087073,target,2.49,43.668779147785365,9276.65629844971
2026-01-16 15:01:00+00:00,2026-01-16 19:05:00+00:00,long,6944.617584127464,6907.736186800236,6963.058282791078,6963.058282791078,target,2.5100000000000002,43.77615364567129,9320.432452095381
2026-02-04 15:00:00+00:00,2026-02-04 15:23:00+00:00,long,6905.6835940080055,6861.746451282497,6927.65216537076,6927.65216537076,target,2.12,44.453371289038735,9364.88582338442
2026-02-04 16:48:00+00:00,2026-02-04 20:55:00+00:00,long,6876.333257023949,6791.337611494302,6918.8310797887725,6887.58,time,1.1,11.271417273655972,9376.157240658076
2026-02-12 15:56:00+00:00,2026-02-12 20:50:00+00:00,long,6915.442010285782,6834.357217997027,6955.98440643016,6834.107217997027,stop,1.1500000000000001,-94.68501113206841,9281.472229526007
2026-02-20 15:02:00+00:00,2026-02-20 15:16:00+00:00,short,6912.076371956129,7008.1100763297145,6864.0595197693365,6864.0595197693365,target,0.96,45.136178099320965,9326.608407625328
2026-02-26 15:15:00+00:00,2026-02-26 20:55:00+00:00,long,6903.969997698288,6832.569583353654,6939.670204870606,6909.23,time,1.3,5.538002992224574,9332.146410617554
2026-03-05 15:31:00+00:00,2026-03-05 20:55:00+00:00,long,6811.953857551166,6721.255776522498,6857.3028980655,6825.65,time,1.02,12.950065297810271,9345.096475915363
2026-03-25 15:17:00+00:00,2026-03-25 15:30:00+00:00,long,6577.722649920902,6507.416208679952,6612.875870541377,6612.875870541377,target,1.32,45.082251219026624,9390.17872713439
