period,start,end,final,return_pct,closed_equity_dd_pct,profit_factor,wins,losses,trades,win_rate_pct,net_r,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,annualized_return_pct
development,2022-01-03 00:00:00+00:00,2025-01-01 00:00:00+00:00,8722.122981301765,-12.778770186982346,15.253815583927608,0.8086218242817343,152,143,295,51.52542372881356,-13.267994461131872,5399.3578013235365,-6677.234820021788,48.55448525694657,-104.11687143949239,35.52209079818116,-46.693949790362154,-4.461999421811324
validation,2025-01-01 00:00:00+00:00,2025-08-11 00:00:00+00:00,10025.838940435713,0.25838940435714,1.492892840553265,1.0360830955865423,19,19,38,50.0,0.2987603331149885,741.9343866744196,-716.0954462387008,48.743452876813265,-105.18580997627502,39.04917824602208,-37.6892340125632,0.4254659455027676
locked,2025-08-11 00:00:00+00:00,2026-08-11 00:00:00+00:00,9206.106441644304,-7.938935583556961,8.69038329784417,0.5047297022116854,26,33,59,44.067796610169495,-8.188695827543132,809.0565113353798,-1602.9500696910811,47.86508155226751,-106.55865477589032,31.11755812828384,-48.57424453609337,-7.943994801759279
full,2022-01-03 00:00:00+00:00,2026-08-11 00:00:00+00:00,8051.615878813216,-19.483841211867837,19.817599475638865,0.7761073684972382,197,195,392,50.255102040816325,-21.14329163185335,6753.930502163221,-8702.314623350023,48.55448525694657,-104.11687143949239,34.283911178493504,-44.627254478718065,-4.599520265309131
