entry_time_utc,exit_time_utc,direction,entry,stop,initial_target,exit,exit_reason,lot,pnl,balance
2022-01-05 18:11:00+00:00,2022-01-05 19:34:00+00:00,long,4774.0491748423665,4745.207593501473,4788.469965512813,4744.957593501473,stop,3.46,-104.11687143949239,9895.883128560508
2022-01-07 15:51:00+00:00,2022-01-07 20:55:00+00:00,long,4671.748290372176,4613.979997764258,4700.632436676135,4681.08,time,1.71,14.247223463579449,9910.130352024087
2022-01-10 15:00:00+00:00,2022-01-10 20:55:00+00:00,long,4609.060770379709,4492.076951489229,4667.552679824948,4665.05,time,0.84,46.1909528810449,9956.321304905132
2022-01-13 17:17:00+00:00,2022-01-13 20:55:00+00:00,long,4697.290398265145,4646.131777018528,4722.869708888454,4650.48,time,1.94,-92.7521726343823,9863.56913227075
2022-01-20 15:01:00+00:00,2022-01-20 19:48:00+00:00,short,4580.67359216802,4647.867774116775,4547.076501193643,4547.076501193643,target,1.46,47.591752822590934,9911.16088509334
2022-01-21 15:21:00+00:00,2022-01-21 15:33:00+00:00,long,4424.247088711414,4349.666559336016,4461.537353399113,4461.537353399113,target,1.32,47.9031493877629,9959.064034481104
2022-01-21 20:06:00+00:00,2022-01-21 20:55:00+00:00,long,4408.684896910778,4309.634841294805,4458.209924718764,4401.97,time,1.0,-7.714896910777497,9951.349137570327
2022-01-25 15:02:00+00:00,2022-01-25 18:45:00+00:00,long,4293.604122168732,4160.375783636444,4360.218291434876,4360.218291434876,target,0.74,48.55448525694657,9999.903622827274
2022-01-31 15:10:00+00:00,2022-01-31 20:55:00+00:00,short,4461.64476064693,4530.1247400777065,4427.404770931542,4511.21,time,1.46,-73.82524945548212,9926.078373371793
2022-02-08 16:40:00+00:00,2022-02-08 20:55:00+00:00,short,4509.653472556956,4561.433553141593,4483.763432264638,4529.23,time,1.9100000000000001,-39.30116741621258,9886.777205955581
