period,start,end,final,return_pct,closed_equity_dd_pct,profit_factor,wins,losses,trades,win_rate_pct,net_r,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,annualized_return_pct
development,2022-01-03 00:00:00+00:00,2025-01-01 00:00:00+00:00,7157.822614846036,-28.421773851539633,29.02774416237881,0.8493567581659985,568,310,884,64.25339366515837,-32.07668625016771,16024.765137802533,-18866.94252295647,49.20613248636666,-100.72855948400426,28.212614679229812,-60.861104912762805,-10.56300334690815
validation,2025-01-01 00:00:00+00:00,2025-08-11 00:00:00+00:00,10159.94670216946,1.5994670216946005,6.3806113561776945,1.0414525419943503,121,53,175,69.14285714285714,1.8305703861700844,4018.496611877338,-3858.549909707876,50.700012808683596,-107.02783752789199,33.21071580063916,-72.80282848505426,2.6450549586740646
locked,2025-08-11 00:00:00+00:00,2026-08-11 00:00:00+00:00,10615.010619926965,6.150106199269656,5.959937631857196,1.1100382099694373,175,84,260,67.3076923076923,6.306736076341652,6204.074819515348,-5589.064199588378,54.67360120400854,-110.99169438026489,35.45185611151628,-66.5364785665283,6.154315460340953
full,2022-01-03 00:00:00+00:00,2026-08-11 00:00:00+00:00,7721.327524349479,-22.786724756505205,30.440089380140595,0.911294122552069,864,447,1319,65.50416982562547,-23.917325499767127,23409.281256480004,-25687.953732130492,49.20613248636666,-100.72855948400426,27.094075528333338,-57.46745801371475,-5.463818055902891
