starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,334.74,34.74,11.58,11,3,8,27.27,3.51,0.319,0.0001,18.55,XAUUSD
