starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,325.8,25.8,8.6,10,6,4,60.0,1.87,0.1873,0.0211,8.89,M15
300.0,331.83,31.83,10.61,7,4,3,57.14,2.3,0.3285,0.0151,5.15,M30
