timeframe_minutes,pivot_bars,minimum_leg_atr,structure_mode,reaction_mode,poc_tolerance_atr,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
30,5,2.5,1,1,0.15,24,0,0.0,2.0,72,1,166,50,116,30.120481927710845,1.2502815647428824,18.60847836379596,0.11209926725178289,18.943401057702026,10.083066084355586,11894.340105770203,51,17,34,33.333333333333336,1.3654839587902101,7.733673667084425,0.15164066013891028,7.635439164356939,8.029551287126493,10763.543916435694,13.500630261460863
30,5,2.5,1,1,0.05,24,0,0.0,2.0,72,1,158,48,110,30.379746835443036,1.229504434253686,16.607703738679415,0.10511204897898364,16.644355828985468,11.204700188361477,11664.435582898546,47,17,30,36.170212765957444,1.8914917687482944,14.396073491888435,0.30629943599762627,15.057908365090533,6.19186212169964,11505.790836509053,12.685051856194837
30,5,2.5,1,1,0.05,24,0,0.1,2.5,72,1,156,43,113,27.564102564102566,1.2453161422198664,17.983457735616337,0.11527857522830985,18.03177133090461,13.151894334906608,11803.177133090461,46,12,34,26.08695652173913,1.2999274093789008,4.845055355100056,0.10532729032826209,4.652193601385979,7.381045486485009,10465.219360138599,12.619262417342549
30,5,2.5,1,1,0.05,24,0,0.1,2.0,72,1,158,48,110,30.379746835443036,1.225063928984055,16.270377327955988,0.10297707169592397,16.26008410377324,12.87032889374725,11626.008410377324,47,16,31,34.04255319148936,1.664296508085065,11.38079113055071,0.2421444921393768,11.657385021442689,7.381045486484989,11165.73850214427,12.362735395026462
30,5,2.5,1,1,0.15,24,0,0.1,2.0,72,1,166,49,117,29.518072289156628,1.2189722821302986,16.267495537399387,0.097996961068671,16.222536647610486,8.319947394412038,11622.253664761049,51,16,35,31.372549019607842,1.2703031653707137,5.715121800711578,0.1120612117786584,5.50596953437581,7.999231624609854,10550.59695343758,12.13356819932112
60,2,3.5,0,2,0.15,12,0,0.0,3.0,72,1,187,58,129,31.016042780748663,1.2288376259984681,18.790490770680012,0.100483907864599,18.764229227347172,16.480701986894687,11876.422922734717,53,20,33,37.735849056603776,1.4478372251327205,9.40728392407207,0.17749592309569945,9.366663608896687,6.929603455977753,10936.666360889669,11.916122323899582
60,2,3.5,0,2,0.15,12,0,0.0,2.5,72,1,191,62,129,32.460732984293195,1.2034816820752177,16.931686215967886,0.08864757181135019,16.759708948349996,16.695246057241757,11675.970894835,54,21,33,38.888888888888886,1.3230288046916747,6.785554015719946,0.12565840769851752,6.619216411786399,6.9296034559777775,10661.92164117864,10.670739100374197
30,5,2.5,1,1,0.05,24,0,0.25,2.0,72,1,157,47,110,29.936305732484076,1.2552257900085344,17.56153568090074,0.11185691516497286,17.81953607680069,11.88840586192008,11781.953607680069,47,13,34,27.659574468085108,1.2332014449744837,3.9971284435774876,0.08504528603356357,3.789731454973122,7.606947588139932,10378.973145497312,10.644747242680909
30,5,2.5,1,1,0.05,24,0,0.0,2.5,72,1,156,42,114,26.923076923076923,1.2140218046147717,15.706351273384328,0.10068173893195083,15.404512503246771,13.194705098796824,11540.451250324677,46,11,35,23.91304347826087,1.2603417627454876,3.9529151495437373,0.0859329380335595,3.7459986599147177,8.163355176595175,10374.599865991471,10.61466986682869
30,5,2.5,1,1,0.15,24,1,0.1,2.0,72,0,199,73,126,36.68341708542714,1.133845969455441,17.11886384676715,0.08602444144104096,16.234041369830422,13.578082156152806,11623.404136983041,60,22,38,36.666666666666664,1.137273332522688,5.278079576589234,0.0879679929431539,4.7632873594600555,10.543104320591876,10476.328735946005,10.46653854006314
