entry_time_utc,exit_time_utc,direction,poc,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-02-01 03:00:00+00:00,2022-02-02 21:36:00+00:00,long,38450.0859375,38530.25,36758.78571428572,42958.91071428571,stop,-1.0049394165440213,9899.506058345598
2022-02-04 16:00:00+00:00,2022-02-09 17:20:00+00:00,long,37955.0703125,39533.25,36206.77857142857,47849.42857142857,time,1.414261358024161,10039.51094716404
2022-02-21 22:05:00+00:00,2022-02-24 20:06:00+00:00,short,37494.5078125,36940.75,39440.078571428574,30692.428571428565,stop,-1.003500940252525,9938.764360412495
2022-03-03 15:00:00+00:00,2022-03-04 08:31:00+00:00,short,43737.59375,43408.75,44402.364285714284,40924.71428571429,target,2.491193765905137,10186.358238567092
2022-03-04 13:00:00+00:00,2022-03-06 23:18:00+00:00,short,41378.796875,41485.75,42726.828571428574,38383.053571428565,target,2.492949680865146,10440.299023767233
2022-03-09 16:00:00+00:00,2022-03-11 02:12:00+00:00,long,42094.234375,42567.25,38318.44285714286,53189.267857142855,stop,-1.0020594015463165,10335.681025850025
2022-03-16 08:00:00+00:00,2022-03-16 21:11:00+00:00,long,39458.4453125,39633.25,39000.328571428574,41215.553571428565,target,2.486175219221524,10592.644166252489
2022-03-22 10:00:00+00:00,2022-03-25 10:23:00+00:00,long,42312.6640625,42597.25,40824.385714285716,47029.41071428571,time,0.7905286441231106,10676.38205255675
2022-04-03 22:00:00+00:00,2022-04-06 00:20:00+00:00,long,46562.59375,46994.25,44650.15714285714,52854.482142857145,stop,-1.0037327872798798,10569.219705399973
2022-04-13 00:00:00+00:00,2022-04-18 00:24:00+00:00,long,40128.5,40118.25,39241.33571428571,42310.53571428572,time,-0.43960967027238307,10522.756393502701
2022-04-18 05:00:00+00:00,2022-04-18 18:15:00+00:00,short,39667.09375,38811.75,40680.3,34140.37499999999,stop,-1.0046827754140912,10417.036072518395
2022-04-19 05:00:00+00:00,2022-04-22 05:19:00+00:00,long,40780.8671875,40896.25,38989.12857142857,45664.05357142858,time,-0.11509492616021892,10405.046592542647
2022-04-27 15:00:00+00:00,2022-05-02 15:29:00+00:00,short,38398.1171875,38645.75,40647.18571428571,33642.160714285725,time,-0.06470355209296193,10398.314157800345
2022-05-18 02:00:00+00:00,2022-05-20 01:41:00+00:00,short,30116.9296875,30068.75,30735.257142857143,28402.482142857145,stop,-1.0131281413766866,10292.965910838913
