entry_time_utc,exit_time_utc,direction,poc,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-01-04 09:30:00+00:00,2022-01-04 14:31:00+00:00,long,16503.75,16519.975,16489.25,16581.424999999996,stop,-1.0138323840520518,9898.616761594794
2022-01-05 11:30:00+00:00,2022-01-05 14:35:00+00:00,short,16223.333203125,16216.975,16265.05,16120.825000000003,target,1.9911596463858703,10095.714024102059
2022-01-17 16:30:00+00:00,2022-01-18 03:34:00+00:00,long,15594.502734375,15601.475,15545.25,15713.925000000001,stop,-1.007558915073353,9993.993757411909
2022-01-18 16:00:00+00:00,2022-01-19 20:59:00+00:00,short,15345.604296875,15328.775000000001,15469.95,15046.425000000003,target,1.996989551974505,10193.57276857241
2022-01-25 01:00:00+00:00,2022-01-26 19:00:00+00:00,short,14364.130078125001,14352.875,14587.95,13882.724999999999,stop,-1.0018079336381975,10091.452747855668
2022-01-27 11:00:00+00:00,2022-01-27 13:27:00+00:00,short,14215.943046875,14106.675000000001,14294.4,13731.225000000004,stop,-1.0022639499267507,9990.309754940019
2022-01-28 15:00:00+00:00,2022-01-28 16:10:00+00:00,short,14054.948828125,13909.825,14179.15,13371.175000000003,stop,-1.0015780191218762,9890.249008392351
2022-01-28 21:00:00+00:00,2022-02-03 02:05:00+00:00,long,14232.53515625,14446.825,13871.15,15598.175000000003,time,0.5735875276848919,9946.978243161468
2022-02-10 14:00:00+00:00,2022-02-11 18:46:00+00:00,short,14992.0171875,14813.925000000001,15051.9,14337.975000000004,target,1.9982140981195535,10145.740164753204
2022-02-15 17:00:00+00:00,2022-02-17 19:45:00+00:00,long,14539.25625,14561.025,14251.35,15180.374999999998,stop,-1.0013724065552572,10044.143522302571
2022-02-18 20:30:00+00:00,2022-02-23 21:41:00+00:00,short,14052.59765625,14019.425000000001,14278.55,13501.175000000005,target,1.9983598649300558,10244.861655228238
2022-02-25 21:00:00+00:00,2022-02-27 23:00:00+00:00,long,14124.169921875,14187.025,13836.9,14887.275,stop,-1.0012138521956424,10142.288681197813
2022-02-28 14:30:00+00:00,2022-03-03 18:15:00+00:00,long,14002.0359375,14048.525,13759.95,14625.674999999997,time,0.4709347656588477,10190.052244631057
2022-03-07 08:00:00+00:00,2022-03-07 14:30:00+00:00,short,13573.495703125,13563.075,13852.6,12984.025000000001,stop,-1.0014679215957145,10088.002140207233
2022-03-10 02:30:00+00:00,2022-03-10 14:37:00+00:00,long,13724.57890625,13751.425,13498.95,14256.374999999996,stop,-1.001683334983659,9986.952303935981
2022-03-22 19:00:00+00:00,2022-03-27 23:05:00+00:00,long,14622.425390625,14653.525,14368.15,15224.275,time,0.30030661410425136,10016.943782252138
2022-03-29 12:00:00+00:00,2022-03-31 18:16:00+00:00,long,15018.876953125,15093.575,14969.5,15341.725000000002,stop,-1.0034253475720272,9916.431229288979
