timeframe_minutes,pivot_bars,minimum_leg_atr,structure_mode,reaction_mode,poc_tolerance_atr,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
60,5,2.5,1,1,0.05,48,0,0.25,3.0,72,1,127,43,84,33.85826771653543,1.5806236522636257,32.489478147742666,0.2558226625806509,36.42664749998807,9.483722447856909,13642.664749998807,47,17,30,36.170212765957444,1.6248916141995287,11.58350481218023,0.24645754919532406,11.772874660554677,7.925669512547808,11177.287466055468,27.625098978279034
60,5,1.5,1,1,0.05,48,0,0.25,3.0,72,1,131,44,87,33.587786259541986,1.528999072687965,31.200197671139364,0.23816944787129285,34.63834134492749,9.483722447856877,13463.83413449275,48,18,30,37.5,1.7865080511257758,14.579359985017998,0.3037366663545416,15.121428105868429,7.925669512547841,11512.142810586844,26.695101615444866
60,5,2.5,1,1,0.05,48,0,0.1,3.0,72,1,127,43,84,33.85826771653543,1.5096363724383675,30.07632690028665,0.2368214716558004,33.14000405969961,9.528288867156478,13314.00040596996,47,16,31,34.04255319148936,1.603989680372579,10.616683000905537,0.22588687235969226,10.724342311108659,8.177299807009987,11072.434231110865,25.42338274990736
60,5,1.5,1,1,0.05,48,0,0.1,3.0,72,1,131,44,87,33.587786259541986,1.4648417416817487,28.83903587625913,0.22014531203251242,31.461862201023184,9.52828886715649,13146.186220102318,48,18,30,37.5,1.9452001552715221,16.61197357041873,0.3460827827170569,17.462169521739558,8.177299807009968,11746.216952173956,24.76169938439641
60,3,3.5,1,1,0.05,12,1,0.1,3.0,24,0,68,24,44,35.294117647058826,1.345948803661175,15.222174674581685,0.2238555099203189,15.23197226155144,12.653348879031071,11523.197226155144,34,13,21,38.23529411764706,1.720132407032755,15.276897751712733,0.44932052210919804,15.767480564929226,8.060635001242462,11576.748056492923,24.673782472761317
60,5,2.5,1,2,0.15,24,0,0.25,2.5,72,0,147,62,85,42.17687074829932,1.4060509116996998,31.92595539195421,0.21718337001329396,35.40416920737135,11.971771566043934,13540.416920737134,51,24,27,47.05882352941177,1.6316640990150562,13.443433200334892,0.26359672941833123,13.893883451613998,8.530675171637208,11389.3883451614,24.207256902624298
60,5,1.5,1,1,0.05,48,0,0.0,3.0,72,1,131,43,88,32.82442748091603,1.4506067583959859,27.980404715525136,0.21359087569103158,30.338204124943815,9.56855919354585,13033.820412494382,49,18,31,36.734693877551024,1.7546882836317184,14.794003588303578,0.30191844057762407,15.330075571976609,6.8878831865428465,11533.007557197661,24.077389834825194
60,3,3.5,1,1,0.05,12,0,0.1,3.0,24,0,67,28,39,41.791044776119406,1.4997218455654688,14.160102314520444,0.21134481066448424,14.499588582686474,7.678816754104953,11449.958858268647,30,17,13,56.666666666666664,1.7494892190347278,8.21422021261524,0.273807340420508,8.329929307759286,7.973349008614698,10832.992930775928,23.998922537510996
60,5,1.5,1,1,0.15,48,0,0.25,3.0,72,1,141,47,94,33.333333333333336,1.4817785362578324,30.845652984833706,0.21876349634633835,34.06216148772687,11.69606481488066,13406.216148772688,52,18,34,34.61538461538461,1.4686242528478308,10.567044984286532,0.20321240354397177,10.571431550734435,8.847614115255418,11057.143155073443,22.953754162555214
60,5,1.5,1,1,0.05,48,0,0.1,3.0,72,0,127,52,75,40.94488188976378,1.4178021654836102,30.401958293045002,0.23938549837043308,33.2613374707484,10.332734213237178,13326.13374707484,47,19,28,40.42553191489362,1.3762935320328085,9.417132432050938,0.20036451983087103,9.267517638909295,7.169587458210821,10926.75176389093,22.55619509544928
60,5,2.5,1,3,0.15,48,0,0.25,2.5,72,0,178,73,105,41.01123595505618,1.3671969335360092,34.60143907687038,0.19439010717342908,38.73127318392871,7.534006758283623,13873.12731839287,61,28,33,45.90163934426229,1.5661005751882977,15.146345170832102,0.2483007405054443,15.703395633298545,7.147956983895776,11570.339563329855,22.13407761742242
60,5,2.5,1,1,0.05,48,0,0.0,3.0,72,1,127,42,85,33.07086614173228,1.4940263026853977,29.181308183852575,0.22977408018781556,31.954880353860048,9.568559193545815,13195.488035386004,48,16,32,33.333333333333336,1.4488134257278853,8.799187345237584,0.183316403025783,8.715045045200798,6.887883186542854,10871.50450452008,21.044335632232386
60,5,1.5,1,1,0.15,48,0,0.1,3.0,72,1,141,48,93,34.04255319148936,1.4700801416352027,31.532964621823083,0.2236380469632843,34.89181736181233,11.785547691432152,13489.181736181232,52,17,35,32.69230769230769,1.4445670406207305,9.598590936208966,0.18458828723478782,9.53238983759912,9.096771938717001,10953.238983759913,21.037859134589528
60,5,3.5,1,1,0.05,24,0,0.25,3.0,72,1,85,29,56,34.11764705882353,1.4165462120147576,15.665075115502988,0.18429500135885868,15.977965296589902,10.228747055488881,11597.79652965899,27,10,17,37.03703703703704,1.5605669181568727,5.785870644635607,0.21429150535687433,5.704862358000895,5.031061732831961,10570.48623580009,20.982088187603573
60,5,2.5,1,1,0.05,48,0,0.25,2.5,72,1,128,44,84,34.375,1.4104417319602403,23.372889456514443,0.18260069887901909,24.853363814620778,9.483722447856909,12485.336381462077,48,18,30,37.5,1.5472835538740264,10.692887428011826,0.2227684880835797,10.815556653421886,5.897001746085137,11081.555665342188,20.90111203476204
60,5,1.5,1,1,0.05,48,0,0.25,3.0,72,0,126,52,74,41.26984126984127,1.428114181357579,30.676682480505967,0.2434657339722696,33.65164255092268,10.136710303686208,13365.164255092268,47,19,28,40.42553191489362,1.3349941504095382,8.368245847162445,0.17804778398217969,8.154348858695881,7.266137026668348,10815.434885869588,20.253684181906667
60,3,3.5,1,1,0.05,12,0,0.25,3.0,24,0,67,29,38,43.28358208955224,1.42891092135363,11.644455720754298,0.17379784657842234,11.750171006661581,7.699242808038817,11175.017100666159,30,17,13,56.666666666666664,1.6389043093443203,6.9397715707197705,0.23132571902399235,6.98683199927117,7.990340369764932,10698.683199927116,20.101584798812112
60,3,3.5,1,1,0.05,12,1,0.1,2.5,24,0,70,26,44,37.142857142857146,1.2751331240386814,12.373802599636793,0.1767686085662399,12.144589325988097,13.161504709499061,11214.458932598809,34,14,20,41.1764705882353,1.6326423986308007,12.77689775171279,0.3757911103444938,13.061575137190307,7.945877050113942,11306.15751371903,19.792971628280355
60,3,3.5,1,1,0.05,12,0,0.1,2.5,24,0,68,29,39,42.64705882352941,1.3915248794778745,11.46959403247018,0.16867050047750265,11.545541870724762,6.652354033918762,11154.554187072477,30,17,13,56.666666666666664,1.8619515818876753,9.446780455836489,0.3148926818612163,9.656973756475873,7.973349008614698,10965.697375647587,19.515097586637648
60,5,2.5,1,1,0.05,48,0,0.1,2.5,72,1,129,45,84,34.883720930232556,1.3608260092508964,21.65384541411302,0.16785926677606994,22.68470515978114,9.52091241512906,12268.470515978113,49,18,31,36.734693877551024,1.5882598162829584,11.517569165345124,0.23505243194581887,11.714085934597861,6.867797538899543,11171.408593459786,19.32752625174386
60,5,1.5,1,1,0.05,48,0,0.25,2.5,72,1,132,45,87,34.09090909090909,1.368249162771971,22.08360897991115,0.16730006802962993,23.2167624388542,9.483722447856929,12321.67624388542,49,19,30,38.775510204081634,1.6750264575697305,13.18874260084958,0.2691580122622363,13.581352454438921,5.8970017460851345,11358.135245443891,19.288684082178335
