entry_time_utc,exit_time_utc,direction,poc,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-01-10 18:00:00+00:00,2022-01-13 21:11:00+00:00,long,22.45075625,22.48715,22.16893357142857,23.282691071428573,time,1.7984615142883387,10179.846151428834
2022-01-25 23:00:00+00:00,2022-01-27 06:48:00+00:00,short,23.7916546875,23.768749999999997,24.014540714285715,23.154273214285702,target,2.4745718628217332,10431.753759970634
2022-01-28 08:00:00+00:00,2022-02-02 11:20:00+00:00,short,22.64444765625,22.626649999999998,23.353444285714286,20.809664285714277,time,-0.23335351327552697,10407.410896075491
2022-02-02 21:00:00+00:00,2022-02-03 14:53:00+00:00,short,22.6619140625,22.643349999999998,22.86215,22.096349999999994,target,2.47143510054844,10664.623302019403
2022-02-07 00:00:00+00:00,2022-02-10 03:19:00+00:00,long,22.520660156250003,22.61955,22.090585714285716,23.941960714285713,time,1.1577341165350057,10788.091284386825
2022-02-21 00:00:00+00:00,2022-02-24 03:21:00+00:00,long,23.995132812500003,24.02035,23.65845642857143,24.925083928571425,target,2.4827297291429318,11055.930433911375
2022-03-22 04:00:00+00:00,2022-03-22 13:25:00+00:00,long,25.200428125,25.30875,24.86003785714286,26.43053035714285,stop,-1.0139287516495654,10943.831176479573
2022-04-11 20:00:00+00:00,2022-04-18 00:05:00+00:00,long,24.972607812499998,25.08775,24.645822142857142,26.192569642857144,time,1.6722186394353227,11126.835961280998
2022-04-19 02:00:00+00:00,2022-04-19 13:01:00+00:00,long,25.874696874999998,25.90475,25.716134999999998,26.376287500000004,stop,-1.033136282904336,11011.880581825757
2022-04-20 19:00:00+00:00,2022-04-25 23:09:00+00:00,short,25.1463859375,25.08375,25.99904857142857,22.79550357142857,time,1.4893500793651975,11175.886034010779
2022-05-03 05:00:00+00:00,2022-05-03 14:38:00+00:00,short,22.609260156250002,22.52675,22.813839285714288,21.80902678571428,stop,-1.021770230764451,11061.694157491094
2022-05-06 13:00:00+00:00,2022-05-11 16:09:00+00:00,short,22.48941953125,22.33795,23.243255,20.074687499999996,time,0.6618763842020036,11134.908898812182
2022-05-18 06:00:00+00:00,2022-05-23 09:08:00+00:00,long,21.59124765625,21.631449999999997,20.822510714285713,23.653798214285708,time,0.6246451481878857,11204.462567003755
2022-05-27 01:00:00+00:00,2022-05-27 01:46:00+00:00,short,21.98099609375,21.952749999999998,22.047802857142855,21.715117857142857,stop,-1.0657528893698394,11085.05068345755
2022-05-27 19:00:00+00:00,2022-05-30 14:01:00+00:00,long,22.07191015625,22.12425,21.914995,22.647387499999997,stop,-1.029867864567162,10970.889308697639
2022-06-09 02:00:00+00:00,2022-06-10 11:39:00+00:00,short,22.00474140625,21.99225,22.204969285714284,21.460451785714284,target,2.4706185549701587,11241.93813560356
2022-06-15 05:00:00+00:00,2022-06-15 07:35:00+00:00,short,21.11996484375,21.10495,21.376447142857142,20.42620714285714,stop,-1.0230205000841945,11126.930803869553
2022-06-17 06:00:00+00:00,2022-06-22 06:10:00+00:00,long,21.905757812500003,21.88225,21.324667857142856,23.276205357142857,stop,-1.0112091107652326,11014.41426583228
2022-07-06 15:00:00+00:00,2022-07-07 02:48:00+00:00,short,19.2377484375,19.06855,19.340547857142855,18.388555357142856,stop,-1.0229781222015981,10901.739217604163
2022-07-12 20:00:00+00:00,2022-07-13 14:42:00+00:00,short,18.92062734375,18.905849999999997,19.20228428571429,18.16476428571427,stop,-1.0210839309121795,10790.423310263255
2022-07-27 19:00:00+00:00,2022-07-29 20:14:00+00:00,long,18.756728125000002,19.038149999999998,18.533667857142856,20.299355357142854,target,2.4876110580156428,11058.847073736062
2022-08-01 08:00:00+00:00,2022-08-03 00:20:00+00:00,long,20.20244375,20.24005,19.826637857142856,21.273580357142862,stop,-1.0151180852038038,10946.586717075535
2022-08-12 11:00:00+00:00,2022-08-12 17:03:00+00:00,short,20.266475,20.265849999999997,20.62598285714286,19.36551785714284,stop,-1.0173547063980393,10835.221101919424
2022-08-17 07:00:00+00:00,2022-08-18 16:25:00+00:00,short,20.2168578125,20.14125,20.38345,19.53575,target,2.474194880264231,11103.305587688425
2022-08-23 05:00:00+00:00,2022-08-23 13:49:00+00:00,short,18.92645546875,18.89455,19.14849214285714,18.259694642857145,stop,-1.0246119054115308,10989.539796742745
