timeframe_minutes,pivot_bars,minimum_leg_atr,structure_mode,reaction_mode,poc_tolerance_atr,expiry_bars,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
60,5,3.5,1,3,0.05,12,0,0.1,2.5,72,0,107,48,59,44.85981308411215,1.382985426136258,21.07736365217846,0.19698470702970522,22.15242536986448,11.931731943717237,12215.242536986449,33,18,15,54.54545454545455,1.8735406367600596,11.864015739410064,0.35951562846697166,12.230713194543409,6.055875466970065,11223.07131945434,22.10117369108162
60,5,3.5,1,2,0.05,12,0,0.1,2.5,72,0,81,35,46,43.20987654320987,1.3671661985081536,15.42833533554554,0.1904732757474758,15.767076018774473,7.612933221414991,11576.707601877448,35,16,19,45.714285714285715,1.3909939122392863,6.546506300802509,0.18704303716578596,6.4198284587469345,6.785654886110059,10641.982845874692,21.340212014155615
60,5,3.5,1,3,0.05,12,0,0.0,2.5,72,0,107,47,60,43.925233644859816,1.3627601050157818,20.370129731205214,0.19037504421687115,21.263334007858337,13.486918995228603,12126.333400785834,33,17,16,51.515151515151516,1.639331606135324,9.34904826827928,0.28330449297815996,9.449985763734258,6.175675292136247,10944.998576373426,21.30644554446658
60,5,3.5,1,3,0.05,12,0,0.1,2.5,72,1,110,42,68,38.18181818181818,1.4136822157129378,19.83569887462822,0.1803245352238929,20.801805064220492,10.729084192064057,12080.18050642205,33,14,19,42.42424242424242,1.7249571997092272,8.434053113720276,0.2555773670824326,8.524113859402306,6.060367227572018,10852.41138594023,20.56870895475294
60,5,3.5,1,3,0.05,12,0,0.25,2.5,72,0,106,47,59,44.339622641509436,1.3506647456516416,18.931604878434793,0.17860004602296975,19.61594914823237,13.607425856575924,11961.594914823238,33,17,16,51.515151515151516,1.5240287653069808,7.449773253946605,0.22575070466504862,7.439421319592721,5.9669242503618865,10743.942131959271,20.09752459466732
60,5,3.5,1,2,0.15,12,0,0.1,2.5,72,0,84,36,48,42.857142857142854,1.3409650217329703,14.807154401139764,0.17627564763261624,15.023822066110792,7.022591934572442,11502.382206611079,37,17,20,45.945945945945944,1.3538825376041885,6.360224093029677,0.17189794846026155,6.20940714935494,6.783659584710457,10620.940714935494,19.814127989390386
60,5,3.5,1,3,0.05,12,0,0.1,3.0,72,0,105,45,60,42.857142857142854,1.3350172166905856,18.482872598039744,0.176027358076569,18.95664147701912,14.610221162755238,11895.664147701911,33,17,16,51.515151515151516,1.6879170536488244,10.042498393080933,0.3043181331236646,10.177751320047413,6.055875466970076,11017.775132004741,19.748793023734372
60,5,3.5,1,3,0.05,12,0,0.25,3.0,72,1,107,39,68,36.44859813084112,1.4078324856251665,17.831633144696017,0.1666507770532338,18.455475203024662,12.402943677171356,11845.547520302465,33,13,20,39.39393939393939,1.8773651314759534,9.006198529194618,0.2729151069452915,9.135431994453192,5.664342930569386,10913.54319944532,19.089202108405047
60,5,3.5,1,3,0.05,12,0,0.1,3.0,72,1,108,39,69,36.111111111111114,1.3943512220650363,17.743193287414762,0.16428882673532186,18.318188036133588,12.569577060353282,11831.81880361336,33,13,20,39.39393939393939,1.6809906932737468,7.934053113720289,0.24042585193091784,7.9580286236488496,6.060367227572055,10795.802862364884,18.81604654650268
60,5,3.5,1,3,0.05,12,0,0.0,3.0,72,0,105,44,61,41.904761904761905,1.3088109361058906,17.38353725346633,0.1655574976520603,17.638444887259965,16.228264762561466,11763.844488725996,33,16,17,48.484848484848484,1.4884612613369652,7.6402362256599545,0.23152230986848346,7.566960902737918,6.175675292136247,10756.696090273792,18.55231180412574
60,5,3.5,1,2,0.05,12,0,0.1,2.5,72,1,82,31,51,37.80487804878049,1.37504447575947,13.99422956172663,0.17066133611861745,14.219355989019068,6.089258560622987,11421.935598901908,35,15,20,42.857142857142854,1.4045961382382497,5.403687143376583,0.15439106123933094,5.2903544807622715,6.785654886110059,10529.035448076227,18.14040767613104
60,5,3.5,1,2,0.15,12,0,0.1,2.5,72,1,85,32,53,37.64705882352941,1.346180364150643,13.058159774058208,0.15362540910656713,13.16167141156086,6.083338082893026,11316.167141156086,37,16,21,43.24324324324324,1.3777778203794653,5.509968990090303,0.14891808081325142,5.388273900180662,6.783659584710457,10538.827390018067,17.540907850516437
60,5,3.5,1,3,0.05,12,0,0.1,2.0,72,1,113,44,69,38.93805309734513,1.3471222957827969,16.95913574173575,0.15008084727199777,17.512581695627706,10.281457475795468,11751.25816956277,33,14,19,42.42424242424242,1.510067279662991,5.934053113720289,0.17981979132485723,5.902571583900507,6.060367227572052,10590.257158390052,17.43807792267926
60,5,3.5,1,3,0.05,12,0,0.25,2.5,72,1,109,40,69,36.69724770642202,1.3407207950647608,15.799500088863999,0.1449495420996697,16.114621130949168,11.949097838636009,11611.462113094916,33,13,20,39.39393939393939,1.6825292906643459,7.006198529194631,0.21230904633923123,7.031465681418991,5.664342930569386,10703.1465681419,16.81208598223995
60,5,3.5,1,2,0.05,12,0,0.1,3.0,72,1,81,31,50,38.27160493827161,1.367559709235119,13.3409902146639,0.1647035828970852,13.467345952711241,6.66363052203392,11346.734595271124,35,14,21,40.0,1.36669542785223,4.903687143376596,0.140105346953617,4.741137232916093,6.785654886110059,10474.11372329161,16.69513815174517
60,5,3.5,1,3,0.05,12,0,0.25,3.0,72,0,104,44,60,42.30769230769231,1.2731205633062392,14.88294263055737,0.14310521760151318,14.832299923459491,14.05272407945495,11483.229992345949,33,16,17,48.484848484848484,1.3902863302793227,5.949773253946592,0.1802961592105028,5.809594422271536,8.956212505887224,10580.959442227153,16.366235494458117
60,5,3.5,1,3,0.05,12,0,0.1,2.0,72,0,110,50,60,45.45454545454545,1.2764228798520598,15.482508166873872,0.14075007424430794,15.696070281202035,11.490135604296777,11569.607028120203,33,18,15,54.54545454545455,1.6158376552557356,8.364015739410075,0.2534550224063659,8.453572487908033,6.055875466970088,10845.357248790804,16.291081100338722
60,5,3.5,1,2,0.15,12,0,0.1,3.0,72,1,84,32,52,38.095238095238095,1.338001881299908,12.405561121451854,0.1476852514458554,12.417352689475969,6.523584267512956,11241.735268947597,37,15,22,40.54054054054054,1.3430992570964195,5.009968990090314,0.13540456729973824,4.838545883477163,6.783659584710457,10483.854588347716,16.17319953346365
60,5,3.5,1,2,0.05,12,0,0.25,3.0,72,1,81,31,50,38.27160493827161,1.364974257979745,13.034623611689433,0.16092127915665966,13.140804447712684,6.649733056211875,11314.080444771269,35,14,21,40.0,1.3510710993462396,4.676368981976152,0.13361054234217576,4.50730571741893,6.62914200727904,10450.730571741893,16.022564343382953
60,5,3.5,1,2,0.05,12,0,0.25,2.0,72,0,82,36,46,43.90243902439025,1.2690654280242992,11.027235010705933,0.13447847574031627,10.939518419939542,6.836239089779567,11093.951841993954,35,18,17,51.42857142857143,1.536167054412318,8.193963613017148,0.23411324608620424,8.239166801609743,6.62914200727904,10823.916680160974,15.934155978539062
60,5,3.5,1,2,0.05,12,0,0.1,3.0,72,0,80,35,45,43.75,1.384733771050805,15.775095988482796,0.19718869985603496,16.129859937253332,7.612933221414996,11612.985993725333,35,15,20,42.857142857142854,1.2660447098722756,4.724988954473376,0.13499968441352503,4.473169141187494,6.785654886110059,10447.31691411875,15.933633761657763
60,5,3.5,1,3,0.05,12,0,0.25,2.0,72,0,109,49,60,44.95412844036697,1.2682008852404831,14.745000817551016,0.1352752368582662,14.870113436504573,11.035176015537678,11487.011343650458,33,19,14,57.57575757575758,1.9391141714347513,11.416048379902492,0.3459408599970452,11.807615399269622,5.664342930569386,11180.761539926962,15.754450947836942
60,5,3.5,1,2,0.15,12,0,0.25,2.0,72,0,84,37,47,44.04761904761905,1.2657830314829592,10.99257802278834,0.13086402408081357,10.892743449146035,6.701027614843101,11089.274344914604,37,19,18,51.351351351351354,1.484523919305434,7.997635397333282,0.21615230803603463,8.014537869029304,6.627167171670484,10801.45378690293,15.579665430129328
60,5,3.5,1,2,0.15,12,0,0.25,3.0,72,1,84,32,52,38.095238095238095,1.3355427393354378,12.116858510188301,0.14424831559747978,12.113407694618129,6.514250899245839,11211.340769461813,37,15,22,40.54054054054054,1.3273078008688959,4.76035824039592,0.12865833082151135,4.581537181320372,6.627167171670484,10458.153718132038,15.486577269561336
60,5,3.5,1,3,0.05,12,0,0.0,2.5,72,1,111,42,69,37.83783783783784,1.4400691711859221,21.56588419691095,0.19428724501721578,22.84677929505683,12.315320907452525,12284.677929505684,34,12,22,35.294117647058826,1.3746275359951894,4.38656295141414,0.12901655739453352,4.262926233462094,7.940146507313421,10426.29262334621,15.267526363145521
60,5,3.5,1,2,0.05,12,0,0.1,2.0,72,0,82,36,46,43.90243902439025,1.2474783416966917,10.399047786792638,0.12681765593649558,10.230925141270397,6.874438186592112,11023.09251412704,35,17,18,48.57142857142857,1.33011916402183,5.406846580945274,0.1544813308841507,5.274455495353947,6.785654886110059,10527.445549535394,15.122607879693026
60,5,3.5,1,3,0.05,12,0,0.1,1.5,72,0,112,55,57,49.107142857142854,1.2618085886696295,14.031915784711664,0.125284962363497,14.220311556003917,9.272216034726167,11422.03115560039,34,19,15,55.88235294117647,1.579681697667273,7.861280636425139,0.23121413636544527,7.947627841651039,5.819984818836834,10794.762784165103,14.851315257754333
60,5,3.5,1,3,0.05,12,0,0.0,2.0,72,0,110,49,61,44.54545454545455,1.2444644582919213,13.965315245959122,0.1269574113269011,13.946516574002699,13.068282521259816,11394.651657400269,33,17,16,51.515151515151516,1.3999852515907805,5.849048268279297,0.17724388691755447,5.766403247825158,6.175675292136247,10576.640324782516,14.75320915045998
60,5,3.5,1,2,0.15,12,0,0.1,3.0,72,0,83,36,47,43.373493975903614,1.369131552273603,15.654555748533397,0.18860910540401685,15.948027789745712,7.022591934572464,11594.80277897457,37,16,21,43.24324324324324,1.2390103054548771,4.538706746700544,0.12266774991082552,4.266596913385579,6.783659584710457,10426.659691338558,14.687198701890598
60,5,3.5,1,3,0.05,12,0,0.25,2.0,72,1,112,42,70,37.5,1.2865695997132525,13.851700965363248,0.12367590147645757,13.957368881217857,10.23445329621478,11395.736888121786,33,14,19,42.42424242424242,1.6835386855781178,7.006198529194619,0.2123090463392309,7.057547575588119,5.664342930569386,10705.754757558812,14.679298201760991
60,5,3.5,1,3,0.05,12,0,0.1,1.5,72,1,114,50,64,43.85964912280702,1.2600659371606402,12.929204702169905,0.11341407633482373,13.029651007984233,8.298672682532358,11302.965100798423,34,17,17,50.0,1.573898525509349,7.214883451688305,0.21220245446142072,7.2695840366505005,5.819984818836834,10726.95840366505,13.719153953000653
60,5,3.5,1,2,0.05,12,0,0.1,2.0,72,1,83,32,51,38.55421686746988,1.2670598218175966,9.964942012973745,0.12005954232498488,9.826317389293116,6.089258560622948,10982.631738929313,36,16,20,44.44444444444444,1.2715459158989433,3.8981206385944898,0.10828112884984693,3.748136693115156,6.785654886110059,10374.813669311516,13.316185026717706
60,5,3.5,1,2,0.15,12,0,0.1,2.0,72,0,85,37,48,43.529411764705884,1.2136418644163118,9.277866852386863,0.1091513747339631,8.9888123606773,6.734708237751516,10898.881236067731,37,18,19,48.648648648648646,1.2964894874262796,5.220564373172442,0.141096334410066,5.066298903751765,6.783659584710457,10506.629890375176,13.299160243118946
60,5,3.5,1,2,0.15,12,0,0.1,2.0,72,1,86,33,53,38.372093023255815,1.2393613134551535,9.028872225305323,0.10498688634075956,8.809312862382157,5.948350491545176,10880.931286238216,38,17,21,44.73684210526316,1.2569437157574495,4.0044024853082085,0.10537901277126864,3.8446218589295533,6.783659584710457,10384.462185892955,12.9367478505166
60,5,3.5,0,2,0.05,12,0,0.1,3.0,72,0,144,63,81,43.75,1.2026399160526924,15.18585089384325,0.10545729787391146,14.854154675318988,9.87729995536869,11485.415467531899,47,21,26,44.680851063829785,1.2258705361286435,5.24599672973766,0.11161695169654597,4.946048120597335,7.192885330882884,10494.604812059733,12.745491723265198
60,5,3.5,1,2,0.05,12,0,0.25,2.0,72,1,83,32,51,38.55421686746988,1.2772199627924077,10.1823982395291,0.12267949686179638,10.074930150747651,6.045611372342803,11007.493015074764,36,16,20,44.44444444444444,1.2566412945375274,3.6711675529206698,0.1019768764700186,3.5168864482757023,6.62914200727904,10351.68864482757,12.674313506904594
60,5,3.5,1,3,0.05,12,0,0.0,1.5,72,0,112,54,58,48.214285714285715,1.2115474843514378,11.570026582745921,0.10330380877451716,11.447453575730314,11.5658331203907,11144.745357573032,37,20,17,54.054054054054056,1.5367541143210668,8.377062405591714,0.2264070920430193,8.474920971570299,6.175675292136247,10847.49209715703,12.423284474903786
60,5,3.5,1,3,0.05,12,0,0.25,1.5,72,1,113,48,65,42.47787610619469,1.2361599671392043,11.384211728724216,0.10074523653738245,11.331775581082448,8.221840176836324,11133.177558108246,34,16,18,47.05882352941177,1.6267926678633724,7.021605360509802,0.20651780472087652,7.084044481764917,5.664342930569386,10708.404448176492,12.409067983555415
