entry_time_utc,exit_time_utc,direction,poc,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-01-18 04:00:00+00:00,2022-01-18 10:02:00+00:00,short,3216.45859375,3175.6499999999996,3279.9407142857144,3019.2139285714275,time,0.08725609046141058,10008.725609046141
2022-01-20 00:00:00+00:00,2022-01-20 06:00:00+00:00,short,3100.721875,3077.85,3174.625,2932.6875,time,-0.6272281064324486,9945.948068930502
2022-01-24 23:00:00+00:00,2022-01-25 05:00:00+00:00,short,2426.2828125,2406.5499999999997,2476.519285714286,2301.59607142857,time,0.27297691844379673,9973.098211479088
2022-02-01 00:00:00+00:00,2022-02-01 06:00:00+00:00,long,2680.728125,2696.0499999999997,2509.8164285714283,2975.4003571428566,time,0.15303363288036914,9988.360405982841
2022-02-11 15:00:00+00:00,2022-02-13 22:10:00+00:00,short,3115.2640625,3088.5499999999997,3266.650714285714,2821.3989285714283,time,1.124083083006805,10100.637875576243
2022-02-14 06:00:00+00:00,2022-02-14 12:00:00+00:00,short,2868.65078125,2841.25,3143.6664285714287,2387.625357142857,time,-0.13458263558054934,10087.044170912846
2022-02-15 19:00:00+00:00,2022-02-16 01:05:00+00:00,long,3096.25625,3127.25,3000.3635714285715,3317.579642857143,time,0.199390906378593,10107.156819712038
2022-02-18 05:00:00+00:00,2022-02-18 11:00:00+00:00,short,2898.27578125,2869.6499999999996,3087.917857142857,2542.2482142857134,time,-0.26023071259101754,10080.85489349741
2022-02-21 22:05:00+00:00,2022-02-22 04:05:00+00:00,short,2597.7765625,2571.6499999999996,2761.827142857143,2286.3842857142845,time,0.20349448634355558,10101.368877381972
2022-02-28 21:00:00+00:00,2022-03-01 03:05:00+00:00,long,2803.98046875,2843.15,2598.1921428571427,3210.586785714286,time,0.23677542201136428,10125.286436170318
2022-03-04 01:00:00+00:00,2022-03-04 07:00:00+00:00,short,2815.8250000000003,2726.85,2933.837142857143,2416.369285714285,time,-0.025605455135240426,10122.69381049459
2022-03-15 03:00:00+00:00,2022-03-15 09:00:00+00:00,short,2568.30703125,2536.95,2591.510714285714,2455.1089285714284,time,-0.020161026379531433,10120.652971525136
2022-03-17 23:00:00+00:00,2022-03-18 05:00:00+00:00,long,2805.99296875,2828.8500000000004,2744.4342857142856,2955.4735714285725,time,-0.7072142965933943,10049.078266801906
2022-03-24 15:00:00+00:00,2022-03-24 21:08:00+00:00,long,2999.19921875,3041.05,2944.9485714285715,3185.2021428571434,time,0.595204471466157,10108.890829987044
2022-04-04 12:00:00+00:00,2022-04-04 18:00:00+00:00,long,3460.9640625,3486.85,3396.2807142857146,3622.703928571428,time,-0.6426019543049182,10043.930899954996
2022-04-18 16:00:00+00:00,2022-04-18 18:15:00+00:00,short,2911.8484375,2907.5499999999997,3001.365,2766.8274999999994,stop,-1.0218515162820463,9941.296839759485
2022-04-18 22:00:00+00:00,2022-04-19 04:00:00+00:00,long,3010.515625,3050.65,2887.2107142857144,3295.8089285714286,time,-0.1113563359045534,9930.226575857334
2022-04-25 06:00:00+00:00,2022-04-25 12:00:00+00:00,short,2850.8523437500003,2843.25,2981.477857142857,2635.9082142857146,time,-0.17796702132607425,9912.55404740935
2022-04-27 15:00:00+00:00,2022-04-27 21:05:00+00:00,short,2852.2179687499997,2836.5499999999997,3011.0157142857142,2574.851428571428,time,-0.22067373040957933,9890.679644614067
2022-05-04 19:00:00+00:00,2022-05-05 01:05:00+00:00,long,2830.3507812499997,2940.15,2780.3121428571426,3179.9067857142863,time,-0.017517752365121108,9888.947019846695
2022-05-10 08:00:00+00:00,2022-05-10 12:53:00+00:00,short,2386.43984375,2365.6499999999996,2445.865714285714,2245.3264285714276,stop,-1.0255560898292126,9787.530321464672
2022-05-27 00:00:00+00:00,2022-05-27 06:00:00+00:00,short,1806.109375,1783.8500000000001,1969.1085714285714,1505.9621428571431,time,0.2612564677940492,9813.100877466803
2022-06-09 16:00:00+00:00,2022-06-09 22:05:00+00:00,long,1792.0359375,1804.0500000000002,1769.9678571428572,1855.1732142857147,time,-0.4606517866498995,9767.896652948995
2022-06-10 17:00:00+00:00,2022-06-12 21:05:00+00:00,short,1723.2484375,1674.25,1778.297857142857,1518.1782142857144,target,1.4802975279232775,9912.490585632699
2022-06-13 23:00:00+00:00,2022-06-14 05:00:00+00:00,short,1217.20546875,1185.65,1386.4878571428571,884.3932142857145,time,0.12099312522895253,9924.484017780282
2022-06-15 15:00:00+00:00,2022-06-15 21:05:00+00:00,short,1122.290625,1098.15,1230.722142857143,899.2917857142859,time,-0.6487034013825359,9860.103552387274
2022-07-25 01:00:00+00:00,2022-07-25 07:00:00+00:00,short,1570.07734375,1552.25,1644.887857142857,1413.2932142857144,time,0.26878860077259514,9886.606386760464
2022-07-25 23:00:00+00:00,2022-07-26 05:00:00+00:00,short,1511.54609375,1476.15,1533.4342857142856,1390.2235714285719,time,0.7419137634355041,9959.956480280534
2022-07-28 03:00:00+00:00,2022-07-28 09:00:00+00:00,long,1623.98984375,1665.65,1471.0778571428573,1957.5082142857143,time,-0.23898590680650958,9936.153587968602
2022-08-02 02:00:00+00:00,2022-08-02 08:00:00+00:00,short,1623.27109375,1600.05,1689.1978571428572,1466.3282142857142,time,-0.016825979312057805,9934.481732821476
2022-08-02 13:00:00+00:00,2022-08-02 16:18:00+00:00,short,1573.09921875,1565.25,1655.9942857142858,1429.1335714285715,stop,-1.0225909541726352,9832.892621277711
2022-08-09 03:00:00+00:00,2022-08-09 09:00:00+00:00,long,1767.11015625,1780.65,1684.3771428571429,1925.059285714286,time,-0.17346529952070786,9815.835964640662
2022-08-23 14:00:00+00:00,2022-08-23 20:00:00+00:00,long,1619.84921875,1642.85,1542.8764285714285,1792.810357142857,time,0.019005022756015004,9817.701466499437
2022-08-24 05:00:00+00:00,2022-08-24 11:00:00+00:00,long,1607.0804687500001,1629.45,1557.335,1737.6225,time,-0.08042709561117595,9809.805374354155
2022-09-07 00:00:00+00:00,2022-09-07 06:00:00+00:00,short,1574.07890625,1552.55,1673.0300000000002,1371.8299999999995,time,0.2407038512616197,9833.417953691496
2022-09-27 10:00:00+00:00,2022-09-27 16:00:00+00:00,long,1379.7945312499999,1390.45,1309.765,1511.4775,time,-0.41891305694986647,9792.22448193903
2022-10-04 00:00:00+00:00,2022-10-04 06:00:00+00:00,long,1316.23125,1329.45,1281.0535714285716,1402.0446428571427,time,-0.20869308538115117,9771.788786540224
2022-10-10 03:00:00+00:00,2022-10-10 09:00:00+00:00,short,1321.103125,1318.45,1355.9092857142857,1262.2610714285715,time,0.13347825257899068,9784.831999458207
2022-10-18 19:00:00+00:00,2022-10-19 01:06:00+00:00,short,1302.93359375,1287.25,1331.7192857142857,1220.5460714285714,time,-0.48347976934320697,9737.524316276606
2022-11-01 14:00:00+00:00,2022-11-01 20:00:00+00:00,long,1584.0484375,1602.95,1544.822142857143,1690.1417857142856,time,-0.44384915027218347,9694.304397341264
2022-11-08 14:00:00+00:00,2022-11-08 16:34:00+00:00,short,1463.90234375,1456.3500000000001,1575.335,1277.8725000000004,stop,-1.0172290624868676,9595.691115605567
2022-12-15 21:00:00+00:00,2022-12-16 03:06:00+00:00,short,1270.86953125,1265.25,1287.7771428571427,1231.459285714286,time,-0.49717800748304103,9547.98344971277
2022-12-27 21:00:00+00:00,2022-12-28 03:06:00+00:00,short,1205.640625,1202.05,1219.5907142857143,1175.7389285714285,time,-0.34206132670928774,9515.3234908507
2023-01-25 15:00:00+00:00,2023-01-25 21:00:00+00:00,short,1547.665625,1530.05,1621.9957142857143,1392.1314285714284,time,-0.6036170411112146,9457.887376743067
2023-03-17 19:00:00+00:00,2023-03-19 22:05:00+00:00,long,1715.246875,1736.35,1695.1642857142858,1798.128571428571,target,1.4502254595907023,9595.04806742001
