symbol,segment,from_date,to_date,model,initial,final,net,return_pct,profit_factor,win_rate_pct,equity_dd_amount,equity_dd_pct,balance_dd_pct,trades,wins,losses,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe,history_quality,report_path,chart_path
XAUUSD,Training,2021-01-01,2024-12-31,1-minute OHLC,10000.0,11344.3,1344.3,13.443,1.4,50.0,963.44,8.32,6.97,62,31,31,4735.92,-3391.62,331.96,-130.8,152.77,-104.32,21.68,1.4,6.32,98%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\xauusd-training.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\xauusd-training.png
USTEC,Training,2021-01-01,2024-12-31,1-minute OHLC,10000.0,11385.7,1385.7,13.857,1.83,61.36,480.84,4.79,4.01,44,27,17,3052.08,-1666.38,224.58,-115.04,113.04,-93.78,31.49,2.88,9.65,98%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ustec-training.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ustec-training.png
BTCUSD,Training,2021-01-01,2024-12-31,1-minute OHLC,10000.0,11844.130000000001,1844.13,18.441300000000002,1.7,47.73,835.28,6.83,6.12,44,21,23,4475.9,-2631.77,233.97,-120.06,213.14,-110.6,41.91,2.21,12.36,100%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\btcusd-training.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\btcusd-training.png
ETHUSD,Training,2021-01-01,2024-12-31,1-minute OHLC,10000.0,12699.83,2699.83,26.998299999999997,3.73,57.89,758.12,6.34,5.27,19,11,8,3689.32,-989.49,369.95,-118.95,335.39,-116.57,142.1,3.56,15.09,100%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ethusd-training.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ethusd-training.png
XAUUSD,Locked year,2025-08-26,2026-08-26,Every Tick,10000.0,9352.29,-647.71,-6.477100000000001,0.45,20.0,950.9,9.49,9.11,25,5,20,533.65,-1181.36,263.46,-98.76,106.73,-58.48,-25.91,-0.68,-5.0,99%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\xauusd-locked-year.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\xauusd-locked-year.png
USTEC,Locked year,2025-08-26,2026-08-26,Every Tick,10000.0,9182.2,-817.8,-8.177999999999999,0.45,15.38,842.73,8.42,8.18,26,4,22,662.6,-1480.4,191.94,-101.3,165.65,-65.54,-31.45,-0.97,-5.0,100%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ustec-locked-year.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ustec-locked-year.png
BTCUSD,Locked year,2025-08-26,2026-08-26,Every Tick,10000.0,11274.17,1274.17,12.7417,1.92,50.0,404.77,3.84,2.04,26,13,13,2660.08,-1385.91,221.38,-108.58,204.62,-102.97,49.01,3.15,17.2,100%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\btcusd-locked-year.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\btcusd-locked-year.png
ETHUSD,Locked year,2025-08-26,2026-08-26,Every Tick,10000.0,11145.94,1145.94,11.4594,1.67,40.0,688.87,6.68,4.48,25,10,15,2845.63,-1699.69,329.39,-110.63,284.56,-103.59,45.84,1.66,7.33,100%,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ethusd-locked-year.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Top Down FVG Liquidity Research 2026-08-27\Backtest Reports\ethusd-locked-year.png
