starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,296.49,-3.51,-1.17,43,10,33,23.26,4.02,0.0934,0.0439,38.45,M15
300.0,340.92,40.92,13.64,16,5,11,31.25,4.06,0.2539,0.0345,29.75,M30
