date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-05-28,2026-05-28 07:30:00,2026-05-28 12:30:00,USDJPY,BUY,loss,-1.0625,20.0,15.11,1
2026-05-29,2026-05-29 07:30:00,2026-05-29 15:00:00,USDJPY,BUY,loss,-1.0625,15.11,11.42,1
2026-06-01,2026-06-01 07:30:00,2026-06-01 13:15:00,USDJPY,BUY,win,1.1875,11.42,14.54,1
2026-06-02,2026-06-02 07:30:00,2026-06-02 16:00:00,USDJPY,BUY,timeout,0.9687,14.54,17.78,1
2026-06-03,2026-06-03 07:30:00,2026-06-03 07:30:00,USDJPY,SELL,win,1.1875,17.78,22.63,1
2026-06-05,2026-06-05 07:30:00,2026-06-05 12:45:00,USDJPY,SELL,loss,-1.0625,22.63,17.1,1
2026-06-08,2026-06-08 08:15:00,2026-06-08 08:45:00,USDJPY,SELL,win,1.1875,17.1,21.77,1
2026-06-09,2026-06-09 07:45:00,2026-06-09 16:00:00,USDJPY,SELL,timeout,-0.9437,21.77,17.05,1
2026-06-10,2026-06-10 07:45:00,2026-06-10 16:00:00,USDJPY,BUY,timeout,0.35,17.05,18.42,1
2026-06-11,2026-06-11 07:30:00,2026-06-11 16:00:00,USDJPY,SELL,timeout,-0.3062,18.42,17.12,1
2026-06-12,2026-06-12 07:30:00,2026-06-12 08:15:00,USDJPY,BUY,loss,-1.0625,17.12,12.94,1
2026-06-15,2026-06-15 07:45:00,2026-06-15 16:00:00,USDJPY,BUY,timeout,0.0938,12.94,13.22,1
2026-06-16,2026-06-16 09:45:00,2026-06-16 16:00:00,USDJPY,BUY,timeout,0.1125,13.22,13.56,1
2026-06-18,2026-06-18 07:30:00,2026-06-18 09:00:00,USDJPY,BUY,loss,-1.0625,13.56,10.25,1
2026-06-19,2026-06-19 09:30:00,2026-06-19 16:00:00,USDJPY,SELL,timeout,-0.5313,10.25,8.99,1
2026-06-22,2026-06-22 07:30:00,2026-06-22 14:00:00,USDJPY,BUY,loss,-1.0625,8.99,6.8,1
2026-06-23,2026-06-23 08:00:00,2026-06-23 08:00:00,USDJPY,SELL,loss,-1.0625,6.8,5.14,1
2026-06-24,2026-06-24 07:30:00,2026-06-24 16:00:00,USDJPY,SELL,timeout,-0.5438,5.14,4.49,1
2026-06-25,2026-06-25 11:15:00,2026-06-25 13:45:00,USDJPY,BUY,loss,-1.0625,4.49,3.39,1
2026-06-26,2026-06-26 07:30:00,2026-06-26 16:00:00,USDJPY,SELL,timeout,-0.4125,3.39,3.07,1
