case,variant,period,initial,final,net,return_pct,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,profit_factor,trades,wins,losses,win_rate_pct,expected_payoff,recovery_factor,sharpe,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,history_quality
selection-exact,exact,selection,10000.0,9165.98,-834.02,-8.340200000000001,1273.74,12.58,1174.29,11.64,0.94,444,269,175,60.59,-1.88,-0.65,-2.06,14012.36,-14846.38,196.49,-101.63,52.09,-82.94,100%
