starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_same_symbol_open,skipped_lot_too_small,symbol
300.0,375.69,75.69,25.23,5,3,2,60.0,5.49,7.57,1,2,BTCUSD
300.0,300.0,0.0,0.0,0,0,0,0.0,0,0.0,0,2,US100
300.0,300.0,0.0,0.0,0,0,0,0.0,0,0.0,0,5,US30
300.0,300.0,0.0,0.0,0,0,0,0.0,0,0.0,0,10,XAGUSD
300.0,300.0,0.0,0.0,0,0,0,0.0,0,0.0,0,8,XAUUSD
300.0,283.03,-16.97,-5.66,4,1,3,25.0,-1.13,9.46,4,0,ETHUSD
300.0,282.36,-17.64,-5.88,5,2,3,40.0,-1.08,13.45,3,0,EURUSD
