trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
16,2,2,12,12.5,2.44,20.0,28.08,2,52399.91,False,,37.07,18.41,USDCHF
14,3,2,9,21.43,0.7,20.0,19.14,1,52399.91,False,,44.51,12.06,USDCAD
16,3,5,8,18.75,0.57,20.0,16.82,1,52399.91,False,,49.79,10.04,EURUSD
17,5,4,8,29.41,0.78,20.0,16.64,1,52399.91,False,,65.27,8.38,NZDUSD
15,2,5,8,13.33,-0.13,20.0,14.15,1,52399.91,False,,58.5,10.55,GBPUSD
15,4,4,7,26.67,-0.39,20.0,13.36,1,52399.91,False,,58.82,9.35,AUDUSD
15,0,0,15,0.0,-1.91,20.0,12.19,1,52399.91,False,,40.02,12.19,EURGBP
14,3,5,6,21.43,-2.48,20.0,8.39,1,52399.91,False,,59.96,8.01,USDJPY
