starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,381.78,81.78,27.26,56,17,39,30.36,9.33,0.1666,0.0477,35.01,M15
300.0,426.51,126.51,42.17,31,11,20,35.48,9.55,0.3079,0.0344,40.48,M30
