starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,352.42,52.42,17.47,10,3,7,30.0,4.51,0.4513,0.0001,14.26,XAUUSD
