entry_time_utc,exit_time_utc,direction,poc,vah,val,entry,initial_stop,target,exit_reason,r_multiple,balance,entry_spread_price,embedded_spread_cost_r,embedded_slippage_cost_r,commission_cost_r,swap_cashflow_r,r_after_spread_slippage_before_commission_swap,r_before_all_costs,holding_calendar_days,daily_swap_usd_per_lot_snapshot,modeled_lots_exact_risk,embedded_spread_cost_usd,embedded_slippage_cost_usd,commission_usd,swap_cashflow_usd,balance_net_costs,contract_size
2022-03-10 20:00:00+00:00,2022-03-14 13:33:00+00:00,long,114.642109375,124.76796875,105.16953125,106.04,102.18267857142858,124.76796875,stop,-1.0893803527614478,9898.963010971716,0.08,0.020739780565714572,0.020739780565714572,0.0025924725707143215,-0.07641798990787473,-1.0103698902828588,-0.9688903291514297,3.73125,-7.9,0.25924725707143215,2.073978056571457,2.073978056571457,0.25924725707143215,-7.641798990787472,9891.061964723855,100.0
2022-03-15 12:01:00+00:00,2022-03-24 17:00:00+00:00,long,114.854609375,120.434375,101.639375,102.78,100.30928571428572,120.434375,time,6.468816171982926,10568.85293916144,0.4,0.16189650187915622,0.03237930037583124,0.004047412546978905,-0.2944101940188244,6.767273778548729,6.961549580803717,9.207638888888889,-7.9,0.40033208298969153,16.01328331958766,3.2026566639175322,0.40033208298969153,-29.120294720865644,10530.896580678762,100.0
2022-12-23 20:00:00+00:00,2022-12-27 14:42:00+00:00,long,73.590625,78.5025,63.93625,64.4,63.04017857142858,78.5025,stop,-1.2563234843510607,10460.055515405582,0.08,0.05883125410374259,0.05883125410374259,0.007353906762967823,-0.2195539505362223,-1.0294156270518706,-0.9117531188443855,3.779166666666667,-7.9,0.7744323158476828,6.195458526781462,6.195458526781462,0.7744323158476827,-23.120999469764175,10398.594453822972,100.0
2022-12-29 16:00:00+00:00,2023-01-05 20:19:00+00:00,long,73.590625,78.5025,63.93625,64.81,62.62857142857143,78.5025,stop,-1.2829379957069051,10353.53694090358,0.08,0.036673215455140844,0.036673215455140844,0.0045841519318926055,-0.26001723604744265,-1.01833660772757,-0.9449901768172884,7.179861111111111,-7.9,0.47668736854460314,3.813498948356825,3.813498948356825,0.47668736854460314,-27.03813788661316,10265.186934555408,100.0
2023-04-26 16:00:00+00:00,2023-04-27 13:56:00+00:00,long,96.14640625,100.3759375,86.2775,87.24000000000001,84.64696428571429,100.3759375,stop,-1.0471251597303546,10248.404441631064,0.08,0.03085186970594306,0.03085186970594306,0.0038564837132428827,-0.02784274116413771,-1.015425934852974,-0.9537221954410877,0.9138888888888889,-7.9,0.39587526226506564,3.167002098120525,3.167002098120525,0.39587526226506564,-2.8581094282031443,10157.697579470325,100.0
2023-04-28 10:10:00+00:00,2023-05-03 10:01:00+00:00,long,96.14640625,100.3759375,86.2775,87.25999999999999,85.57589285714286,100.3759375,stop,-0.26394178772135024,10245.970296158765,0.23,0.13657088325734387,0.04750291591559787,0.0059378644894497335,-0.2342524652740979,-0.0237514579578026,0.16032234121513914,4.99375,-7.9,0.6031503175170635,13.87245730289246,4.825202540136508,0.6031503175170635,-23.794656994996604,10130.887170887741,100.0
2023-05-05 10:05:00+00:00,2023-05-16 13:41:00+00:00,long,96.225703125,100.1484375,87.07265625000001,86.24,81.6269642857143,100.1484375,target,2.813242364417613,10554.000858851115,0.6,0.1300661944025088,0.01734215925366784,0.00216776990670848,-0.19094801223241648,3.0063581465567384,3.153766500212915,11.15,-7.9,0.21961432337309458,13.176859402385674,1.7569145869847564,0.21961432337309456,-19.344727674319035,10415.893580670505,100.0
2023-09-01 16:00:00+00:00,2023-09-07 13:30:00+00:00,long,110.950859375,117.809375,107.2578125,108.69,105.51107142857144,117.809375,stop,-1.1622467513013546,10447.132855547188,0.08,0.025165711717784634,0.025165711717784634,0.0031457139647230793,-0.14651818147773726,-1.0125828558588943,-0.9622514324233251,5.895833333333333,-7.9,0.32765421891784685,2.621233751342775,2.621233751342775,0.32765421891784685,-15.261177859054795,10294.835195910156,100.0
2024-04-05 16:00:00+00:00,2024-04-10 17:12:00+00:00,long,176.5671875,197.515625,167.88125,171.99,164.36607142857142,197.515625,stop,-1.0588869630393019,10342.113403658312,0.15,0.019674895769897355,0.010493277743945257,0.001311659717993157,-0.052328664449337,-1.0052466388719716,-0.975078465358129,5.05,-7.9,0.13503320629853544,2.025498094478032,1.0802656503882835,0.13503320629853544,-5.387149765280072,10185.824528154282,100.0
2024-04-29 16:00:00+00:00,2024-05-01 10:01:00+00:00,long,180.435703125,204.1128125,156.75859375000002,159.59,155.34660714285715,204.1128125,stop,-1.044376014064814,10237.717378655763,0.15,0.03534907208685777,0.018852838446324145,0.002356604805790518,-0.03259299003586346,-1.00942641922316,-0.955224508689978,1.7506944444444446,-7.9,0.2400396303398732,3.600594455098098,1.9203170427189853,0.24003963033987316,-3.3198647735318616,10079.446219947507,100.0
2024-07-19 12:00:00+00:00,2024-07-19 13:31:00+00:00,long,160.830859375,168.53171875,155.25437499999998,156.26,153.71410714285716,168.53171875,stop,-1.0216004224045858,10133.731697684794,0.6,0.23567370414533448,0.031423160552711264,0.003927895069088908,-0.0019609470591444556,-1.0157115802763526,-0.7486147155783068,0.06319444444444444,-7.9,0.3959100710647865,23.754604263887188,3.167280568518292,0.3959100710647865,-0.19765260422810765,9976.47455478848,100.0
2024-07-23 10:05:00+00:00,2024-07-23 17:41:00+00:00,long,160.556875,168.26875,153.9875,154.54999999999998,152.1994642857143,168.26875,stop,-0.031914710425685104,10132.007200305565,0.6,0.2552609587480091,0.034034794499734546,0.004254349312466818,-0.010642963863354489,-0.0170173972498638,0.27227835599787986,0.31666666666666665,-7.9,0.42443407663007077,25.466044597804245,3.395472613040566,0.42443407663007077,-1.0617925817028935,9973.290591823627,100.0
2024-08-09 16:00:00+00:00,2024-08-12 13:46:00+00:00,long,160.4884375,166.23250000000002,132.8125,133.22,131.12035714285716,166.23250000000002,stop,-0.1331886564230473,10130.076965901017,0.15,0.07144072121109092,0.03810171797924849,0.004762714747406061,-0.10937508268602084,-0.0190508589896204,0.09049158020071901,2.9069444444444446,-7.9,0.47499938181844514,7.1249907272766775,3.7999950545475607,0.4749993818184451,-10.908294831324229,9960.00730008321,100.0
2025-02-03 16:00:00+00:00,2025-02-05 11:00:00+00:00,long,122.75015625,126.40875,114.2134375,114.95,111.9975,126.40875,stop,-0.06487440022579939,10128.704559199454,0.16,0.054191363251481786,0.027095681625740893,0.0033869602032176116,-0.047939599209709284,-0.0135478408128725,0.06773920406435019,1.7916666666666667,-7.9,0.33734148349138726,5.397463735862196,2.698731867931098,0.33734148349138726,-4.774787580917678,9953.545805084836,100.0
