status,instrument,symbol,trades,win_rate_pct,profit_factor,return_before_all_costs_pct,return_after_spread_slippage_pct,net_return_pct,net_cagr_pct,all_cost_return_impact_pct_points,net_max_dd_pct,spread_cost_usd,slippage_cost_usd,commission_usd,swap_cashflow_usd,total_debit_cost_usd,confirmation_trades,confirmation_pf,confirmation_return_pct
REJECT,SP500,US500,38,50.0,2.018093504633458,36.3041785342888,32.06369295663474,22.834760047623416,4.560364188542421,13.469418486665386,5.384720466117196,206.25742010656623,154.3146926445303,331.85955407425865,-490.2898148472715,1182.7214816726269,3,0.0,-3.263554222507825
REJECT,NVDA,NVDA,31,41.935483870967744,2.515415471089211,37.18216422960396,29.516772318249917,23.923621732069765,4.76202297979571,13.258542497534197,4.713512631754994,536.836828727037,106.00163407937073,35.33387802645692,-428.4619109720184,1106.634251804883,2,296.7946148020565,2.9710051331008236
REJECT,AAPL,AAPL,25,32.0,1.9010664178057985,20.51252319887269,18.281647463531336,15.403443214498246,3.1559832113702058,5.109079984374443,8.016158228289155,140.23696676217193,55.37177716599683,18.457259055332276,-244.2882050898103,458.3542080733114,4,0.8885888857603905,-0.4074243561277391
REJECT,MSFT,MSFT,16,56.25,3.495255710104774,24.82119145944557,21.123849941384076,19.889475397935374,4.012746403937495,4.931716061510194,2.472454707960956,235.15175204674566,86.95295673136941,8.695295673136942,-103.7838085237595,434.58381297501154,1,0.0,-1.0392602698196196
REJECT,AMZN,AMZN,23,56.52173913043478,3.2190320582757233,27.725982829417404,25.572897458110265,23.90451371067288,4.7585213078264355,3.821469118744524,2.869377846875531,158.6616555083193,34.057943814135896,13.623177525654357,-136.73586155425497,343.07863840236456,1,0.0,-1.0192605447095548
REJECT,GOOGL,GOOGL,20,50.0,4.840669376593544,53.56148914534889,50.23346725326749,46.170908777894205,8.586080799248341,7.390580367454682,4.903105300023501,149.86699730144295,111.51973812803044,18.586623021338404,-329.9283360498611,609.9016945006729,1,0.0,-1.0207050295098608
REJECT,META,META,35,51.42857142857142,2.821207829070338,48.66956176294555,42.12391623834124,38.57867265181789,7.332708537636545,10.090889111127659,5.12534807737843,295.8775066340938,215.66626850791852,10.783313425395923,-267.6641330650537,789.9912216324619,3,5.877557031305184,4.948934657451631
REJECT,AVGO,AVGO,24,25.0,2.510914314314247,22.924728631226966,20.011048797968133,16.380604921755836,3.3465125461681566,6.54412370947113,7.703793376696436,146.50973199017247,99.88491827231388,22.196648504958652,-294.65516868773983,563.2464674551848,3,2.9984337731349315,2.098474230173819
REJECT,AMD,AMD,18,11.11111111111111,0.8675643760406718,2.4751221481781327,0.2127035784839304,-1.6991224462404309,-0.37099356060276145,4.174244594418564,6.654787841982921,169.5713753920681,55.7910601699884,6.97388252124855,-190.20637919422467,422.54269727752967,0,0.0,0.0
REJECT,INTC,INTC,24,54.166666666666664,4.72933744668243,37.64478578713866,31.405437621194565,28.81050788477506,5.644541154202809,8.834277902363599,5.423175282631315,404.76545209062925,118.69869291525391,33.91391226150112,-188.80759996730572,746.18565723469,3,2.967659260659696,1.986602903635304
REJECT,TSLA,TSLA,37,10.81081081081081,1.9432285124900828,23.556629135329523,22.40571969290972,20.82265760275066,4.18780047460976,2.733971532578863,10.686034547427417,67.57711230372334,35.69186048102137,10.197674423148966,-140.876706738639,254.34335394653266,12,0.0,-8.80624720795138
REJECT,JPM,JPM,24,25.0,1.6743420907849962,14.242660351856017,11.561036514329782,8.33228250814113,1.751851916018765,5.910377843714887,6.487979917790561,163.49990430402772,73.24746732120236,18.31186683030059,-279.93931552668425,534.998553982215,1,0.0,-0.05591609832338307
