starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,352.37,52.37,17.46,17,8,9,47.06,3.75,0.2204,0.0207,13.92,M15
300.0,308.67,8.67,2.89,15,8,7,53.33,0.84,0.0562,0.01,8.14,M30
