trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
16,6,2,8,37.5,3.76,20.0,38.24,3,52399.91,False,,30.56,17.39,AUDUSD
