trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
21,8,6,7,38.1,2.27,20.0,20.71,1,52399.91,False,,82.57,20.0,AUDUSD
21,8,8,5,38.1,0.69,20.0,13.31,1,52399.91,False,,73.91,11.98,USDCHF
20,9,9,2,45.0,0.82,20.0,13.06,1,52399.91,False,,63.69,13.06,USDCAD
20,8,10,2,40.0,-0.38,20.0,9.91,1,52399.91,False,,86.08,6.09,EURUSD
22,6,8,8,27.27,-1.04,20.0,9.55,1,52399.91,False,,80.29,6.93,USDJPY
20,8,11,1,40.0,-1.07,20.0,7.96,1,52399.91,False,,84.06,7.96,GBPUSD
22,6,10,6,27.27,-1.98,20.0,7.06,1,52399.91,False,,85.73,5.1,NZDUSD
19,1,1,17,5.26,-3.82,20.0,6.81,1,52399.91,False,,73.84,5.23,EURGBP
