policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
production_current,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 06:15:00,SELL,56.398,57.040211,6.0,57.040211,loss,-1.0005,100,0.388929,0.0005,30.0,0.6771,,"live_adaptive(vol=1.18,volume=0.95)",static,Entry Model 2 - Internal Swing Confirmation
production_current,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-26 23:45:00,SELL,59924.28,60170.043214,6.0,60017.01,smart_exit,-0.3774,100,177.42,0.0,1000.0,0.5,0.6565,"live_adaptive(vol=0.57,volume=0.41)",static,ORB 15m breakout
challenge20_current,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 06:15:00,SELL,56.398,57.040211,1.304,57.040211,loss,-1.0005,100,0.388929,0.0005,30.0,0.6771,,"live_adaptive(vol=1.18,volume=0.95)",challenge20,Entry Model 2 - Internal Swing Confirmation
challenge20_current,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-26 23:45:00,SELL,59924.28,60170.043214,1.304,60017.01,smart_exit,-0.3774,100,177.42,0.0,1000.0,0.5,0.6565,"live_adaptive(vol=0.57,volume=0.41)",challenge20,ORB 15m breakout
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 05:30:00,SELL,56.398,56.76234,6.0,56.76234,loss,-1.0008,100,0.388929,0.0008,30.0,0.6771,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-27 00:00:00,SELL,59924.28,60040.76,6.0,60040.76,loss,-1.0001,100,177.42,0.0001,1000.0,0.5,0.6565,structure,static,ORB 15m breakout
dynamic_balanced,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 05:30:00,SELL,56.398,56.786929,4.0,56.786929,loss,-1.0008,100,0.388929,0.0008,30.0,0.6771,,"max(structure,1.00ATR)",balanced,Entry Model 2 - Internal Swing Confirmation
dynamic_balanced,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-27 00:00:00,SELL,59924.28,60048.474,5.0,60048.474,loss,-1.0001,100,177.42,0.0001,1000.0,0.5,0.6565,"max(structure,0.70ATR)",balanced,ORB 15m breakout
dynamic_conservative,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 05:30:00,SELL,56.398,56.786929,3.0,56.786929,loss,-1.0008,100,0.388929,0.0008,30.0,0.6771,,"max(structure,1.0ATR)",conservative,Entry Model 2 - Internal Swing Confirmation
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-27 00:00:00,SELL,59924.28,60101.7,3.0,60101.7,loss,-1.0001,100,177.42,0.0001,1000.0,0.5,0.6565,"max(structure,1.0ATR)",conservative,ORB 15m breakout
dynamic_score,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 05:30:00,SELL,56.398,56.786929,6.0,56.786929,loss,-1.0008,100,0.388929,0.0008,30.0,0.6771,,"max(structure,1.00ATR)",score,Entry Model 2 - Internal Swing Confirmation
dynamic_score,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-27 00:00:00,SELL,59924.28,60048.474,6.0,60048.474,loss,-1.0001,100,177.42,0.0001,1000.0,0.5,0.6565,"max(structure,0.70ATR)",score,ORB 15m breakout
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 05:30:00,SELL,56.398,56.76234,6.0,56.76234,loss,-1.0008,100,0.388929,0.0008,30.0,0.6771,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-27 00:00:00,SELL,59924.28,60066.216,6.0,60066.216,loss,-1.0001,100,177.42,0.0001,1000.0,0.5,0.6565,"max(structure,0.8ATR)",aggressive,ORB 15m breakout
dynamic_capped,LTA,XAGUSD,M15,2026-06,2026-06-26 04:45:00,2026-06-26 05:30:00,SELL,56.398,56.76234,4.0,56.76234,loss,-1.0008,100,0.388929,0.0008,30.0,0.6771,,"min(max(structure,0.85ATR),2.2ATR)",balanced,Entry Model 2 - Internal Swing Confirmation
dynamic_capped,ORB,BTCUSD,M15,2026-06,2026-06-26 23:15:00,2026-06-27 00:00:00,SELL,59924.28,60075.087,5.0,60075.087,loss,-1.0001,100,177.42,0.0001,1000.0,0.5,0.6565,"min(max(structure,0.85ATR),2.2ATR)",balanced,ORB 15m breakout
