bot,symbol,timeframe,status,candles,broker_symbol
LTA,XAUUSD,M15,ok,3098,XAUUSDm
LTA,XAUUSD,M30,ok,1549,XAUUSDm
LTA,XAGUSD,M15,ok,3098,XAGUSDm
LTA,XAGUSD,M30,ok,1549,XAGUSDm
LTA,EURUSD,M15,ok,3256,EURUSDm
LTA,EURUSD,M30,ok,1628,EURUSDm
LTA,BTCUSD,M15,ok,4427,BTCUSDm
LTA,BTCUSD,M30,ok,2214,BTCUSDm
LTA,US30,M15,ok,3092,US30m
LTA,US30,M30,ok,1546,US30m
ORB,XAUUSD,M15,ok,808,XAUUSDm
ORB,XAGUSD,M15,ok,808,XAGUSDm
ORB,EURUSD,M15,ok,856,EURUSDm
ORB,BTCUSD,M15,ok,1067,BTCUSDm
ORB,US30,M15,ok,808,US30m
