starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,385.28,85.28,28.43,188,104,84,55.32,10.9,70.85,0,42,fixed_current
300.0,314.33,14.33,4.78,192,104,88,54.17,7.05,73.97,0,42,dynamic_aggressive
300.0,309.99,9.99,3.33,204,112,92,54.9,6.59,64.31,0,42,dynamic_conservative
300.0,247.1,-52.9,-17.63,185,98,87,52.97,1.92,70.57,0,32,dynamic_capped
300.0,166.66,-133.34,-44.45,218,115,103,52.75,-5.4,76.81,0,44,dynamic_balanced
300.0,152.69,-147.31,-49.1,218,115,103,52.75,-7.4,75.69,0,44,dynamic_score
