policy,bot,symbol,month,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,AUDUSD,2025-07,9,1,3,5,0,11.11,3.3,0.367,2.03,5.56
dynamic_aggressive,LTA,AUDUSD,2025-08,6,0,2,4,0,0.0,1.0,0.167,1.46,5.5
dynamic_aggressive,LTA,AUDUSD,2025-09,8,2,3,2,1,25.0,3.8,0.475,2.2,4.88
dynamic_aggressive,LTA,AUDUSD,2025-10,9,0,4,4,1,0.0,0.57,0.063,1.13,5.44
dynamic_aggressive,LTA,AUDUSD,2025-11,10,0,4,6,0,0.0,1.31,0.131,1.31,5.2
dynamic_aggressive,LTA,AUDUSD,2025-12,5,0,1,4,0,0.0,1.71,0.342,2.58,4.8
dynamic_aggressive,LTA,AUDUSD,2026-01,2,0,1,1,0,0.0,-0.66,-0.332,0.39,5.5
dynamic_aggressive,LTA,AUDUSD,2026-02,11,0,5,5,1,0.0,-1.38,-0.126,0.74,5.55
dynamic_aggressive,LTA,AUDUSD,2026-03,10,0,2,8,0,0.0,5.87,0.587,3.72,5.2
dynamic_aggressive,LTA,AUDUSD,2026-04,6,0,2,3,1,0.0,1.02,0.171,1.48,5.0
dynamic_aggressive,LTA,AUDUSD,2026-05,5,0,2,3,0,0.0,0.73,0.146,1.35,5.6
dynamic_aggressive,LTA,AUDUSD,2026-06,6,0,3,3,0,0.0,-0.49,-0.082,0.85,5.67
dynamic_aggressive,LTA,GBPJPY,2025-06,2,0,0,2,0,0.0,2.35,1.175,2.35,5.0
dynamic_aggressive,LTA,GBPJPY,2025-07,13,0,8,5,0,0.0,-5.43,-0.418,0.36,5.0
dynamic_aggressive,LTA,GBPJPY,2025-08,3,1,0,2,0,33.33,3.76,1.252,3.76,5.0
dynamic_aggressive,LTA,GBPJPY,2025-09,8,0,4,3,1,0.0,-1.79,-0.223,0.61,5.38
dynamic_aggressive,LTA,GBPJPY,2025-10,6,0,2,4,0,0.0,0.12,0.019,1.05,5.17
dynamic_aggressive,LTA,GBPJPY,2025-11,12,0,9,3,0,0.0,-7.89,-0.657,0.18,5.42
dynamic_aggressive,LTA,GBPJPY,2025-12,8,1,4,3,0,12.5,-0.08,-0.01,0.98,5.25
dynamic_aggressive,LTA,GBPJPY,2026-01,9,0,7,2,0,0.0,-6.16,-0.685,0.18,5.22
dynamic_aggressive,LTA,GBPJPY,2026-02,13,0,4,8,1,0.0,6.88,0.529,2.61,4.92
dynamic_aggressive,LTA,GBPJPY,2026-03,8,1,4,3,0,12.5,1.41,0.177,1.33,5.38
dynamic_aggressive,LTA,GBPJPY,2026-04,2,0,2,0,0,0.0,-2.15,-1.073,0.0,4.5
dynamic_aggressive,LTA,GBPJPY,2026-05,2,0,2,0,0,0.0,-2.15,-1.075,0.0,5.5
dynamic_aggressive,LTA,GBPJPY,2026-06,3,0,0,3,0,0.0,3.26,1.087,3.26,5.67
dynamic_aggressive,LTA,USDCAD,2025-08,1,0,0,0,1,0.0,-0.74,-0.743,0.0,5.0
dynamic_aggressive,LTA,USDCAD,2025-10,1,0,1,0,0,0.0,-1.08,-1.078,0.0,5.0
dynamic_aggressive,LTA,USDCAD,2025-11,1,0,0,1,0,0.0,0.4,0.404,0.4,5.0
dynamic_aggressive,LTA,USDCAD,2026-02,1,0,1,0,0,0.0,-1.07,-1.07,0.0,5.0
dynamic_aggressive,LTA,USDCAD,2026-03,1,0,0,0,1,0.0,1.41,1.407,1.41,5.0
dynamic_aggressive,LTA,USDCAD,2026-04,2,0,0,2,0,0.0,2.33,1.164,2.33,5.5
