symbol,session_date,phase,side,signal_time,entry_time,exit_time,entry,initial_stop,final_stop,target,exit_price,initial_risk,pnl_r,mae_r,exit_reason,stop_locked,asia_high,asia_low,asia_range,liquidity_level
XAUUSD..,2023-08-09,london_v2_reversal,sell,2023-08-09T09:20:00+00:00,2023-08-09T09:35:00+00:00,2023-08-09T11:24:00+00:00,1930.9450000000002,1932.1052000000002,1932.1052000000002,1928.6246,1928.6246,1.1602000000000317,2.0,0.4438889846576958,target,False,1931.02,1924.18,6.839999999999918,1931.02
XAUUSD..,2023-08-16,london_v2_reversal,sell,2023-08-16T10:30:00+00:00,2023-08-16T10:47:00+00:00,2023-08-16T11:32:00+00:00,1904.48,1905.6791,1905.6791,1902.0818,1905.6791,1.199100000000044,-1.0,1.050788091068255,stop,False,1905.22,1900.25,4.970000000000027,1905.22
XAUUSD..,2023-09-25,london_v2_reversal,buy,2023-09-25T10:10:00+00:00,2023-09-25T10:25:00+00:00,2023-09-25T11:17:00+00:00,1924.87,1922.326,1922.326,1929.9579999999996,1922.326,2.543999999999869,-1.0,1.1792452830189286,stop,False,1926.41,1922.61,3.800000000000182,1922.61
XAUUSD..,2023-10-31,london_v2_reversal,sell,2023-10-31T11:05:00+00:00,2023-10-31T11:16:00+00:00,2023-10-31T11:18:00+00:00,1996.28,1997.7703999999999,1997.7703999999999,1993.2992000000002,1997.7703999999999,1.4903999999999087,-1.0,2.0799785292541104,stop,False,1997.21,1990.53,6.680000000000064,1997.21
XAUUSD..,2024-01-18,london_v2_reversal,sell,2024-01-18T10:10:00+00:00,2024-01-18T10:26:00+00:00,2024-01-18T10:32:00+00:00,2012.025,2012.5194999999999,2012.5194999999999,2011.0360000000005,2011.0360000000005,0.494499999999789,2.0,0.5156723963599404,target,False,2012.05,2005.4,6.649999999999864,2012.05
XAUUSD..,2024-02-22,london_v2_reversal,sell,2024-02-22T08:45:00+00:00,2024-02-22T09:03:00+00:00,2024-02-22T09:06:00+00:00,2029.545,2030.2073,2030.2073,2028.2204000000002,2030.2073,0.6622999999999593,-1.0,1.48724143137545,stop,False,2029.94,2025.03,4.910000000000082,2029.94
XAUUSD..,2024-02-29,london_v2_reversal,sell,2024-02-29T10:10:00+00:00,2024-02-29T10:24:00+00:00,2024-02-29T11:48:00+00:00,2036.68,2037.8539,2037.8539,2034.3322,2034.3322,1.1739000000000033,2.0,0.8092682511287528,target,False,2037.01,2033.88,3.1299999999998818,2037.01
XAUUSD..,2024-05-03,london_v2_reversal,buy,2024-05-03T11:10:00+00:00,2024-05-03T11:25:00+00:00,2024-05-03T11:26:00+00:00,2300.025,2299.0304,2299.0304,2302.0142,2299.0304,0.9945999999999913,-1.0,1.0004021717272267,stop,False,2307.95,2299.63,8.319999999999709,2299.63
XAUUSD..,2024-07-23,london_v2_reversal,buy,2024-07-23T10:55:00+00:00,2024-07-23T11:02:00+00:00,2024-07-23T11:55:00+00:00,2396.505,2391.4646,2391.4646,2406.5858000000007,2406.5858000000007,5.040400000000318,2.0,0.05059122291883443,target,False,2403.92,2394.74,9.180000000000291,2394.74
XAUUSD..,2024-09-06,london_v2_reversal,sell,2024-09-06T11:00:00+00:00,2024-09-06T11:14:00+00:00,2024-09-06T12:44:00+00:00,2518.0550000000003,2519.7644,2519.7644,2514.636200000001,2519.7644,1.7093999999997322,-1.0,1.1319761319760113,stop,False,2519.44,2512.96,6.480000000000018,2519.44
XAUUSD..,2024-09-16,london_v2_reversal,sell,2024-09-16T10:20:00+00:00,2024-09-16T10:25:00+00:00,2024-09-16T20:59:00+00:00,2582.51,2589.7226,2589.7226,2568.0848000000005,2582.79,7.2125999999998385,-0.03882095222246508,0.9705238055625096,force_exit,False,2588.92,2577.5,11.420000000000073,2588.92
XAUUSD..,2024-10-03,london_v2_reversal,buy,2024-10-03T09:25:00+00:00,2024-10-03T09:32:00+00:00,2024-10-03T10:16:00+00:00,2654.625,2652.1832,2652.1832,2659.5086,2652.1832,2.4418000000000575,-1.0,1.0340732246703381,stop,False,2662.82,2653.26,9.559999999999945,2653.26
XAUUSD..,2024-10-09,london_v2_reversal,buy,2024-10-09T11:35:00+00:00,2024-10-09T11:52:00+00:00,2024-10-09T12:00:00+00:00,2614.3,2612.8613,2612.8613,2617.1774000000005,2617.1774000000005,1.4387000000001535,2.0,0.1876694237853291,target,False,2624.17,2614.88,9.289999999999964,2614.88
XAUUSD..,2024-11-15,london_v2_reversal,buy,2024-11-15T08:50:00+00:00,2024-11-15T09:00:00+00:00,2024-11-15T10:42:00+00:00,2560.8900000000003,2557.7715000000003,2557.7715000000003,2567.1270000000004,2567.1270000000004,3.11850000000004,2.0,0.5002405002406222,target,False,2571.63,2559.68,11.950000000000273,2559.68
XAUUSD..,2024-12-04,london_v2_reversal,buy,2024-12-04T10:50:00+00:00,2024-12-04T11:03:00+00:00,2024-12-04T13:01:00+00:00,2639.1800000000003,2636.2156,2636.2156,2645.108800000001,2645.108800000001,2.964400000000296,2.0,0.20240183511007417,target,False,2651.11,2637.63,13.480000000000018,2637.63
XAUUSD..,2024-12-17,london_v2_reversal,buy,2024-12-17T09:30:00+00:00,2024-12-17T09:54:00+00:00,2024-12-17T10:27:00+00:00,2653.795,2647.9152999999997,2647.9152999999997,2665.554400000001,2647.9152999999997,5.879700000000412,-1.0,1.0162083099476997,stop,False,2658.6,2649.11,9.489999999999782,2649.11
XAUUSD..,2025-01-09,london_v2_reversal,sell,2025-01-09T10:05:00+00:00,2025-01-09T10:18:00+00:00,2025-01-09T10:23:00+00:00,2663.1899999999996,2664.001,2664.001,2661.5679999999984,2664.001,0.8110000000006039,-1.0,2.0468557336610025,stop,False,2663.15,2655.45,7.700000000000273,2663.15
XAUUSD..,2025-03-05,london_v2_reversal,sell,2025-03-05T11:25:00+00:00,2025-03-05T11:44:00+00:00,2025-03-05T12:55:00+00:00,2917.915,2920.1349,2920.1349,2913.4752,2913.4752,2.2199000000000524,2.0,0.8311185188522957,target,False,2918.81,2901.98,16.829999999999927,2918.81
XAUUSD..,2025-03-10,london_v2_reversal,buy,2025-03-10T09:10:00+00:00,2025-03-10T09:13:00+00:00,2025-03-10T10:54:00+00:00,2910.625,2907.5076,2907.5076,2916.8598,2907.5076,3.1174000000000888,-1.0,1.5830499775453277,stop,False,2918.25,2908.17,10.079999999999927,2908.17
XAUUSD..,2025-03-14,london_v2_reversal,buy,2025-03-14T09:50:00+00:00,2025-03-14T10:06:00+00:00,2025-03-14T10:24:00+00:00,2984.295,2980.8816,2980.8816,2991.1218,2980.8816,3.4133999999999105,-1.0,1.0326946739322034,stop,False,2993.89,2981.61,12.279999999999745,2981.61
XAUUSD..,2025-03-25,london_v2_reversal,sell,2025-03-25T10:25:00+00:00,2025-03-25T10:31:00+00:00,2025-03-25T10:41:00+00:00,3016.1,3017.5646,3017.5646,3013.1707999999994,3013.1707999999994,1.464600000000246,2.0,0.33456233783978845,target,False,3016.32,3007.5,8.820000000000164,3016.32
XAUUSD..,2025-05-02,london_v2_reversal,sell,2025-05-02T09:45:00+00:00,2025-05-02T10:02:00+00:00,2025-05-02T10:35:00+00:00,3255.87,3262.5762999999997,3262.5762999999997,3242.4574000000002,3262.5762999999997,6.706299999999828,-1.0,1.142209564141256,stop,False,3258.62,3227.41,31.210000000000036,3258.62
XAUUSD..,2025-06-03,london_v2_reversal,buy,2025-06-03T08:50:00+00:00,2025-06-03T09:12:00+00:00,2025-06-03T09:42:00+00:00,3359.885,3355.3612,3355.3612,3368.932600000001,3355.3612,4.523800000000392,-1.0,1.2920553516954216,stop,False,3392.11,3359.15,32.960000000000036,3359.15
XAUUSD..,2025-06-06,london_v2_reversal,sell,2025-06-06T08:55:00+00:00,2025-06-06T08:56:00+00:00,2025-06-06T16:57:00+00:00,3364.95,3375.8523,3375.8523,3343.1453999999994,3343.1453999999994,10.902300000000196,2.0,0.2751712941305914,target,False,3374.58,3353.17,21.409999999999854,3374.58
XAUUSD..,2025-07-02,london_v2_reversal,buy,2025-07-02T11:20:00+00:00,2025-07-02T11:47:00+00:00,2025-07-02T15:49:00+00:00,3335.06,3327.3692,3327.3692,3350.4415999999997,3350.4415999999997,7.690799999999854,2.0,0.27955479273939404,target,False,3344.92,3328.56,16.360000000000127,3328.56
XAUUSD..,2025-07-09,london_v2_reversal,buy,2025-07-09T11:50:00+00:00,2025-07-09T11:53:00+00:00,2025-07-09T13:33:00+00:00,3286.5699999999997,3283.4105999999997,3283.4105999999997,3292.8887999999997,3292.8887999999997,3.159400000000005,2.0,0.7184908526933985,target,False,3307.92,3284.94,22.980000000000018,3284.94
XAUUSD..,2025-07-11,london_v2_reversal,sell,2025-07-11T08:50:00+00:00,2025-07-11T09:08:00+00:00,2025-07-11T09:11:00+00:00,3335.74,3337.2201999999997,3337.2201999999997,3332.7796,3337.2201999999997,1.480199999999968,-1.0,1.1417376030266795,stop,False,3336.13,3321.79,14.340000000000146,3336.13
