symbol,trades,wins,losses,win_rate_pct,profit_factor,net_r,ending_balance,return_pct,max_drawdown_pct,london_trades,new_york_trades,new_york_limit_trades,new_york_stop_trades,new_york_limit_win_rate_pct,new_york_limit_profit_factor_r,new_york_limit_net_r,new_york_stop_win_rate_pct,new_york_stop_profit_factor_r,new_york_stop_net_r,both_filled_days,limit_only_days,stop_only_days,max_concurrent_trades,max_planned_exposure_pct,locked_stop_exits
XAUUSD..,11,6,5,54.54545454545454,2.2468805182978606,6.317923198234595,1194.6157605525616,19.46157605525616,8.7327,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3.0,0
