date,side,asia_open,asia_high,asia_low,london_open,ny_open,or_high,or_low,or_range,trend_points,london_agrees,proximity_points,entry,initial_stop,target,exit,exit_time_utc,exit_reason,result_r
2020-02-05,LONG,9350.01,9357.65,9312.27,9325.84,9450.36,9450.36,9366.15,84.21000000000095,100.35000000000036,True,92.71000000000095,9373.94,9289.73,9710.780000000004,9369.1,2020-02-05T20:59:00+00:00,time,-0.05747535922099621
2020-02-11,LONG,9514.0,9572.82,9508.03,9551.2,9568.5,9572.01,9530.02,41.98999999999978,54.5,True,0.8099999999994907,9559.17,9517.18,9727.13,9517.18,2020-02-11T19:23:00+00:00,stop,-1.0
2020-02-25,LONG,9076.24,9217.22,9048.4,9209.72,9152.03,9183.32,9113.67,69.64999999999964,75.79000000000087,False,33.899999999999636,9118.42,9048.77,9397.019999999999,9048.77,2020-02-25T15:25:00+00:00,stop,-1.0
2020-03-02,LONG,8297.57,8622.56,8294.94,8614.41,8554.84,8588.39,8479.75,108.63999999999942,257.27000000000044,False,34.17000000000007,8533.359999999999,8424.72,8967.919999999996,8871.55,2020-03-02T20:59:00+00:00,time,3.1129418262150437
2020-03-03,LONG,8831.48,8886.26,8734.49,8818.13,8895.47,8896.12,8797.74,98.38000000000102,63.98999999999978,True,9.860000000000582,8824.449999999999,8726.069999999998,9217.970000000003,8824.449999999999,2020-03-03T15:15:00+00:00,stop,0.0
2020-03-04,LONG,8565.86,8733.49,8504.54,8714.89,8739.84,8777.38,8683.51,93.86999999999898,173.97999999999956,True,43.88999999999942,8719.58,8625.710000000001,9095.059999999996,8939.49,2020-03-04T20:59:00+00:00,time,2.342708000426145
2020-03-10,LONG,7891.52,8271.97,7812.6,8257.99,8234.07,8239.5,8136.62,102.88000000000011,342.5499999999993,False,32.469999999999345,8164.7699999999995,8061.889999999999,8576.29,8061.889999999999,2020-03-10T15:17:00+00:00,stop,-1.0
2020-03-17,LONG,7045.84,7296.38,6983.39,7271.81,7186.43,7250.98,7034.68,216.29999999999927,140.59000000000015,False,45.400000000000546,7038.42,6822.120000000001,7903.619999999997,7451.07,2020-03-17T19:59:00+00:00,time,1.9077669902912668
2020-03-20,LONG,7185.26,7479.63,7133.14,7476.04,7434.92,7474.68,7316.45,158.23000000000047,249.65999999999985,False,4.949999999999818,7331.19,7172.959999999999,7964.1100000000015,7172.959999999999,2020-03-20T16:23:00+00:00,stop,-1.0
2020-03-24,LONG,7037.05,7318.25,7035.06,7293.07,7360.41,7440.15,7335.35,104.79999999999927,323.3599999999997,True,121.89999999999964,7351.339999999999,7246.54,7770.539999999996,7351.339999999999,2020-03-24T15:07:00+00:00,stop,0.0
2020-03-30,LONG,7418.34,7693.95,7416.49,7602.76,7665.54,7715.42,7634.81,80.60999999999967,247.19999999999982,True,21.470000000000255,7667.19,7586.58,7989.629999999998,7871.31,2020-03-30T19:59:00+00:00,time,2.5321920357275975
2020-04-06,LONG,7615.74,7869.79,7597.17,7826.47,7802.05,7812.59,7753.08,59.51000000000022,186.3100000000004,False,57.19999999999982,7787.3,7727.79,8025.340000000001,8025.340000000001,2020-04-06T19:50:00+00:00,target,4.0
2020-04-07,LONG,8025.27,8154.89,7951.04,8148.73,8286.14,8299.23,8204.14,95.09000000000015,260.869999999999,True,144.33999999999924,8240.460000000001,8145.370000000001,8620.820000000002,8145.370000000001,2020-04-07T14:14:00+00:00,stop,-1.0
2020-04-08,LONG,8008.27,8145.29,7957.09,8040.36,8120.53,8156.12,8104.66,51.460000000000036,112.25999999999931,True,10.829999999999927,8134.29,8082.83,8340.130000000001,8082.83,2020-04-08T13:50:00+00:00,stop,-1.0
2020-04-09,LONG,8185.76,8248.79,8138.8,8247.24,8287.0,8328.35,8241.19,87.15999999999985,101.23999999999978,True,79.55999999999949,8326.98,8239.82,8675.619999999999,8239.82,2020-04-09T14:08:00+00:00,stop,-1.0
2020-04-14,LONG,8343.91,8490.74,8323.04,8472.98,8491.98,8541.84,8461.47,80.3700000000008,148.0699999999997,True,51.100000000000364,8542.76,8462.39,8864.240000000003,8685.02,2020-04-14T19:59:00+00:00,time,1.7700634565136095
2020-04-16,LONG,8586.27,8699.16,8505.51,8681.97,8684.51,8701.38,8651.19,50.18999999999869,98.23999999999978,True,2.219999999999345,8677.66,8627.470000000001,8878.419999999995,8627.470000000001,2020-04-16T14:02:00+00:00,stop,-1.0
2020-04-22,LONG,8454.54,8542.21,8406.77,8513.03,8573.1,8603.21,8548.36,54.849999999998545,118.55999999999949,True,61.0,8573.41,8518.560000000001,8792.809999999994,8656.07,2020-04-22T19:59:00+00:00,time,1.5070191431176307
2020-04-24,LONG,8580.63,8599.23,8507.5,8574.41,8653.13,8675.06,8625.08,49.97999999999956,72.5,True,75.82999999999993,8634.66,8584.68,8834.579999999998,8779.19,2020-04-24T19:59:00+00:00,time,2.8917567026811106
2020-04-27,LONG,8811.9,8905.52,8739.79,8865.04,8866.92,8866.95,8828.35,38.600000000000364,55.02000000000044,True,38.56999999999971,8843.34,8803.34,9003.34,8843.34,2020-04-27T14:35:00+00:00,stop,0.0
2020-04-28,LONG,8824.03,8855.87,8786.16,8831.53,8912.53,8913.74,8859.56,54.18000000000029,88.5,True,57.86999999999898,8870.519999999999,8816.339999999998,9087.24,8816.339999999998,2020-04-28T14:18:00+00:00,stop,-1.0
2020-04-29,LONG,8769.46,8868.51,8743.51,8822.47,8869.61,8878.08,8825.89,52.19000000000051,100.15000000000146,True,9.569999999999709,8876.09,8823.9,9084.850000000002,8971.74,2020-04-29T19:59:00+00:00,time,1.8327265759723836
2020-05-04,LONG,8615.83,8705.19,8567.03,8696.48,8679.6,8696.07,8660.03,36.039999999999054,63.77000000000044,False,9.1200000000008,8684.58,8644.58,8844.58,8827.95,2020-05-04T19:59:00+00:00,time,3.58425000000002
2020-05-05,LONG,8817.85,8885.72,8809.25,8878.81,8916.55,8951.73,8905.22,46.51000000000022,98.69999999999891,True,66.01000000000022,8945.37,8898.86,9131.410000000002,8945.37,2020-05-05T19:33:00+00:00,stop,0.0
2020-05-06,LONG,8933.58,9016.99,8886.91,9004.99,8997.03,9036.54,8981.29,55.25,63.45000000000073,False,19.55000000000109,9020.92,8965.67,9241.92,8965.67,2020-05-06T14:08:00+00:00,stop,-1.0
2020-05-07,LONG,8962.3,9050.74,8939.33,9040.2,9094.96,9115.09,9066.62,48.469999999999345,132.65999999999985,True,64.35000000000036,9104.439999999999,9055.97,9298.319999999996,9055.97,2020-05-07T14:12:00+00:00,stop,-1.0
2020-05-13,LONG,9047.71,9135.0,9004.56,9130.26,9129.36,9146.28,9048.85,97.43000000000029,81.65000000000146,False,11.280000000000655,9083.67,8986.24,9473.390000000001,9083.67,2020-05-13T15:22:00+00:00,stop,0.0
2020-05-18,LONG,9138.6,9219.12,9116.75,9199.63,9274.42,9292.79,9252.17,40.6200000000008,135.8199999999997,True,73.67000000000007,9288.68,9248.06,9451.160000000003,9248.06,2020-05-18T13:55:00+00:00,stop,-1.0
2020-05-20,LONG,9284.8,9367.88,9275.52,9332.68,9404.65,9443.12,9404.65,38.470000000001164,119.85000000000036,True,75.2400000000016,9444.39,9404.39,9604.39,9444.39,2020-05-20T16:43:00+00:00,stop,0.0
2020-05-25,LONG,9403.65,9477.92,9401.08,9472.06,9522.21,9529.83,9518.26,11.569999999999709,118.55999999999949,True,51.909999999999854,9523.88,9483.88,9683.88,9534.7,2020-05-25T16:59:00+00:00,time,0.2705000000000382
2020-06-10,LONG,9967.97,10017.15,9962.46,9991.71,10039.65,10066.62,10024.89,41.73000000000138,71.68000000000029,True,49.470000000001164,10060.76,10019.029999999999,10227.680000000006,10089.54,2020-06-10T19:59:00+00:00,time,0.6896716990174863
2020-06-12,LONG,9607.07,9739.93,9602.7,9664.42,9795.99,9845.37,9775.81,69.56000000000131,188.92000000000007,True,105.44000000000051,9844.08,9774.519999999999,10122.320000000005,9774.519999999999,2020-06-12T14:14:00+00:00,stop,-1.0
2020-06-16,LONG,9814.09,9957.54,9798.96,9884.14,9987.72,9994.08,9951.84,42.23999999999978,173.6299999999992,True,36.539999999999054,9996.46,9954.22,10165.419999999998,9954.22,2020-06-16T14:41:00+00:00,stop,-1.0
2020-06-17,LONG,9957.09,10009.74,9927.42,9987.96,10014.82,10024.49,9987.84,36.649999999999636,57.72999999999956,True,14.75,10026.519999999999,9986.519999999999,10186.519999999999,9986.519999999999,2020-06-17T13:57:00+00:00,stop,-1.0
2020-06-19,LONG,10010.29,10086.07,9992.72,10065.54,10109.55,10111.81,10086.19,25.61999999999898,99.2599999999984,True,25.73999999999978,10107.51,10067.51,10267.51,10067.51,2020-06-19T15:20:00+00:00,stop,-1.0
2020-06-22,LONG,9899.59,10007.86,9884.6,9994.51,10001.03,10015.91,9986.97,28.94000000000051,101.44000000000051,True,8.049999999999272,10002.77,9962.77,10162.77,10126.37,2020-06-22T19:59:00+00:00,time,3.090000000000009
2020-07-02,LONG,10271.4,10329.24,10261.42,10322.32,10377.06,10418.85,10376.7,42.149999999999636,105.65999999999985,True,89.61000000000058,10416.71,10374.56,10585.309999999998,10374.56,2020-07-02T14:29:00+00:00,stop,-1.0
2020-07-06,LONG,10391.86,10513.56,10389.42,10491.95,10480.43,10509.44,10480.03,29.409999999999854,88.56999999999971,False,4.119999999998981,10503.1,10463.1,10663.1,10600.99,2020-07-06T19:59:00+00:00,time,2.4472499999999853
2020-07-09,LONG,10684.2,10702.83,10654.76,10674.69,10742.06,10755.28,10698.12,57.159999999999854,57.85999999999876,True,52.45000000000073,10706.8,10649.64,10935.439999999999,10649.64,2020-07-09T14:45:00+00:00,stop,-1.0
2020-07-17,LONG,10549.53,10616.5,10549.53,10590.72,10651.82,10658.55,10591.55,67.0,102.28999999999905,True,42.04999999999927,10596.72,10529.72,10864.72,10639.62,2020-07-17T19:59:00+00:00,time,0.6402985074627083
2020-07-21,LONG,10956.27,11064.88,10942.25,11047.37,11010.02,11012.01,10915.42,96.59000000000015,53.75,False,52.86999999999898,10925.980000000001,10829.390000000001,11312.340000000002,10829.390000000001,2020-07-21T19:34:00+00:00,stop,-1.0
2020-07-27,LONG,10465.44,10551.57,10410.63,10535.95,10555.85,10619.57,10523.8,95.77000000000044,90.40999999999985,True,68.0,10619.27,10523.5,11002.350000000002,10523.5,2020-07-27T15:38:00+00:00,stop,-1.0
2020-08-03,LONG,10907.68,10963.42,10891.61,10938.65,10997.23,11051.04,10989.8,61.2400000000016,89.54999999999927,True,87.6200000000008,11054.68,10993.439999999999,11299.640000000007,11047.65,2020-08-03T19:59:00+00:00,time,-0.11479425212280325
2020-08-10,LONG,11090.53,11140.7,11088.81,11119.48,11143.84,11151.98,11122.5,29.479999999999563,53.30999999999949,True,11.279999999998836,11150.52,11110.52,11310.52,11110.52,2020-08-10T13:53:00+00:00,stop,-1.0
2020-08-17,LONG,11161.52,11202.35,11155.73,11191.39,11235.24,11257.3,11228.16,29.139999999999418,73.71999999999935,True,54.94999999999891,11252.22,11212.22,11412.22,11291.1,2020-08-17T19:59:00+00:00,time,0.9720000000000255
2020-08-24,LONG,11583.43,11629.3,11570.68,11620.63,11689.55,11725.48,11685.47,40.01000000000022,106.11999999999898,True,96.18000000000029,11714.81,11674.8,11874.85,11674.8,2020-08-24T13:52:00+00:00,stop,-1.0
2020-09-01,LONG,12108.01,12194.69,12096.96,12194.02,12202.57,12204.39,12128.27,76.11999999999898,94.55999999999949,True,9.699999999998909,12185.619999999999,12109.5,12490.099999999995,12297.17,2020-09-01T19:59:00+00:00,time,1.4654492905938332
2020-09-02,LONG,12323.82,12418.38,12323.07,12402.26,12435.13,12435.92,12360.77,75.14999999999964,111.30999999999949,True,17.540000000000873,12408.890000000001,12333.740000000002,12709.49,12333.740000000002,2020-09-02T13:52:00+00:00,stop,-1.0
2020-09-07,LONG,11390.8,11479.39,11373.25,11382.61,11458.87,11483.42,11457.03,26.389999999999418,68.07000000000153,True,4.030000000000655,11478.79,11438.79,11638.79,11502.74,2020-09-07T16:59:00+00:00,time,0.5987499999999727
2020-09-09,LONG,11003.27,11199.47,10965.56,11109.0,11293.22,11305.53,11208.07,97.46000000000095,289.9499999999989,True,106.06000000000131,11265.35,11167.89,11655.190000000004,11386.47,2020-09-09T19:59:00+00:00,time,1.2427662630822676
2020-09-10,LONG,11413.65,11455.44,11330.14,11434.35,11515.62,11545.7,11484.0,61.70000000000073,101.97000000000116,True,90.26000000000022,11513.46,11451.759999999998,11760.260000000002,11451.759999999998,2020-09-10T14:46:00+00:00,stop,-1.0
2020-09-14,LONG,11168.84,11266.19,11158.0,11260.5,11244.64,11286.39,11210.45,75.93999999999869,75.79999999999927,False,20.19999999999891,11285.869999999999,11209.93,11589.629999999994,11285.869999999999,2020-09-14T16:34:00+00:00,stop,0.0
2020-09-15,LONG,11310.44,11343.11,11248.34,11321.86,11434.16,11462.4,11415.76,46.63999999999942,123.71999999999935,True,119.28999999999905,11449.45,11402.810000000001,11636.009999999998,11402.810000000001,2020-09-15T14:40:00+00:00,stop,-1.0
2020-09-22,LONG,10986.37,11062.9,10925.33,10950.69,11081.29,11087.93,11001.99,85.94000000000051,94.92000000000007,True,25.030000000000655,11011.53,10925.59,11355.290000000003,11180.26,2020-09-22T19:59:00+00:00,time,1.9633465208284682
2020-09-28,LONG,11190.63,11231.26,11154.71,11219.74,11355.44,11355.44,11296.1,59.340000000000146,164.8100000000013,True,124.18000000000029,11307.140000000001,11247.800000000001,11544.500000000002,11247.800000000001,2020-09-28T16:16:00+00:00,stop,-1.0
2020-10-01,LONG,11426.54,11518.0,11414.18,11507.62,11566.9,11580.05,11547.49,32.55999999999949,140.35999999999876,True,62.04999999999927,11561.279999999999,11521.279999999999,11721.279999999999,11521.279999999999,2020-10-01T14:00:00+00:00,stop,-1.0
2020-10-07,LONG,11254.49,11341.92,11222.53,11339.34,11398.22,11445.14,11398.22,46.92000000000007,143.72999999999956,True,103.21999999999935,11439.2,11392.28,11626.880000000001,11392.28,2020-10-07T14:13:00+00:00,stop,-1.0
2020-10-08,LONG,11502.26,11584.53,11487.6,11576.2,11584.01,11589.18,11542.16,47.02000000000044,81.75,True,4.649999999999636,11549.42,11502.4,11737.500000000002,11502.4,2020-10-08T14:25:00+00:00,stop,-1.0
2020-10-12,LONG,11757.99,11805.39,11732.04,11790.2,11925.86,11957.97,11888.74,69.22999999999956,167.8700000000008,True,152.57999999999993,11907.9,11838.67,12184.819999999998,12184.819999999998,2020-10-12T18:10:00+00:00,target,4.0
2020-10-16,LONG,11911.54,11954.32,11841.57,11910.75,11975.62,11983.81,11941.83,41.97999999999956,64.07999999999993,True,29.48999999999978,11975.84,11933.86,12143.759999999998,11975.84,2020-10-16T14:50:00+00:00,stop,0.0
2020-10-30,LONG,11201.47,11249.55,11052.26,11073.1,11258.5,11292.77,11186.31,106.46000000000095,57.030000000000655,True,43.220000000001164,11193.98,11087.519999999999,11619.820000000003,11087.519999999999,2020-10-30T14:25:00+00:00,stop,-1.0
2020-11-02,LONG,11060.41,11115.88,10996.46,11106.58,11152.89,11197.16,11123.01,74.14999999999964,92.47999999999956,True,81.28000000000065,11182.240000000002,11108.090000000002,11478.84,11108.090000000002,2020-11-02T16:12:00+00:00,stop,-1.0
2020-11-04,LONG,11331.9,11777.02,11242.42,11413.98,11639.27,11682.57,11570.54,112.02999999999884,307.3700000000008,True,94.45000000000073,11629.789999999999,11517.76,12077.909999999994,11772.62,2020-11-04T20:59:00+00:00,time,1.274926359011008
2020-11-05,LONG,11827.92,12027.19,11782.48,12008.17,12040.78,12064.69,11983.81,80.88000000000102,212.86000000000058,True,37.5,12046.83,11965.949999999999,12370.350000000004,12076.02,2020-11-05T20:59:00+00:00,time,0.3609050445103875
2020-11-11,LONG,11642.28,11704.2,11582.84,11600.44,11726.48,11831.3,11710.02,121.27999999999884,84.19999999999891,True,127.09999999999854,11832.37,11711.090000000002,12317.489999999996,11890.32,2020-11-11T20:59:00+00:00,time,0.4778199208443228
2020-11-27,LONG,12163.93,12203.55,12144.84,12192.71,12236.79,12261.15,12222.27,38.8799999999992,72.86000000000058,True,57.600000000000364,12250.31,12210.31,12410.31,12250.31,2020-11-27T17:12:00+00:00,stop,0.0
2020-12-01,LONG,12317.28,12403.47,12314.81,12389.32,12379.0,12385.81,12337.16,48.649999999999636,61.719999999999345,False,17.659999999999854,12378.5,12329.85,12573.099999999999,12378.5,2020-12-01T15:36:00+00:00,stop,0.0
2020-12-15,LONG,12492.7,12499.62,12430.85,12490.51,12571.56,12590.71,12549.09,41.61999999999898,78.85999999999876,True,91.08999999999833,12567.22,12525.6,12733.699999999995,12525.6,2020-12-15T16:00:00+00:00,stop,-1.0
2020-12-17,LONG,12692.49,12743.96,12679.26,12742.69,12746.03,12769.23,12740.17,29.05999999999949,53.54000000000087,True,25.270000000000437,12750.630000000001,12710.630000000001,12910.630000000001,12710.630000000001,2020-12-17T15:58:00+00:00,stop,-1.0
2020-12-28,LONG,12750.45,12809.37,12737.49,12799.18,12828.98,12831.52,12801.09,30.43000000000029,78.52999999999884,True,22.149999999999636,12814.05,12774.05,12974.05,12774.05,2020-12-28T15:08:00+00:00,stop,-1.0
2020-12-30,LONG,12858.64,12908.21,12840.67,12897.66,12909.52,12920.99,12872.66,48.32999999999993,50.88000000000102,True,12.780000000000655,12882.09,12833.76,13075.41,12833.76,2020-12-30T15:38:00+00:00,stop,-1.0
2021-01-07,LONG,12675.88,12773.67,12667.37,12720.96,12741.46,12821.3,12739.33,81.96999999999935,65.57999999999993,True,47.6299999999992,12819.550000000001,12737.580000000002,13147.429999999998,12937.17,2021-01-07T20:59:00+00:00,time,1.434915212882761
2021-01-08,LONG,12934.17,12998.38,12932.44,12992.94,13030.8,13063.29,12998.6,64.69000000000051,96.6299999999992,True,64.91000000000167,13054.0,12989.31,13312.760000000002,12989.31,2021-01-08T15:27:00+00:00,stop,-1.0
2021-01-19,LONG,12834.75,12960.97,12834.75,12948.43,12909.25,12942.43,12901.95,40.47999999999956,74.5,False,18.539999999999054,12911.210000000001,12870.730000000001,13073.13,12870.730000000001,2021-01-19T16:18:00+00:00,stop,-1.0
2021-01-20,LONG,13065.89,13086.83,13033.8,13071.47,13150.92,13205.19,13135.42,69.77000000000044,85.03000000000065,True,118.36000000000058,13201.25,13131.48,13480.330000000002,13299.92,2021-01-20T20:59:00+00:00,time,1.4142181453346632
2021-01-25,LONG,13412.38,13494.02,13404.13,13491.01,13512.49,13569.05,13512.49,56.55999999999949,100.11000000000058,True,75.02999999999884,13564.68,13508.12,13790.919999999998,13508.12,2021-01-25T15:44:00+00:00,stop,-1.0
2021-01-28,LONG,13013.2,13139.25,12968.23,13014.61,13165.83,13259.89,13141.92,117.96999999999935,152.6299999999992,True,120.63999999999942,13254.03,13136.060000000001,13725.909999999998,13254.03,2021-01-28T20:34:00+00:00,stop,0.0
2021-02-01,LONG,12784.46,13046.42,12778.21,13028.8,13063.97,13114.12,13059.46,54.66000000000167,279.5100000000002,True,67.70000000000073,13079.33,13024.669999999998,13297.970000000007,13024.669999999998,2021-02-01T14:48:00+00:00,stop,-1.0
2021-02-02,LONG,13281.12,13385.67,13246.72,13325.55,13366.45,13417.98,13359.84,58.13999999999942,85.32999999999993,True,32.30999999999949,13415.6,13357.460000000001,13648.159999999998,13461.31,2021-02-02T20:59:00+00:00,time,0.78620571035431
2021-02-10,LONG,13698.5,13778.94,13688.64,13769.76,13751.55,13770.29,13724.02,46.27000000000044,53.04999999999927,False,8.649999999999636,13733.7,13687.43,13918.780000000002,13687.43,2021-02-10T15:19:00+00:00,stop,-1.0
2021-02-11,LONG,13671.9,13677.94,13622.27,13671.68,13726.3,13745.78,13711.21,34.57000000000153,54.399999999999636,True,67.84000000000015,13720.27,13680.27,13880.27,13680.27,2021-02-11T17:25:00+00:00,stop,-1.0
2021-02-26,LONG,12817.1,12870.86,12669.33,12796.31,12957.1,13034.42,12933.77,100.64999999999964,140.0,True,163.5599999999995,12993.24,12892.59,13395.839999999998,12892.59,2021-02-26T14:51:00+00:00,stop,-1.0
2021-03-01,LONG,13001.54,13137.46,12982.45,13116.1,13100.71,13118.73,13045.69,73.03999999999905,99.16999999999825,False,18.729999999999563,13088.369999999999,13015.33,13380.529999999995,13264.04,2021-03-01T20:58:00+00:00,time,2.405120481927768
2021-03-05,LONG,12445.35,12476.32,12308.79,12417.8,12587.38,12606.95,12449.51,157.4400000000005,142.02999999999884,True,130.63000000000102,12498.22,12340.779999999999,13127.980000000001,12340.779999999999,2021-03-05T15:31:00+00:00,stop,-1.0
2021-03-09,LONG,12381.31,12490.39,12329.93,12489.04,12614.37,12654.75,12591.08,63.67000000000007,233.0600000000013,True,164.36000000000058,12610.630000000001,12546.960000000001,12865.310000000001,12865.310000000001,2021-03-09T20:11:00+00:00,target,4.0
2021-03-10,LONG,12811.38,12830.14,12724.27,12767.84,12969.6,12971.52,12874.29,97.22999999999956,158.22000000000116,True,141.38000000000102,12921.699999999999,12824.47,13310.619999999997,12824.47,2021-03-10T15:26:00+00:00,stop,-1.0
2021-03-11,LONG,12784.04,12938.33,12726.97,12931.87,12953.67,13008.26,12934.52,73.73999999999978,169.6299999999992,True,69.93000000000029,12944.64,12870.9,13239.599999999999,13047.78,2021-03-11T20:58:00+00:00,time,1.3986981285598257
2021-03-16,LONG,13079.81,13167.74,13061.46,13164.15,13173.12,13205.26,13146.47,58.79000000000087,93.31000000000131,True,37.52000000000044,13208.210000000001,13149.42,13443.370000000004,13208.210000000001,2021-03-16T16:24:00+00:00,stop,0.0
2021-03-22,LONG,12835.09,12948.1,12832.1,12922.33,12945.13,13006.56,12943.21,63.350000000000364,110.03999999999905,True,58.45999999999913,12980.9,12917.55,13234.300000000001,13084.13,2021-03-22T19:58:00+00:00,time,1.6295185477505758
2021-03-31,LONG,12885.5,12938.97,12875.27,12896.43,12983.04,13029.64,12967.97,61.67000000000007,97.54000000000087,True,90.67000000000007,13019.02,12957.35,13265.7,13113.99,2021-03-31T19:58:00+00:00,time,1.5399708123885072
2021-04-01,LONG,13121.09,13190.21,13111.86,13183.59,13267.69,13308.76,13257.59,51.17000000000007,146.60000000000036,True,118.55000000000109,13299.35,13248.18,13504.03,13333.85,2021-04-01T19:58:00+00:00,time,0.6742231776431493
2021-04-05,LONG,13342.17,13371.31,13327.88,13340.74,13435.76,13460.68,13424.93,35.75,93.59000000000015,True,89.3700000000008,13458.230000000001,13418.230000000001,13618.230000000001,13618.230000000001,2021-04-05T18:00:00+00:00,target,4.0
2021-04-08,LONG,13640.51,13749.25,13629.72,13730.39,13742.75,13760.01,13725.34,34.67000000000007,102.23999999999978,True,10.760000000000218,13744.529999999999,13704.529999999999,13904.529999999999,13749.51,2021-04-08T19:58:00+00:00,time,0.12450000000003456
2021-04-13,LONG,13834.28,13844.54,13788.57,13797.0,13893.14,13953.32,13882.23,71.09000000000015,58.85999999999876,True,108.77999999999884,13941.26,13870.17,14225.62,13990.13,2021-04-13T19:58:00+00:00,time,0.6874384582922898
2021-04-15,LONG,13847.1,13868.57,13803.9,13869.48,13944.25,13990.76,13937.14,53.6200000000008,97.14999999999964,True,122.19000000000051,13977.199999999999,13923.579999999998,14191.680000000002,14023.11,2021-04-15T19:58:00+00:00,time,0.856210369265218
2021-04-29,LONG,13973.48,14043.92,13966.39,14023.55,14055.57,14074.51,14025.97,48.54000000000087,82.09000000000015,True,30.590000000000146,14039.93,13991.39,14234.090000000004,13991.39,2021-04-29T13:54:00+00:00,stop,-1.0
2021-05-05,LONG,13532.47,13594.44,13523.36,13553.06,13640.92,13676.16,13616.78,59.3799999999992,108.45000000000073,True,81.71999999999935,13658.14,13598.76,13895.659999999996,13598.76,2021-05-05T14:00:00+00:00,stop,-1.0
