date,side,asia_open,asia_high,asia_low,london_open,ny_open,or_high,or_low,or_range,trend_points,london_agrees,proximity_points,entry,initial_stop,target,exit,exit_time_utc,exit_reason,result_r
2021-05-07,LONG,13619.25,13667.86,13611.05,13621.45,13725.03,13748.0,13670.93,77.06999999999971,105.78000000000065,True,80.13999999999942,13716.48,13639.41,14024.759999999998,13716.48,2021-05-07T17:15:00+00:00,stop,0.0
2021-05-13,LONG,13002.51,13076.01,12997.46,13037.45,13127.11,13174.33,13118.28,56.04999999999927,124.60000000000036,True,98.31999999999971,13129.39,13073.34,13353.589999999997,13129.39,2021-05-13T15:15:00+00:00,stop,0.0
2021-05-14,LONG,13094.26,13224.51,13077.43,13220.56,13239.07,13262.62,13214.94,47.68000000000029,144.8099999999995,True,38.11000000000058,13233.240000000002,13185.560000000001,13423.960000000003,13423.960000000003,2021-05-14T18:51:00+00:00,target,4.0
2021-05-20,LONG,13210.86,13243.65,13183.3,13212.44,13297.74,13397.03,13287.33,109.70000000000073,86.8799999999992,True,153.38000000000102,13384.21,13274.509999999998,13823.010000000002,13488.56,2021-05-20T19:58:00+00:00,time,0.9512306289881465
2021-05-21,LONG,13500.73,13551.29,13497.02,13523.53,13555.47,13573.08,13505.27,67.80999999999949,54.73999999999978,True,21.789999999999054,13508.62,13440.810000000001,13779.859999999999,13440.810000000001,2021-05-21T15:54:00+00:00,stop,-1.0
2021-05-24,LONG,13379.71,13447.66,13364.74,13433.23,13513.1,13587.79,13498.54,89.25,133.39000000000124,True,140.13000000000102,13580.82,13491.57,13937.82,13641.49,2021-05-24T19:58:00+00:00,time,0.6797759103641464
2021-06-01,LONG,13683.26,13717.79,13676.62,13711.13,13756.16,13775.76,13744.69,31.06999999999971,72.89999999999964,True,57.969999999999345,13760.41,13720.41,13920.41,13720.41,2021-06-01T13:53:00+00:00,stop,-1.0
2021-06-04,LONG,13526.68,13534.91,13469.71,13518.84,13611.73,13684.14,13607.93,76.20999999999913,85.04999999999927,True,149.22999999999956,13682.91,13606.7,13987.749999999996,13767.56,2021-06-04T19:58:00+00:00,time,1.110746621178331
2021-06-08,LONG,13819.23,13866.76,13814.19,13828.54,13881.92,13917.58,13865.04,52.539999999999054,62.69000000000051,True,50.81999999999971,13914.910000000002,13862.370000000003,14125.069999999998,13862.370000000003,2021-06-08T13:52:00+00:00,stop,-1.0
2021-06-09,LONG,13821.36,13836.82,13810.58,13828.74,13876.29,13894.79,13863.55,31.2400000000016,54.93000000000029,True,57.970000000001164,13890.02,13850.02,14050.02,13850.02,2021-06-09T13:52:00+00:00,stop,-1.0
2021-06-24,LONG,14295.43,14323.1,14288.8,14313.65,14364.33,14401.9,14359.79,42.10999999999876,68.89999999999964,True,78.79999999999927,14392.31,14350.2,14560.749999999995,14392.31,2021-06-24T16:52:00+00:00,stop,0.0
2021-07-02,LONG,14549.79,14561.05,14528.16,14543.23,14646.71,14674.24,14634.72,39.52000000000044,96.91999999999825,True,113.19000000000051,14668.43,14628.43,14828.43,14727.86,2021-07-02T19:58:00+00:00,time,1.4857500000000072
2021-07-07,LONG,14785.41,14810.25,14767.46,14795.09,14887.42,14896.47,14831.04,65.42999999999847,102.01000000000022,True,86.21999999999935,14868.570000000002,14803.140000000003,15130.289999999995,14803.140000000003,2021-07-07T14:29:00+00:00,stop,-1.0
2021-07-14,LONG,14884.05,14899.27,14854.09,14873.89,14982.49,15002.78,14949.38,53.400000000001455,98.44000000000051,True,103.51000000000022,14968.37,14914.97,15181.970000000007,14914.97,2021-07-14T15:40:00+00:00,stop,-1.0
2021-07-16,LONG,14779.28,14805.9,14747.52,14795.31,14841.57,14880.23,14839.98,40.25,62.289999999999054,True,74.32999999999993,14845.380000000001,14805.130000000001,15006.380000000001,14805.130000000001,2021-07-16T14:08:00+00:00,stop,-1.0
2021-07-28,LONG,14916.82,14968.42,14904.74,14938.64,15005.77,15032.48,14913.36,119.11999999999898,88.95000000000073,True,64.05999999999949,14924.48,14805.36,15400.959999999995,15028.38,2021-07-28T19:58:00+00:00,time,0.8722296843519184
2021-08-11,LONG,15050.54,15062.45,15034.95,15047.21,15109.04,15129.21,15073.4,55.80999999999949,58.5,True,66.7599999999984,15085.640000000001,15029.830000000002,15308.88,15029.830000000002,2021-08-11T14:55:00+00:00,stop,-1.0
2021-09-10,LONG,15566.64,15610.06,15564.94,15605.13,15650.82,15678.43,15650.82,27.610000000000582,84.18000000000029,True,68.3700000000008,15669.05,15629.05,15829.05,15629.05,2021-09-10T14:05:00+00:00,stop,-1.0
2021-09-13,LONG,15480.86,15508.66,15425.53,15493.23,15561.88,15576.28,15463.85,112.43000000000029,81.01999999999862,True,67.6200000000008,15472.6,15360.17,15922.320000000002,15444.05,2021-09-13T19:58:00+00:00,time,-0.2539357822645292
2021-09-21,LONG,15031.09,15107.25,15000.16,15089.93,15100.57,15114.38,15047.76,66.61999999999898,69.47999999999956,True,7.1299999999992,15104.25,15037.630000000001,15370.729999999996,15037.630000000001,2021-09-21T14:09:00+00:00,stop,-1.0
2021-09-22,LONG,15012.98,15112.03,14949.67,15104.05,15080.98,15089.15,15033.87,55.279999999998836,68.0,False,22.88000000000102,15041.92,14986.640000000001,15263.039999999995,15172.88,2021-09-22T19:58:00+00:00,time,2.3690303907380947
2021-09-30,LONG,14772.83,14894.61,14772.49,14870.84,14824.9,14887.8,14823.68,64.11999999999898,52.06999999999971,False,6.81000000000131,14857.130000000001,14793.010000000002,15113.609999999997,14793.010000000002,2021-09-30T14:55:00+00:00,stop,-1.0
2021-10-07,LONG,14806.39,14917.59,14806.02,14901.81,14894.48,14961.07,14873.35,87.71999999999935,88.09000000000015,False,43.47999999999956,14946.57,14858.85,15297.449999999997,14884.54,2021-10-07T19:58:00+00:00,time,-0.7071363429092488
2021-10-12,LONG,14700.27,14707.47,14605.0,14615.94,14771.55,14791.27,14703.89,87.38000000000102,71.27999999999884,True,83.80000000000109,14706.890000000001,14619.51,15056.410000000005,14681.01,2021-10-12T19:58:00+00:00,time,-0.29617761501488576
2021-10-13,LONG,14617.01,14658.48,14608.46,14646.45,14760.55,14792.41,14732.97,59.44000000000051,143.53999999999905,True,133.9300000000003,14773.880000000001,14714.44,15011.640000000003,14714.44,2021-10-13T13:54:00+00:00,stop,-1.0
2021-10-14,LONG,14805.76,14892.91,14804.0,14890.82,14935.37,14964.28,14904.99,59.29000000000087,129.61000000000058,True,71.3700000000008,14943.97,14884.679999999998,15181.130000000003,15038.58,2021-10-14T19:58:00+00:00,time,1.5957159723393353
2021-10-25,LONG,15344.32,15396.2,15309.46,15394.38,15415.46,15443.74,15334.67,109.06999999999971,71.13999999999942,True,47.539999999999054,15370.23,15261.16,15806.509999999998,15502.53,2021-10-25T19:58:00+00:00,time,1.2129824883102727
2021-10-26,LONG,15541.39,15603.5,15537.04,15596.14,15611.24,15670.66,15593.03,77.6299999999992,69.85000000000036,True,67.15999999999985,15663.52,15585.890000000001,15974.039999999997,15585.890000000001,2021-10-26T16:04:00+00:00,stop,-1.0
2021-10-28,LONG,15619.85,15644.18,15606.38,15607.7,15680.83,15700.02,15649.81,50.210000000000946,60.97999999999956,True,55.840000000000146,15683.81,15633.599999999999,15884.650000000003,15772.44,2021-10-28T19:58:00+00:00,time,1.7651862178848705
2021-11-05,LONG,16358.24,16358.24,16323.04,16342.95,16425.6,16458.12,16401.58,56.539999999997235,67.35999999999876,True,99.8799999999992,16438.73,16382.190000000002,16664.88999999999,16382.190000000002,2021-11-05T16:57:00+00:00,stop,-1.0
2021-11-09,LONG,16322.81,16337.26,16292.58,16323.54,16391.85,16400.24,16364.21,36.030000000002474,69.03999999999905,True,62.98000000000138,16374.1,16334.1,16534.1,16334.1,2021-11-09T14:49:00+00:00,stop,-1.0
2021-11-11,LONG,15995.09,16052.38,15984.09,16030.76,16113.4,16117.58,16061.97,55.61000000000058,118.30999999999949,True,65.20000000000073,16074.81,16019.199999999999,16297.250000000002,16019.199999999999,2021-11-11T20:11:00+00:00,stop,-1.0
2021-11-18,LONG,16329.93,16372.8,16327.3,16370.54,16402.88,16402.88,16355.85,47.030000000000655,72.95000000000073,True,30.080000000001746,16384.07,16337.039999999999,16572.190000000002,16337.039999999999,2021-11-18T15:12:00+00:00,stop,-1.0
2021-11-19,LONG,16503.28,16593.06,16497.41,16567.31,16556.53,16569.86,16520.82,49.04000000000087,53.25,False,23.200000000000728,16574.2,16525.16,16770.360000000004,16574.2,2021-11-19T18:28:00+00:00,stop,0.0
2021-11-29,LONG,16157.73,16261.8,16154.45,16217.0,16253.16,16291.91,16222.23,69.68000000000029,95.43000000000029,True,30.110000000000582,16273.48,16203.8,16552.2,16410.25,2021-11-29T20:58:00+00:00,time,1.962830080367392
2021-12-01,LONG,16256.38,16413.56,16193.59,16386.7,16356.83,16363.54,16281.42,82.1200000000008,100.45000000000073,False,50.02000000000044,16310.81,16228.689999999999,16639.29,16310.81,2021-12-01T17:53:00+00:00,stop,0.0
2021-12-03,LONG,15978.33,16026.64,15872.14,16004.44,16063.93,16098.55,15942.6,155.9499999999989,85.60000000000036,True,71.90999999999985,15963.74,15807.79,16587.539999999994,15807.79,2021-12-03T15:01:00+00:00,stop,-1.0
2021-12-07,LONG,15852.48,16002.56,15835.86,15998.88,16139.51,16186.55,16132.81,53.73999999999978,287.03000000000065,True,183.98999999999978,16179.490000000002,16125.750000000002,16394.45,16309.44,2021-12-07T20:58:00+00:00,time,2.418124302195747
2021-12-10,LONG,16185.66,16205.34,16156.89,16176.64,16281.7,16339.64,16255.91,83.72999999999956,96.04000000000087,True,134.29999999999927,16267.49,16183.76,16602.409999999996,16183.76,2021-12-10T15:49:00+00:00,stop,-1.0
2021-12-21,LONG,15720.3,15839.67,15688.72,15796.04,15778.45,15810.53,15721.41,89.1200000000008,58.150000000001455,False,29.139999999999418,15741.21,15652.089999999998,16097.690000000002,15652.089999999998,2021-12-21T15:25:00+00:00,stop,-1.0
2022-01-12,LONG,15833.0,15905.63,15815.44,15881.6,15950.19,16002.73,15907.29,95.43999999999869,117.19000000000051,True,97.10000000000036,15932.14,15836.7,16313.899999999994,15836.7,2022-01-12T16:06:00+00:00,stop,-1.0
2022-01-13,LONG,15904.63,15908.08,15832.08,15875.04,15964.6,15989.9,15926.01,63.88999999999942,59.970000000001164,True,81.81999999999971,15973.78,15909.890000000001,16229.339999999998,15909.890000000001,2022-01-13T15:05:00+00:00,stop,-1.0
2022-01-20,LONG,15037.17,15175.84,15008.02,15140.99,15180.95,15270.4,15173.68,96.71999999999935,143.78000000000065,True,94.55999999999949,15273.09,15176.37,15659.969999999998,15176.37,2022-01-20T19:12:00+00:00,stop,-1.0
2022-01-27,LONG,14279.41,14293.34,13858.42,13986.66,14345.87,14365.0,14244.86,120.13999999999942,66.46000000000095,True,71.65999999999985,14359.91,14239.77,14840.469999999998,14239.77,2022-01-27T15:31:00+00:00,stop,-1.0
2022-01-31,LONG,14422.57,14511.97,14364.3,14485.48,14496.44,14593.37,14426.69,166.6800000000003,73.8700000000008,True,81.40000000000146,14575.5,14408.82,15242.220000000001,14912.82,2022-01-31T20:58:00+00:00,time,2.0237580993520465
2022-02-01,LONG,14876.7,14960.39,14830.09,14913.59,14953.0,14960.63,14797.54,163.08999999999833,76.29999999999927,True,0.23999999999978172,14818.300000000001,14655.210000000003,15470.659999999994,15017.42,2022-02-01T20:58:00+00:00,time,1.2209209638849778
2022-02-02,LONG,15125.65,15209.78,15121.3,15185.4,15178.78,15188.59,15074.87,113.71999999999935,53.13000000000102,False,21.19000000000051,15100.96,14987.24,15555.839999999997,14987.24,2022-02-02T16:13:00+00:00,stop,-1.0
2022-02-09,LONG,14785.95,14829.34,14760.89,14792.93,14929.95,14961.08,14899.93,61.149999999999636,144.0,True,131.73999999999978,14931.36,14870.210000000001,15175.96,14870.210000000001,2022-02-09T15:19:00+00:00,stop,-1.0
2022-02-15,LONG,14302.77,14341.3,14232.51,14266.82,14479.18,14528.82,14456.04,72.77999999999884,176.40999999999985,True,187.52000000000044,14502.39,14429.61,14793.509999999995,14603.44,2022-02-15T20:58:00+00:00,time,1.3884308876065226
2022-02-25,LONG,13861.61,13944.06,13811.05,13857.07,13996.96,14015.58,13876.44,139.13999999999942,135.34999999999854,True,71.52000000000044,13890.14,13751.0,14446.699999999997,14177.1,2022-02-25T20:58:00+00:00,time,2.0623832111542484
2022-02-28,LONG,13820.55,14021.65,13759.19,13991.34,14044.7,14115.29,14032.66,82.63000000000102,224.15000000000146,True,93.64000000000124,14054.029999999999,13971.399999999998,14384.550000000003,14054.029999999999,2022-02-28T15:12:00+00:00,stop,0.0
2022-03-02,LONG,14020.78,14098.82,13915.82,13972.98,14070.85,14112.93,14014.68,98.25,50.06999999999971,True,14.110000000000582,14106.39,14008.14,14499.39,14008.14,2022-03-02T15:08:00+00:00,stop,-1.0
2022-03-03,LONG,14205.18,14255.92,14184.64,14214.24,14349.81,14354.7,14274.13,80.57000000000153,144.6299999999992,True,98.78000000000065,14282.6,14202.029999999999,14604.880000000006,14202.029999999999,2022-03-03T15:15:00+00:00,stop,-1.0
2022-03-09,LONG,13239.04,13438.04,13224.18,13422.51,13604.94,13620.24,13525.67,94.56999999999971,365.89999999999964,True,182.1999999999989,13556.32,13461.75,13934.599999999999,13722.6,2022-03-09T20:58:00+00:00,time,1.7582742941736402
2022-03-11,LONG,13596.33,13660.8,13455.44,13601.71,13709.83,13721.96,13605.8,116.15999999999985,113.5,True,61.159999999999854,13637.67,13521.51,14102.31,13521.51,2022-03-11T15:09:00+00:00,stop,-1.0
2022-03-15,LONG,13077.77,13144.88,13054.78,13065.71,13164.6,13212.68,13096.73,115.95000000000073,86.82999999999993,True,67.80000000000109,13118.130000000001,13002.18,13581.930000000004,13455.5,2022-03-15T19:58:00+00:00,time,2.9096162138852684
2022-03-16,LONG,13445.78,13600.57,13423.39,13599.31,13623.18,13722.43,13617.59,104.84000000000015,177.39999999999964,True,121.86000000000058,13715.41,13610.57,14134.77,13715.41,2022-03-16T17:05:00+00:00,stop,0.0
2022-03-24,LONG,14472.23,14551.67,14454.44,14515.52,14526.24,14554.17,14476.86,77.30999999999949,54.01000000000022,True,2.5,14536.839999999998,14459.529999999999,14846.079999999996,14459.529999999999,2022-03-24T14:18:00+00:00,stop,-1.0
2022-03-29,LONG,14978.66,15040.45,14960.94,15033.75,15153.14,15221.41,15140.87,80.53999999999905,174.47999999999956,True,180.95999999999913,15163.460000000001,15082.920000000002,15485.619999999997,15082.920000000002,2022-03-29T14:08:00+00:00,stop,-1.0
2022-04-04,LONG,14844.45,14900.92,14805.93,14887.44,14900.41,14998.59,14888.47,110.1200000000008,55.95999999999913,True,97.67000000000007,14997.039999999999,14886.919999999998,15437.520000000002,15158.42,2022-04-04T19:58:00+00:00,time,1.465492190337812
2022-04-12,LONG,14016.05,14021.67,13906.23,13983.49,14200.45,14201.51,14114.83,86.68000000000029,184.40000000000146,True,179.84000000000015,14178.64,14091.96,14525.36,14178.64,2022-04-12T14:31:00+00:00,stop,0.0
2022-04-20,LONG,14112.87,14129.95,14050.16,14099.13,14253.05,14272.0,14127.72,144.28000000000065,140.17999999999847,True,142.04999999999927,14133.61,13989.33,14710.730000000003,13989.33,2022-04-20T16:23:00+00:00,stop,-1.0
2022-04-21,LONG,14082.36,14136.96,14060.26,14094.35,14177.55,14286.55,14169.61,116.93999999999869,95.18999999999869,True,149.59000000000015,14275.310000000001,14158.370000000003,14743.069999999996,14158.370000000003,2022-04-21T14:13:00+00:00,stop,-1.0
2022-05-10,LONG,12237.7,12412.24,12107.52,12403.0,12502.9,12549.49,12398.96,150.53000000000065,265.1999999999989,True,137.25,12405.26,12254.73,13007.380000000003,12254.73,2022-05-10T15:03:00+00:00,stop,-1.0
2022-05-13,LONG,11945.21,12149.44,11931.54,12117.14,12136.05,12199.62,12067.89,131.73000000000138,190.84000000000015,True,50.18000000000029,12201.5,12069.769999999999,12728.420000000006,12375.96,2022-05-13T19:58:00+00:00,time,1.3243756167919023
2022-05-17,LONG,12259.68,12354.55,12247.58,12354.92,12491.27,12534.64,12457.8,76.84000000000015,231.59000000000015,True,180.09000000000015,12520.84,12444.0,12828.2,12444.0,2022-05-17T13:55:00+00:00,stop,-1.0
2022-05-20,LONG,11920.84,12028.7,11893.6,11981.45,12021.41,12049.66,11944.04,105.61999999999898,100.56999999999971,True,20.959999999999127,12035.25,11929.630000000001,12457.729999999996,11929.630000000001,2022-05-20T14:07:00+00:00,stop,-1.0
2022-05-30,LONG,12689.29,12866.7,12687.43,12844.49,12754.29,12771.6,12744.88,26.720000000001164,65.0,False,95.10000000000036,12760.26,12720.26,12920.26,12812.11,2022-05-30T16:59:00+00:00,time,1.296250000000009
2022-06-01,LONG,12669.73,12723.15,12614.91,12662.3,12733.22,12811.32,12733.22,78.10000000000036,63.48999999999978,True,88.17000000000007,12779.96,12701.859999999999,13092.36,12701.859999999999,2022-06-01T14:08:00+00:00,stop,-1.0
2022-06-06,LONG,12533.13,12659.63,12525.48,12655.78,12740.76,12782.03,12689.96,92.07000000000153,207.63000000000102,True,122.40000000000146,12733.51,12641.439999999999,13101.790000000006,12641.439999999999,2022-06-06T15:17:00+00:00,stop,-1.0
2022-06-15,LONG,11358.44,11424.47,11333.86,11384.01,11459.98,11516.91,11432.2,84.70999999999913,101.53999999999905,True,92.44000000000051,11511.17,11426.460000000001,11850.009999999997,11511.17,2022-06-15T18:01:00+00:00,stop,0.0
2022-06-21,LONG,11384.71,11479.55,11373.48,11429.53,11454.32,11574.47,11449.93,124.53999999999905,69.61000000000058,True,94.92000000000007,11562.230000000001,11437.690000000002,12060.389999999998,11537.86,2022-06-21T19:58:00+00:00,time,-0.19568010277823178
2022-06-23,LONG,11502.05,11578.11,11435.16,11537.72,11636.03,11655.74,11534.4,121.34000000000015,133.98000000000138,True,77.6299999999992,11575.37,11454.03,12060.730000000001,11575.37,2022-06-23T16:04:00+00:00,stop,0.0
2022-06-24,LONG,11669.88,11847.83,11661.51,11800.75,11823.5,11932.63,11812.25,120.3799999999992,153.6200000000008,True,84.79999999999927,11935.689999999999,11815.31,12417.209999999995,12095.99,2022-06-24T19:58:00+00:00,time,1.331616547599287
2022-06-27,LONG,12080.28,12202.97,12046.76,12113.87,12160.19,12183.85,12021.23,162.6200000000008,79.90999999999985,True,19.11999999999898,12036.69,11874.07,12687.170000000004,12000.44,2022-06-27T19:58:00+00:00,time,-0.2229123109088662
2022-07-15,LONG,11798.09,11841.97,11765.28,11764.1,11898.86,11958.08,11891.11,66.96999999999935,100.77000000000044,True,116.11000000000058,11910.43,11843.460000000001,12178.309999999998,11843.460000000001,2022-07-15T13:51:00+00:00,stop,-1.0
2022-07-18,LONG,12021.95,12102.81,12003.5,12100.11,12098.65,12130.82,12064.43,66.38999999999942,76.69999999999891,False,28.01000000000022,12111.56,12045.17,12377.119999999997,12045.17,2022-07-18T17:35:00+00:00,stop,-1.0
2022-07-19,LONG,11892.14,11928.69,11882.87,11908.54,12036.3,12055.33,11977.01,78.31999999999971,144.15999999999985,True,126.63999999999942,11998.85,11920.53,12312.13,12246.91,2022-07-19T19:58:00+00:00,time,3.167262512768136
2022-07-21,LONG,12405.77,12465.86,12371.94,12418.87,12459.76,12485.1,12386.54,98.55999999999949,53.98999999999978,True,19.23999999999978,12434.93,12336.37,12829.169999999998,12615.14,2022-07-21T19:58:00+00:00,time,1.8284293831168836
2022-07-22,LONG,12529.45,12544.98,12498.8,12527.57,12580.92,12623.93,12541.66,82.27000000000044,51.469999999999345,True,78.95000000000073,12601.6,12519.33,12930.680000000002,12519.33,2022-07-22T15:04:00+00:00,stop,-1.0
2022-08-03,LONG,12897.11,12935.99,12849.41,12919.14,12975.1,13070.87,12972.32,98.55000000000109,77.98999999999978,True,134.88000000000102,13058.75,12960.199999999999,13452.950000000004,13256.15,2022-08-03T19:58:00+00:00,time,2.0030441400304153
2022-08-08,LONG,13173.97,13252.7,13149.64,13248.72,13245.33,13356.51,13212.14,144.3700000000008,71.36000000000058,False,103.80999999999949,13359.99,13215.619999999999,13937.470000000003,13215.619999999999,2022-08-08T15:42:00+00:00,stop,-1.0
2022-08-11,LONG,13352.9,13462.42,13352.9,13448.38,13472.57,13492.27,13437.62,54.649999999999636,119.67000000000007,True,29.850000000000364,13466.72,13412.07,13685.319999999998,13466.72,2022-08-11T14:47:00+00:00,stop,0.0
2022-08-12,LONG,13306.52,13345.32,13293.28,13342.77,13388.25,13413.72,13342.48,71.23999999999978,81.72999999999956,True,68.39999999999964,13412.980000000001,13341.740000000002,13697.94,13560.67,2022-08-12T19:58:00+00:00,time,2.073133071308242
2022-08-25,LONG,12930.58,13069.4,12910.46,13052.83,12992.32,12999.0,12951.92,47.07999999999993,61.73999999999978,False,70.39999999999964,12961.93,12914.85,13150.25,13136.66,2022-08-25T19:58:00+00:00,time,3.7113423959218315
2022-08-30,LONG,12485.75,12555.05,12473.98,12540.41,12555.8,12577.3,12493.5,83.79999999999927,70.04999999999927,True,22.25,12498.85,12415.050000000001,12834.049999999997,12415.050000000001,2022-08-30T14:07:00+00:00,stop,-1.0
2022-08-31,LONG,12346.74,12468.68,12339.81,12436.64,12468.54,12484.62,12385.26,99.36000000000058,121.80000000000109,True,15.94000000000051,12481.62,12382.26,12879.060000000003,12382.26,2022-08-31T14:28:00+00:00,stop,-1.0
2022-09-02,LONG,12290.05,12305.44,12235.22,12302.88,12399.26,12407.25,12284.75,122.5,109.21000000000095,True,101.80999999999949,12299.9,12177.4,12789.9,12299.9,2022-09-02T16:26:00+00:00,stop,0.0
2022-09-09,LONG,12328.07,12411.32,12326.78,12378.57,12414.06,12477.67,12414.06,63.61000000000058,85.98999999999978,True,66.35000000000036,12444.23,12380.619999999999,12698.670000000002,12591.01,2022-09-09T19:58:00+00:00,time,2.307498820940093
2022-09-27,LONG,11253.82,11401.79,11252.96,11375.58,11406.19,11503.92,11396.42,107.5,152.3700000000008,True,102.1299999999992,11479.199999999999,11371.699999999999,11909.199999999999,11371.699999999999,2022-09-27T14:02:00+00:00,stop,-1.0
2022-10-03,LONG,10933.59,11004.64,10831.75,10950.79,11051.66,11073.18,10988.4,84.78000000000065,118.06999999999971,True,68.54000000000087,11033.43,10948.65,11372.550000000003,11231.52,2022-10-03T19:58:00+00:00,time,2.3365180467091133
2022-10-04,LONG,11244.19,11389.96,11224.88,11388.34,11456.14,11513.79,11456.14,57.650000000001455,211.9499999999989,True,123.83000000000175,11504.359999999999,11446.709999999997,11734.960000000005,11504.359999999999,2022-10-04T17:13:00+00:00,stop,0.0
2022-10-10,LONG,10960.21,11028.33,10934.69,10972.92,11055.22,11070.3,10969.44,100.85999999999876,95.01000000000022,True,41.969999999999345,10993.89,10893.03,11397.329999999994,10893.03,2022-10-10T14:53:00+00:00,stop,-1.0
2022-10-14,LONG,11014.18,11135.88,10973.9,11102.8,11131.74,11158.27,11051.32,106.95000000000073,117.55999999999949,True,22.390000000001237,11053.12,10946.17,11480.920000000004,10946.17,2022-10-14T14:00:00+00:00,stop,-1.0
2022-10-18,LONG,11146.39,11320.36,11130.73,11267.87,11358.29,11384.68,11300.99,83.69000000000051,211.90000000000146,True,64.31999999999971,11324.54,11240.85,11659.300000000003,11240.85,2022-10-18T14:24:00+00:00,stop,-1.0
2022-10-28,LONG,11119.71,11152.82,11046.0,11058.14,11175.52,11328.0,11171.77,156.22999999999956,55.81000000000131,True,175.1800000000003,11319.580000000002,11163.350000000002,11944.5,11545.54,2022-10-28T19:58:00+00:00,time,1.446329130128655
2022-11-01,LONG,11430.65,11508.86,11426.69,11505.09,11563.41,11583.89,11532.45,51.43999999999869,132.76000000000022,True,75.02999999999884,11549.41,11497.970000000001,11755.169999999995,11497.970000000001,2022-11-01T13:47:00+00:00,stop,-1.0
2022-11-04,LONG,10681.07,10795.39,10674.52,10782.34,10902.89,10931.56,10709.73,221.82999999999993,221.8199999999997,True,136.17000000000007,10714.08,10492.25,11601.4,10714.08,2022-11-04T15:48:00+00:00,stop,0.0
2022-11-07,LONG,10772.56,10863.01,10757.53,10792.48,10914.34,10942.13,10839.45,102.67999999999847,141.78000000000065,True,79.11999999999898,10865.72,10763.04,11276.439999999993,10989.44,2022-11-07T20:58:00+00:00,time,1.2049084534476335
2022-11-08,LONG,10991.42,11038.01,10953.18,10958.7,11050.18,11056.55,10989.51,67.03999999999905,58.76000000000022,True,18.539999999999054,11011.91,10944.87,11280.069999999996,11011.91,2022-11-08T18:56:00+00:00,stop,0.0
2022-11-18,LONG,11716.3,11726.02,11662.46,11684.33,11813.68,11816.55,11722.96,93.59000000000015,97.38000000000102,True,90.52999999999884,11741.15,11647.56,12115.51,11647.56,2022-11-18T15:56:00+00:00,stop,-1.0
2022-12-08,LONG,11508.4,11535.43,11429.89,11525.98,11559.09,11565.81,11482.21,83.60000000000036,50.69000000000051,True,30.3799999999992,11485.029999999999,11401.429999999998,11819.43,11640.49,2022-12-08T20:58:00+00:00,time,1.8595693779904339
2022-12-29,LONG,10706.75,10731.78,10691.98,10729.23,10800.99,10882.53,10770.82,111.71000000000095,94.23999999999978,True,150.75,10867.960000000001,10756.25,11314.800000000005,10950.34,2022-12-29T20:58:00+00:00,time,0.7374451705308254
2023-01-03,LONG,10967.58,11005.1,10870.59,11005.07,11037.69,11099.36,10991.97,107.39000000000124,70.11000000000058,True,94.26000000000022,11060.689999999999,10953.299999999997,11490.250000000004,10953.299999999997,2023-01-03T14:52:00+00:00,stop,-1.0
2023-01-04,LONG,10865.56,10923.5,10857.6,10918.98,10955.03,10966.64,10883.19,83.44999999999891,89.47000000000116,True,43.13999999999942,10894.859999999999,10811.41,11228.659999999994,10811.41,2023-01-04T15:06:00+00:00,stop,-1.0
2023-01-06,LONG,10760.99,10806.86,10740.52,10743.79,10811.65,10866.75,10701.18,165.5699999999997,50.659999999999854,True,59.88999999999942,10712.460000000001,10546.890000000001,11374.74,11034.97,2023-01-06T20:58:00+00:00,time,1.9478770308630728
2023-01-09,LONG,11065.72,11101.77,11048.03,11054.33,11125.36,11169.56,11119.43,50.1299999999992,59.64000000000124,True,67.78999999999905,11170.37,11120.240000000002,11370.889999999998,11170.37,2023-01-09T19:58:00+00:00,stop,0.0
2023-01-18,LONG,11533.25,11626.58,11516.9,11582.88,11631.66,11660.32,11607.67,52.649999999999636,98.40999999999985,True,33.73999999999978,11626.28,11573.630000000001,11836.88,11626.28,2023-01-18T15:19:00+00:00,stop,0.0
2023-01-26,LONG,11850.73,11899.74,11825.22,11881.41,11960.32,12017.06,11945.75,71.30999999999949,109.59000000000015,True,117.31999999999971,11959.54,11888.230000000001,12244.779999999999,11888.230000000001,2023-01-26T15:54:00+00:00,stop,-1.0
2023-02-02,LONG,12496.55,12498.82,12453.02,12469.69,12633.39,12686.65,12623.1,63.54999999999927,136.84000000000015,True,187.82999999999993,12663.52,12599.970000000001,12917.719999999998,12599.970000000001,2023-02-02T15:00:00+00:00,stop,-1.0
2023-02-09,LONG,12512.5,12576.5,12512.5,12565.66,12682.1,12687.07,12597.16,89.90999999999985,169.60000000000036,True,110.56999999999971,12602.28,12512.37,12961.92,12512.37,2023-02-09T17:33:00+00:00,stop,-1.0
2023-02-13,LONG,12272.43,12298.93,12230.32,12291.63,12367.78,12394.14,12318.04,76.09999999999854,95.35000000000036,True,95.20999999999913,12382.72,12306.62,12687.119999999994,12490.78,2023-02-13T20:58:00+00:00,time,1.4199737187911088
2023-02-23,LONG,12136.5,12185.3,12131.56,12155.6,12224.21,12231.99,12169.78,62.20999999999913,87.70999999999913,True,46.69000000000051,12190.3,12128.09,12439.139999999996,12128.09,2023-02-23T15:31:00+00:00,stop,-1.0
