proximity_threshold,minimum_trend,require_london_agreement,direction_mode,maximum_opening_range,stop_range_multiple,minimum_stop_points,reward_risk,trailing_mode,exit_minute,outcome_index,robust_lcb_score,train_trades,train_pf,train_mean_r,train_win_rate,validation_trades,validation_pf,validation_mean_r,validation_win_rate,positive_preholdout_years,tested_preholdout_years,preholdout_return_pct,preholdout_pf,preholdout_dd_pct,stability_score,yearly_returns_json
200.0,0.0,True,long,200.0,1.25,20.0,4.0,none,960,362,-0.0803055539727211,475,1.1569764614105225,0.0793609768152237,45.26315789473684,109,1.1753073930740356,0.09653835743665695,40.36697247706422,5,5,54.4027686472621,1.1606422344060048,14.261084885407795,-0.05882772374353669,"{""2020"": 13.299232796596128, ""2021"": 10.763313201484937, ""2022"": 11.381233748492248, ""2023"": 12.072005208242786, ""2024"": 9.867297129367225}"
200.0,0.0,True,long,100.0,1.0,20.0,3.0,be_1r,960,200,-0.0709349662065506,412,1.12124502658844,0.05948002263903618,32.038834951456316,94,1.2381988763809204,0.13223405182361603,29.78723404255319,4,5,38.26711107911742,1.1452443772626493,14.120149258219788,-0.05917526472299017,"{""2020"": -1.4791097686290278, ""2021"": 22.428984321150082, ""2022"": 7.160992891222917, ""2023"": 8.925401642202946, ""2024"": 12.004461426990298}"
200.0,50.0,False,long,200.0,1.0,20.0,3.0,none,960,197,-0.07500939071178436,272,1.0566350221633911,0.034219950437545776,37.13235294117647,82,1.3705536127090454,0.2254481464624405,36.58536585365854,4,5,27.116026053747945,1.1297376185222163,13.017871222140547,-0.061045133156065454,"{""2020"": 6.5583571892005255, ""2021"": 2.725274410563716, ""2022"": 7.613149903873095, ""2023"": -8.215775076486164, ""2024"": 18.933774333856903}"
200.0,0.0,False,long,200.0,1.25,40.0,4.0,be_1r,960,440,-0.08443428575992584,619,1.1363022327423096,0.06005135178565979,40.38772213247172,143,1.122886061668396,0.06393693387508392,35.66433566433567,5,5,50.426213895926296,1.1334263345767106,13.48596892974881,-0.06140622361942346,"{""2020"": 14.42899319857407, ""2021"": 15.339478125163296, ""2022"": 4.4178649727721675, ""2023"": 5.233655787498281, ""2024"": 8.10764058281508}"
200.0,0.0,False,long,100.0,1.25,20.0,4.0,none,960,362,-0.08547794818878174,529,1.121039867401123,0.06275016814470291,43.28922495274102,122,1.150802731513977,0.0874670147895813,38.52459016393443,5,5,46.53124190094751,1.1271438618503473,13.353330784108728,-0.06218460975699919,"{""2020"": 13.943208852074317, ""2021"": 6.400877412997397, ""2022"": 6.981898202086456, ""2023"": 11.80424166478038, ""2024"": 9.788823925559242}"
200.0,100.0,False,short,200.0,0.75,40.0,2.0,be_1r,840,109,-0.07890859991312027,116,1.1443085670471191,0.0691285952925682,30.17241379310345,21,1.7069165706634521,0.3029642701148987,42.857142857142854,4,5,14.23130400404171,1.2227295843363024,12.085420569865772,-0.06307944105285182,"{""2020"": 0.37612261460582275, ""2021"": 8.301393064267737, ""2022"": 1.0493120786797538, ""2023"": -5.964159339351916, ""2024"": 6.367711559028177}"
200.0,0.0,True,long,100.0,1.25,40.0,3.0,be_1r,960,425,-0.08842521160840988,412,1.1658272743225098,0.07365552335977554,40.53398058252427,94,1.1785954236984253,0.09347385913133621,37.234042553191486,5,5,42.527675664632,1.1685326034421766,12.507379646515798,-0.06343997090144148,"{""2020"": 12.20952451180417, ""2021"": 11.64046202834128, ""2022"": 2.8464264225900093, ""2023"": 10.527389433249624, ""2024"": 8.232115828084407}"
200.0,0.0,True,long,400.0,1.25,20.0,4.0,none,960,362,-0.0850244089961052,476,1.1589006185531616,0.08016501367092133,45.378151260504204,111,1.1620867252349854,0.08910999447107315,40.54054054054054,5,5,54.13100728667261,1.1595463889611748,14.26108488540781,-0.06354657876692081,"{""2020"": 13.299232796596128, ""2021"": 10.763313201484937, ""2022"": 11.895908138740086, ""2023"": 12.072005208242786, ""2024"": 9.169467618409666}"
200.0,0.0,True,long,100.0,1.25,20.0,4.0,none,960,362,-0.08759590983390808,412,1.1364737749099731,0.07118561863899231,44.417475728155345,94,1.192991018295288,0.10958623886108398,39.361702127659576,5,5,42.276078459447184,1.1477184665838251,13.17493142511871,-0.0639457726841455,"{""2020"": 10.80953952725585, ""2021"": 8.289189184788093, ""2022"": 5.071308167194277, ""2023"": 14.645252051700908, ""2024"": 9.717234412300236}"
200.0,0.0,False,long,100.0,1.25,40.0,4.0,be_1r,960,440,-0.08602960407733917,529,1.1510961055755615,0.06673061847686768,39.69754253308129,122,1.1517901420593262,0.08035299181938171,34.42622950819672,5,5,49.456265584084406,1.151246345469552,14.157212793197882,-0.06434402966373494,"{""2020"": 14.351434600495017, ""2021"": 11.799707640284328, ""2022"": 3.25287905945828, ""2023"": 8.31357634572667, ""2024"": 8.948979145649027}"
200.0,0.0,True,long,200.0,1.25,40.0,2.0,m15_1_5r,960,416,-0.0927831381559372,475,1.148177146911621,0.07022080570459366,48.21052631578947,109,1.1045963764190674,0.05358987674117088,44.03669724770643,5,5,42.668398152019634,1.1395144772925891,10.784607168577406,-0.064352352493092,"{""2020"": 4.6729376173846315, ""2021"": 8.740751115244061, ""2022"": 10.124743267494441, ""2023"": 17.93025977102016, ""2024"": 5.206950476558148}"
200.0,0.0,True,long,400.0,1.25,20.0,3.0,be_1r,960,350,-0.09105482697486877,476,1.1645588874816895,0.07328777760267258,40.54621848739496,111,1.138608455657959,0.07174308598041534,37.83783783783784,5,5,47.23833301297087,1.1590253786344649,11.810541952116056,-0.06467591087910088,"{""2020"": 12.756898731169542, ""2021"": 12.564367408424415, ""2022"": 11.762558174819615, ""2023"": 7.599338941125611, ""2024"": 7.234874025106763}"
200.0,0.0,False,long,400.0,1.25,40.0,4.0,be_1r,960,440,-0.08794543147087097,621,1.1435929536819458,0.0630597174167633,40.57971014492754,145,1.1128815412521362,0.0587000697851181,35.86206896551724,5,5,52.453236158465884,1.136940652500351,13.485968929748756,-0.06491736933036849,"{""2020"": 16.17542410767687, ""2021"": 15.339478125163296, ""2022"": 4.900362779424139, ""2023"": 5.233655787498281, ""2024"": 7.420987648504296}"
150.0,0.0,True,long,100.0,1.0,40.0,4.0,be_1r,960,290,-0.08939895033836365,400,1.1520968675613403,0.07185101509094238,35.0,84,1.2470424175262451,0.13793808221817017,29.761904761904763,5,5,43.17693395364679,1.1709774615216675,13.044236962950842,-0.06548742426426533,"{""2020"": 3.8800570891396102, ""2021"": 16.512883415757607, ""2022"": 5.6579156846023215, ""2023"": 8.752169853019343, ""2024"": 11.070257075198843}"
200.0,50.0,False,long,100.0,1.25,40.0,2.0,be_1r,960,410,-0.08780496567487717,224,1.1256500482559204,0.058885157108306885,39.285714285714285,68,1.2232654094696045,0.11348769813776016,39.705882352941174,5,5,20.760438264453462,1.149829809939693,14.173029273765131,-0.06615102422240743,"{""2020"": 5.390498718457781, ""2021"": 2.325991707872732, ""2022"": 3.4968739013275796, ""2023"": 0.6790048814571348, ""2024"": 7.416954697521461}"
200.0,50.0,False,long,100.0,1.0,40.0,4.0,be_1r,840,289,-0.07943591475486755,224,1.0584940910339355,0.028377940878272057,32.589285714285715,68,1.437231183052063,0.21780148148536682,32.35294117647059,4,5,20.384966296399032,1.148494482549504,13.52580312059902,-0.06648752099606559,"{""2020"": 1.1968588674542646, ""2021"": 9.771677363366349, ""2022"": 0.11813540500769104, ""2023"": -5.967816576568308, ""2024"": 14.966564149101869}"
200.0,0.0,False,long,200.0,1.25,20.0,4.0,be_1r,960,365,-0.08956743776798248,619,1.110492467880249,0.050220489501953125,38.933764135702745,143,1.1125673055648804,0.05904587730765343,34.96503496503497,5,5,40.4039356395721,1.1109287826780394,13.666700083335629,-0.06690083793465373,"{""2020"": 14.67644721446737, ""2021"": 13.346195105147117, ""2022"": 4.693341975520582, ""2023"": 4.277914975382369, ""2024"": 7.349811710827803}"
200.0,50.0,False,long,100.0,1.25,20.0,2.0,be_1r,960,335,-0.09074174612760544,224,1.1234676837921143,0.058516304939985275,38.839285714285715,68,1.2170096635818481,0.11063224822282791,38.23529411764706,5,5,20.400265486938164,1.1464940225992688,13.576751209326588,-0.06789524854625861,"{""2020"": 5.908484410623616, ""2021"": 2.325991707872732, ""2022"": 4.2159126268369596, ""2023"": 0.6790048814571348, ""2024"": 7.208330833766885}"
150.0,0.0,True,long,100.0,1.25,40.0,4.0,be_1r,960,440,-0.09105896949768066,400,1.1224910020828247,0.0548141747713089,40.25,84,1.2149312496185303,0.11308978497982025,35.714285714285715,5,5,32.13281956058416,1.1407963938820882,13.53393125635911,-0.06812683201039889,"{""2020"": 8.93862465360591, ""2021"": 5.455566636968023, ""2022"": 3.6059484045138035, ""2023"": 10.128726440648773, ""2024"": 9.003742400765358}"
200.0,0.0,True,long,200.0,1.25,40.0,3.0,none,960,422,-0.0933218002319336,475,1.180921196937561,0.0889282375574112,46.10526315789474,109,1.1376532316207886,0.07503658533096313,40.36697247706422,5,5,58.18642707147421,1.1721440286121656,12.692436532594895,-0.06870667329712338,"{""2020"": 14.282469661619611, ""2021"": 14.524195162610699, ""2022"": 11.121959349003463, ""2023"": 11.3702170053537, ""2024"": 7.433368934611373}"
200.0,0.0,True,long,400.0,1.25,40.0,2.0,m15_1_5r,960,416,-0.09735085070133209,476,1.150230050086975,0.07104404270648956,48.319327731092436,111,1.091647982597351,0.046935368329286575,44.14414414414414,5,5,42.41729023255279,1.1384188731502685,10.896561665276666,-0.06914397403188542,"{""2020"": 4.6729376173846315, ""2021"": 8.740751115244061, ""2022"": 10.633611621569084, ""2023"": 17.93025977102016, ""2024"": 4.538721470123663}"
200.0,0.0,False,long,100.0,1.25,20.0,4.0,be_1r,960,365,-0.09206701815128326,529,1.12059485912323,0.05522720515727997,37.99621928166352,122,1.1396480798721313,0.07462003827095032,33.60655737704918,5,5,39.498610983566905,1.1246347435778707,13.748160490783363,-0.06956333913284998,"{""2020"": 14.598720895026474, ""2021"": 9.867598509008868, ""2022"": 3.5252825763838924, ""2023"": 7.329863439003281, ""2024"": 8.18525253460638}"
200.0,50.0,False,long,100.0,1.0,20.0,4.0,be_1r,840,214,-0.08372734487056732,224,1.0570902824401855,0.02882467769086361,31.25,68,1.4153964519500732,0.21166513860225677,30.88235294117647,4,5,19.793361670820065,1.14112022072455,12.966215111923821,-0.06965977509441497,"{""2020"": 2.5675668889728387, ""2021"": 8.791703618931091, ""2022"": 0.7548866719693015, ""2023"": -5.967816576568308, ""2024"": 14.464706614286005}"
200.0,0.0,False,long,400.0,1.25,20.0,4.0,be_1r,960,365,-0.09300515055656433,621,1.117559552192688,0.053260527551174164,39.130434782608695,145,1.102778434753418,0.053876474499702454,35.172413793103445,5,5,42.29590576843898,1.1144152225204138,13.66670008333558,-0.0703385507232355,"{""2020"": 16.426654800528052, ""2021"": 13.346195105147117, ""2022"": 5.177112716163723, ""2023"": 4.277914975382369, ""2024"": 6.667972177455628}"
200.0,50.0,False,long,100.0,1.0,20.0,3.0,be_1r,840,199,-0.08398020267486572,224,1.0516701936721802,0.026088092476129532,31.25,68,1.4118503332138062,0.20985816419124603,32.35294117647059,4,5,19.086984712400955,1.1361395675298114,13.212513846577508,-0.07040523036802074,"{""2020"": 0.5926007760195029, ""2021"": 8.013792328961046, ""2022"": 1.5312513098854952, ""2023"": -4.5515033432019685, ""2024"": 14.397347344731548}"
200.0,100.0,False,short,200.0,0.75,40.0,2.0,be_1r,960,110,-0.08491472154855728,116,1.1308884620666504,0.06263566762208939,30.17241379310345,21,1.7777777910232544,0.3333333432674408,38.095238095238095,4,5,14.09057816996322,1.2211369599420776,13.007145455749274,-0.07092901246005583,"{""2020"": 1.0352442862921585, ""2021"": 7.800910536945782, ""2022"": 0.03283463475238779, ""2023"": -5.964159339351916, ""2024"": 7.033105272157614}"
200.0,0.0,True,long,100.0,1.25,20.0,3.0,be_1r,960,350,-0.09634457528591156,412,1.130539059638977,0.060042958706617355,39.07766990291262,94,1.1623759269714355,0.08603322505950928,36.17021276595745,5,5,33.7332324367968,1.1371648190815198,12.360202569181054,-0.07106498042427367,"{""2020"": 11.861586261784796, ""2021"": 9.65104572695954, ""2022"": 2.8576640823927635, ""2023"": 9.641012038170892, ""2024"": 7.473414391177369}"
200.0,100.0,False,short,400.0,0.75,40.0,2.0,be_1r,840,109,-0.0872422456741333,117,1.1240795850753784,0.05999074503779411,29.914529914529915,23,1.6470218896865845,0.2813138961791992,43.47826086956522,4,5,13.198563092380077,1.2026374614903188,12.085420569865773,-0.07141308681386485,"{""2020"": 0.37612261460582275, ""2021"": 8.301393064267737, ""2022"": 0.03881895789297207, ""2023"": -5.964159339351916, ""2024"": 6.470771427605659}"
200.0,0.0,True,long,200.0,1.25,20.0,2.0,m15_1_5r,960,341,-0.0980624109506607,475,1.1263017654418945,0.06135891377925873,47.578947368421055,109,1.0940922498703003,0.04873208701610565,44.03669724770643,5,5,36.00212467035744,1.1199709686213746,11.759940909571542,-0.07158229276980378,"{""2020"": 3.7926032718828218, ""2021"": 6.34735711802088, ""2022"": 10.136776202850118, ""2023"": 18.634642536349098, ""2024"": 4.646969411740698}"
200.0,0.0,False,long,100.0,1.0,40.0,3.0,be_1r,960,275,-0.09233637899160385,529,1.17305326461792,0.07997553795576096,34.78260869565217,122,1.1462712287902832,0.08078879863023758,27.86885245901639,5,5,59.3046838884479,1.167266421391389,14.823824001409132,-0.0719840269944221,"{""2020"": 6.329577287515775, ""2021"": 24.83417890695101, ""2022"": 7.391866889524112, ""2023"": 7.005883242647526, ""2024"": 8.895248125142952}"
200.0,50.0,False,long,400.0,1.25,40.0,2.0,be_1r,960,410,-0.08775447309017181,274,1.1209298372268677,0.055629339069128036,39.78102189781022,83,1.17581307888031,0.08891014754772186,40.963855421686745,4,5,22.441864761807295,1.1346407275446762,12.228684468957313,-0.07221184202808645,"{""2020"": 7.3864455046813715, ""2021"": 1.5113763813006997, ""2022"": 6.065481595868394, ""2023"": -1.0425110723002007, ""2024"": 6.9657499919682175}"
200.0,0.0,True,long,100.0,1.25,40.0,2.0,m15_1_5r,960,416,-0.09660518169403076,412,1.1257867813110352,0.06101958826184273,47.81553398058252,94,1.1243494749069214,0.06508241593837738,43.61702127659575,5,5,32.2974981277258,1.1255031252699128,12.893680398864419,-0.0723925424917596,"{""2020"": 1.960968267314045, ""2021"": 6.311805138894511, ""2022"": 4.59216579469357, ""2023"": 20.48565155639284, ""2024"": 5.573581248682613}"
200.0,50.0,False,long,400.0,1.25,20.0,2.0,be_1r,960,335,-0.09014943242073059,274,1.1191526651382446,0.055327799171209335,39.416058394160586,83,1.1707735061645508,0.08657075464725494,39.75903614457831,4,5,22.076677063342377,1.131981554043856,11.618898178060396,-0.07338722877685139,"{""2020"": 7.914241112258558, ""2021"": 1.5113763813006997, ""2022"": 6.802365579243075, ""2023"": -1.0425110723002007, ""2024"": 6.758002452340306}"
200.0,50.0,False,long,400.0,1.0,40.0,2.0,be_1r,960,260,-0.09217213094234467,274,1.1096833944320679,0.05330802872776985,34.67153284671533,83,1.1736184358596802,0.08869105577468872,36.144578313253014,4,5,21.334734819716374,1.1251237580151467,10.778780465008955,-0.07372969187236257,"{""2020"": 5.466640623023444, ""2021"": 3.5815480073050354, ""2022"": 6.552901494516528, ""2023"": -2.5479213406065404, ""2024"": 6.913604527834005}"
150.0,50.0,False,long,400.0,1.0,40.0,3.0,be_1r,960,275,-0.08924926817417145,257,1.1131227016448975,0.05597534030675888,31.906614785992215,71,1.2631102800369263,0.14600633084774017,33.80281690140845,4,5,24.325115410632424,1.148600465109124,12.269528412996204,-0.07378832500016386,"{""2020"": 7.3912005236595135, ""2021"": 2.2855790074766347, ""2022"": 5.2027184408818705, ""2023"": -3.190955652511296, ""2024"": 10.001230058344635}"
200.0,0.0,True,long,200.0,1.25,20.0,3.0,none,960,347,-0.0985555648803711,475,1.1586079597473145,0.08018577843904495,45.26315789473684,109,1.127440094947815,0.07017877697944641,40.36697247706422,5,5,50.83808308697506,1.1523754134474335,12.692436532594902,-0.07394043794556089,"{""2020"": 13.927111248220259, ""2021"": 12.483391168971725, ""2022"": 11.134101246580407, ""2023"": 10.477080531718164, ""2024"": 6.861537396291784}"
200.0,0.0,True,long,400.0,1.25,40.0,3.0,none,960,422,-0.09781774878501892,476,1.1829004287719727,0.08971218019723892,46.21848739495798,111,1.1249231100082397,0.06799563765525818,40.54054054054054,5,5,57.90800616604361,1.1709819354703277,13.565512167268967,-0.07494877311955686,"{""2020"": 14.282469661619611, ""2021"": 14.524195162610699, ""2022"": 11.635435674828987, ""2023"": 11.3702170053537, ""2024"": 6.7509986819247025}"
200.0,0.0,True,long,200.0,1.0,40.0,4.0,be_1r,840,289,-0.09565037488937378,475,1.105148434638977,0.04695113003253937,38.73684210526316,109,1.164096474647522,0.0846615731716156,33.02752293577982,5,5,31.086904230226043,1.1175023226278642,14.912576897371126,-0.07547552868411603,"{""2020"": 1.636448595711415, ""2021"": 27.454796395900782, ""2022"": 1.3844238961524313, ""2023"": 0.7764314560092744, ""2024"": 8.41045512488905}"
200.0,0.0,True,long,400.0,1.25,20.0,2.0,m15_1_5r,960,341,-0.10253003239631653,476,1.1283042430877686,0.062200769782066345,47.689075630252105,111,1.0814634561538696,0.04216510057449341,44.14414414414414,5,5,35.762749931372404,1.1189669947062344,11.759940909571542,-0.0760499142154596,"{""2020"": 3.7926032718828218, ""2021"": 6.34735711802088, ""2022"": 10.645700159143011, ""2023"": 18.634642536349098, ""2024"": 3.9822971626200188}"
150.0,0.0,True,long,100.0,1.25,20.0,4.0,be_1r,960,365,-0.09993571043014526,400,1.089722990989685,0.04161003977060318,38.75,84,1.1964095830917358,0.10476335883140564,34.523809523809526,5,5,24.372704860017812,1.110478101706868,13.388481008842188,-0.07671267244782964,"{""2020"": 8.945018601911991, ""2021"": 3.576364244507668, ""2022"": 3.617269054556882, ""2023"": 9.24554613424393, ""2024"": 8.239631902185995}"
200.0,50.0,False,long,200.0,1.25,40.0,2.0,be_1r,960,410,-0.09327749162912369,272,1.1051552295684814,0.04872846603393555,39.338235294117645,82,1.167033076286316,0.08550017327070236,40.243902439024396,4,5,19.605735742713605,1.1206134548547968,12.228684468957358,-0.0777348605670384,"{""2020"": 5.772136720456644, ""2021"": 1.5113763813006997, ""2022"": 5.577624729833497, ""2023"": -1.0425110723002007, ""2024"": 6.572998041266231}"
200.0,50.0,False,long,200.0,1.25,20.0,2.0,be_1r,960,335,-0.09570075571537018,272,1.1035252809524536,0.04842470586299896,38.970588235294116,82,1.1620147228240967,0.08313223719596863,39.02439024390244,4,5,19.249006911083466,1.1180609971077007,11.618898178060302,-0.07893855207149078,"{""2020"": 6.291998132227494, ""2021"": 1.5113763813006997, ""2022"": 6.311119354998951, ""2023"": -1.0425110723002007, ""2024"": 6.366013299556772}"
200.0,0.0,True,long,100.0,1.25,40.0,2.0,none,960,407,-0.10532274097204208,412,1.1453744173049927,0.07206536829471588,46.359223300970875,94,1.116798758506775,0.06308267265558243,41.48936170212766,5,5,37.76760849328178,1.1396853439738233,11.82430771399154,-0.07897135640002516,"{""2020"": 7.364994239031564, ""2021"": 9.43565435515239, ""2022"": 10.078507474917853, ""2023"": 11.26317362129634, ""2024"": 5.314313010922955}"
200.0,0.0,True,long,100.0,1.25,40.0,2.0,m15_2r,960,419,-0.10532274097204208,412,1.1453744173049927,0.07206536829471588,46.359223300970875,94,1.116798758506775,0.06308267265558243,41.48936170212766,5,5,37.76760849328178,1.1396853439738233,11.82430771399154,-0.07897135640002516,"{""2020"": 7.364994239031564, ""2021"": 9.43565435515239, ""2022"": 10.078507474917853, ""2023"": 11.26317362129634, ""2024"": 5.314313010922955}"
200.0,0.0,True,long,100.0,1.0,40.0,4.0,be_1r,840,289,-0.09303437918424606,412,1.0758757591247559,0.03477756679058075,36.89320388349515,94,1.2059377431869507,0.10567662864923477,30.851063829787233,4,5,22.40670311371149,1.1023383829263964,13.043168061659022,-0.07912071530756411,"{""2020"": 1.3718292761392803, ""2021"": 23.187516395992525, ""2022"": -3.158085714021852, ""2023"": 1.3642227031699594, ""2024"": 9.300184924272937}"
200.0,50.0,False,long,100.0,1.0,40.0,3.0,none,960,272,-0.08977431058883667,224,1.0527383089065552,0.03199494257569313,37.5,68,1.4279290437698364,0.2618078589439392,35.294117647058826,4,5,24.253792748682645,1.1406770778914108,14.861514215303975,-0.07949733901944461,"{""2020"": 3.720827333517085, ""2021"": 4.606096013406402, ""2022"": 3.446860530486373, ""2023"": -6.936356330318572, ""2024"": 18.273849869524405}"
200.0,0.0,True,long,100.0,1.25,40.0,3.0,none,960,422,-0.10453148931264877,412,1.1626648902893066,0.08221585303544998,45.38834951456311,94,1.1453720331192017,0.08160803467035294,39.361702127659576,5,5,45.35747172715643,1.1591686657798494,12.547862669725474,-0.07962721465209972,"{""2020"": 11.7711702600525, ""2021"": 11.966064193475834, ""2022"": 4.826722078391699, ""2023"": 13.927350330770395, ""2024"": 6.988462683589169}"
200.0,0.0,True,long,400.0,1.25,20.0,3.0,none,960,347,-0.10295313596725464,476,1.1605322360992432,0.0809880942106247,45.378151260504204,111,1.1150038242340088,0.06322535872459412,40.54054054054054,5,5,50.57259586127576,1.1513070174946225,13.565512167268972,-0.08008416030179258,"{""2020"": 13.927111248220259, ""2021"": 12.483391168971725, ""2022"": 11.647633678120695, ""2023"": 10.477080531718164, ""2024"": 6.182799169996689}"
200.0,0.0,True,long,200.0,1.25,40.0,2.0,none,960,407,-0.10173958539962769,475,1.164422869682312,0.07943414151668549,46.94736842105263,109,1.0947033166885376,0.04988626018166542,42.201834862385326,5,5,47.99563682969526,1.1504697355199016,14.30265151038126,-0.0803448884203902,"{""2020"": 9.77729470215114, ""2021"": 11.935972094728232, ""2022"": 16.315450234578055, ""2023"": 8.765838535975812, ""2024"": 4.72553644744913}"
200.0,0.0,True,long,200.0,1.25,40.0,2.0,m15_2r,960,419,-0.10173958539962769,475,1.164422869682312,0.07943414151668549,46.94736842105263,109,1.0947033166885376,0.04988626018166542,42.201834862385326,5,5,47.99563682969526,1.1504697355199016,14.30265151038126,-0.0803448884203902,"{""2020"": 9.77729470215114, ""2021"": 11.935972094728232, ""2022"": 16.315450234578055, ""2023"": 8.765838535975812, ""2024"": 4.72553644744913}"
200.0,50.0,False,long,200.0,1.0,40.0,2.0,be_1r,960,260,-0.09883300215005875,272,1.0946648120880127,0.04634705185890198,34.55882352941176,82,1.1627538204193115,0.08415483683347702,35.36585365853659,4,5,18.410153300617527,1.111108345480285,10.778780465008907,-0.08039056308007655,"{""2020"": 3.39866727747391, ""2021"": 3.5815480073050354, ""2022"": 6.552901494516528, ""2023"": -2.5479213406065404, ""2024"": 6.423353933150833}"
150.0,50.0,False,long,200.0,1.0,40.0,3.0,be_1r,960,275,-0.09705795347690582,255,1.0981208086013794,0.04893290996551514,31.76470588235294,70,1.2514182329177856,0.14151126146316528,32.857142857142854,4,5,21.438265535756585,1.1343814984061267,12.269528412996147,-0.08159701030289812,"{""2020"": 5.380780827799669, ""2021"": 2.2855790074766347, ""2022"": 5.2027184408818705, ""2023"": -3.190955652511296, ""2024"": 9.496821207009475}"
200.0,0.0,True,long,200.0,1.25,40.0,2.0,be_1r,960,410,-0.10583166778087616,475,1.1643002033233643,0.07107626646757126,42.73684210526316,109,1.0845438241958618,0.043316055089235306,40.36697247706422,5,5,41.749756740982605,1.1472564540587835,12.882697051142737,-0.08159706188316163,"{""2020"": 8.2087885799085, ""2021"": 12.886254248809003, ""2022"": 11.957157316577028, ""2023"": 7.764424231704248, ""2024"": 4.006111656404565}"
200.0,0.0,True,long,100.0,1.25,20.0,2.0,m15_1_5r,960,341,-0.10275880992412567,412,1.1018415689468384,0.05080259218811989,47.0873786407767,94,1.112202763557434,0.05944942310452461,43.61702127659575,5,5,26.11581167941106,1.1038627618043342,14.790881894066096,-0.08234057371225786,"{""2020"": 1.1034424893098027, ""2021"": 3.9718724674370653, ""2022"": 4.603594205170403, ""2023"": 21.205297358840248, ""2024"": 5.0116487320910785}"
200.0,0.0,True,long,100.0,1.25,40.0,2.0,be_1r,960,410,-0.10994492471218109,412,1.133354902267456,0.05923233553767204,41.74757281553398,94,1.1059720516204834,0.05546403303742409,39.361702127659576,5,5,30.198436673296957,1.1275531016136862,11.54605485548825,-0.08303703442315759,"{""2020"": 7.349589020477487, ""2021"": 9.964601690240649, ""2022"": 3.8454274672065747, ""2023"": 9.809229784764772, ""2024"": 4.5908435477714615}"
200.0,0.0,False,long,200.0,1.25,40.0,3.0,be_1r,960,425,-0.10550487786531448,619,1.13569974899292,0.05978601798415184,40.38772213247172,143,1.0667243003845215,0.03471633046865463,35.66433566433567,5,5,44.33739604490443,1.1209153803989726,14.173920426586047,-0.08385271871848657,"{""2020"": 14.73147240393713, ""2021"": 17.130620782151553, ""2022"": 4.217474320918746, ""2023"": 3.7360493682633944, ""2024"": 3.831151412089806}"
200.0,0.0,False,long,100.0,1.25,40.0,3.0,none,960,422,-0.1073216125369072,529,1.1338428258895874,0.06716462224721909,44.423440453686204,122,1.0960124731063843,0.055210478603839874,38.52459016393443,5,5,44.79799558945792,1.1259352639433817,13.427952167810275,-0.08417751687252775,"{""2020"": 13.998875222654995, ""2021"": 9.953411418783986, ""2022"": 6.495628263409836, ""2023"": 9.094640797235565, ""2024"": 5.715466712635764}"
200.0,0.0,True,long,400.0,1.25,40.0,2.0,none,960,407,-0.10612358897924423,476,1.1664365530014038,0.08023802936077118,47.05882352941176,111,1.0822725296020508,0.043298475444316864,42.34234234234234,5,5,47.73515253929992,1.149358708911469,14.302651510381226,-0.08472889200000669,"{""2020"": 9.77729470215114, ""2021"": 11.935972094728232, ""2022"": 16.85292482891647, ""2023"": 8.765838535975812, ""2024"": 4.060365174528502}"
200.0,0.0,True,long,400.0,1.25,40.0,2.0,m15_2r,960,419,-0.10612358897924423,476,1.1664365530014038,0.08023802936077118,47.05882352941176,111,1.0822725296020508,0.043298475444316864,42.34234234234234,5,5,47.73515253929992,1.149358708911469,14.302651510381226,-0.08472889200000669,"{""2020"": 9.77729470215114, ""2021"": 11.935972094728232, ""2022"": 16.85292482891647, ""2023"": 8.765838535975812, ""2024"": 4.060365174528502}"
150.0,0.0,True,long,100.0,1.25,40.0,4.0,none,960,437,-0.10909886658191681,400,1.132483720779419,0.06731417030096054,45.0,84,1.1755139827728271,0.0998113602399826,38.095238095238095,5,5,36.68628408590682,1.1406728148650456,13.025094802939686,-0.08514905618779618,"{""2020"": 8.51304839789444, ""2021"": 5.76313040192078, ""2022"": 5.600868565352868, ""2023"": 15.142267631289542, ""2024"": 7.751222795459101}"
150.0,50.0,False,long,400.0,1.0,40.0,4.0,be_1r,960,290,-0.10009633004665375,257,1.1177129745483398,0.05824670195579529,31.517509727626457,71,1.263672947883606,0.14631859958171844,32.3943661971831,4,5,24.85539273217654,1.1522380581641563,12.75956342434427,-0.08561545689534228,"{""2020"": 8.563295396155524, ""2021"": 2.263498437504019, ""2022"": 5.325328096142279, ""2023"": -4.176740973505899, ""2024"": 9.940444215006439}"
200.0,0.0,True,long,400.0,1.25,40.0,2.0,be_1r,960,410,-0.11014688014984131,476,1.1665490865707397,0.0718977078795433,42.857142857142854,111,1.0719481706619263,0.03684665635228157,40.54054054054054,5,5,41.50026570469709,1.146049412884023,12.882697051142788,-0.08591227425212689,"{""2020"": 8.2087885799085, ""2021"": 12.886254248809003, ""2022"": 12.474492955055382, ""2023"": 7.764424231704248, ""2024"": 3.3455098583251797}"
