policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-01 06:00:00,2026-06-01 15:00:00,SELL,0.71808,0.71908,6.0,0.71508,trail_stop,2.0,98,0.000512,0.2083,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-09 03:00:00,2026-06-09 05:30:00,SELL,0.70434,0.70594,6.0,0.70594,loss,-1.0,97,0.000554,0.125,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-11 04:30:00,2026-06-11 08:00:00,BUY,0.70082,0.69963,6.0,0.69963,loss,-1.0,96,0.000709,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-27 03:00:00,2026-05-27 06:00:00,BUY,214.205,214.14754,6.0,214.26246,trail_stop,1.0,96,0.063071,0.3021,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-27 04:30:00,2026-05-27 06:30:00,BUY,214.241,214.1551,6.0,214.241,trail_stop,0.5,96,0.052643,0.0417,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-28 04:30:00,2026-05-28 07:15:00,BUY,213.45,213.30888,6.0,213.73224,trail_stop,1.5,94,0.0875,0.6667,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-02 00:00:00,2026-06-02 00:45:00,BUY,214.905,214.79129,6.0,214.79129,loss,-1.0,90,0.071429,0.3229,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-02 00:45:00,2026-06-02 04:15:00,SELL,214.801,214.95636,6.0,214.95636,loss,-1.0,91,0.069071,0.3021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-05 03:45:00,2026-06-05 05:15:00,BUY,214.76,214.70062,6.0,214.76,trail_stop,0.5,96,0.055857,0.1562,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-08 23:15:00,2026-06-09 00:30:00,SELL,213.667,213.71422,6.0,213.57256,trail_stop,1.5,92,0.074786,0.1146,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-09 03:45:00,2026-06-09 05:30:00,BUY,213.924,213.81312,6.0,213.924,trail_stop,0.5,100,0.065857,0.0938,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-11 23:15:00,2026-06-11 23:45:00,SELL,214.707,214.81147,6.0,214.81147,loss,-1.0,95,0.109786,0.5104,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-12 00:45:00,2026-06-12 01:45:00,SELL,214.748,214.85685,6.0,214.748,trail_stop,0.5,92,0.092357,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-12 06:00:00,2026-06-12 07:30:00,BUY,214.932,214.76053,6.0,214.76053,loss,-1.0,100,0.069786,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-16 05:15:00,2026-06-16 06:30:00,SELL,214.729,214.8027,6.0,214.729,trail_stop,0.5,100,0.084643,0.4271,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-17 00:45:00,2026-06-17 06:00:00,SELL,215.355,215.43895,6.0,215.355,trail_stop,0.5,90,0.059643,0.0729,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-17 05:15:00,2026-06-17 06:00:00,SELL,215.259,215.31731,6.0,215.31731,loss,-1.0,93,0.048714,0.0417,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M30,2026-05,2026-05-25 04:30:00,2026-05-25 21:00:00,BUY,214.179,214.02405,6.0,214.4889,trail_stop,1.5,95,0.113,0.2812,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-05,2026-05-27 04:30:00,2026-05-27 07:30:00,BUY,214.236,214.14558,6.0,214.236,trail_stop,0.5,95,0.076143,0.125,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-04 06:00:00,2026-06-04 21:00:00,BUY,214.695,214.32876,6.0,214.695,trail_stop,0.5,94,0.108286,0.4896,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-05 06:00:00,2026-06-05 08:00:00,BUY,214.768,214.70162,6.0,215.16628,win,3.5,94,0.075857,0.0208,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-12 06:00:00,2026-06-12 07:30:00,BUY,214.902,214.75415,6.0,214.75415,loss,-1.0,90,0.112357,0.1146,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-19 00:00:00,2026-06-19 05:30:00,SELL,212.894,213.18046,6.0,212.894,trail_stop,0.5,98,0.209714,0.5521,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-21 05:15:00,2026-05-21 06:15:00,BUY,1.37656,1.376,6.0,1.376,loss,-1.0,100,0.00028,0.1354,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-21 06:00:00,2026-05-21 07:15:00,SELL,1.37618,1.37671,6.0,1.37671,loss,-1.0,95,0.000267,0.1146,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-22 00:45:00,2026-05-22 01:00:00,SELL,1.3783,1.37879,6.0,1.37879,loss,-1.0,92,0.000276,0.2188,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-22 05:15:00,2026-05-22 05:45:00,BUY,1.37892,1.37868,6.0,1.37868,loss,-1.0,100,0.000243,0.0417,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-22 06:00:00,2026-05-22 13:00:00,BUY,1.37927,1.3783,6.0,1.37927,trail_stop,0.5,100,0.000307,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-25 00:00:00,2026-05-25 01:15:00,BUY,1.38043,1.37969,6.0,1.37969,loss,-1.0,92,0.000555,0.8229,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-25 04:30:00,2026-05-25 05:30:00,SELL,1.38072,1.38103,6.0,1.38072,trail_stop,0.5,91,0.000269,0.0208,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-27 04:30:00,2026-05-27 05:45:00,SELL,1.38094,1.38122,6.0,1.38122,loss,-1.0,98,0.000219,0.0833,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-27 23:15:00,2026-05-28 05:30:00,BUY,1.38416,1.38357,6.0,1.38593,trail_stop,2.0,96,0.000272,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-29 00:00:00,2026-05-29 00:45:00,SELL,1.37806,1.37838,6.0,1.37838,loss,-1.0,92,0.000154,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-29 00:45:00,2026-05-29 01:15:00,BUY,1.37837,1.3779,6.0,1.3779,loss,-1.0,92,0.000191,0.0625,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-01 03:00:00,2026-06-01 04:15:00,BUY,1.38086,1.38051,6.0,1.38086,trail_stop,0.5,100,0.000345,0.2292,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-01 05:15:00,2026-06-01 06:00:00,BUY,1.38082,1.38055,6.0,1.38055,loss,-1.0,90,0.00027,0.0521,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-02 00:00:00,2026-06-02 00:30:00,SELL,1.38404,1.38429,6.0,1.38429,loss,-1.0,91,0.000209,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-05 01:30:00,2026-06-05 06:00:00,SELL,1.39061,1.39119,6.0,1.39061,trail_stop,0.5,91,0.000231,0.0312,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-10 05:15:00,2026-06-10 08:00:00,SELL,1.39447,1.39498,6.0,1.39396,trail_stop,1.0,100,0.000299,0.1146,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-12 03:00:00,2026-06-12 04:00:00,SELL,1.39769,1.39798,6.0,1.3974,trail_stop,1.0,97,0.000298,0.0833,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-12 06:00:00,2026-06-12 07:15:00,SELL,1.39757,1.39857,6.0,1.39857,loss,-1.0,97,0.000372,0.25,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-16 23:15:00,2026-06-17 00:15:00,BUY,1.39925,1.39905,6.0,1.39945,trail_stop,1.0,91,0.00024,0.0417,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M30,2026-05,2026-05-20 00:00:00,2026-05-20 11:30:00,BUY,1.37535,1.3741,6.0,1.37535,trail_stop,0.5,93,0.000447,0.1042,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M30,2026-05,2026-05-21 06:00:00,2026-05-21 07:00:00,SELL,1.37599,1.37674,6.0,1.37674,loss,-1.0,95,0.000454,0.1979,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M30,2026-05,2026-05-26 06:00:00,2026-05-26 09:00:00,SELL,1.38096,1.3815,6.0,1.38042,trail_stop,1.0,96,0.000335,0.1667,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-01 04:30:00,2026-06-01 06:30:00,SELL,1.38078,1.38137,6.0,1.38078,trail_stop,0.5,90,0.000479,0.1875,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-10 04:30:00,2026-06-10 05:30:00,BUY,1.39473,1.39438,6.0,1.39438,loss,-1.0,98,0.000504,0.3229,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-17 06:00:00,2026-06-17 18:00:00,BUY,1.40038,1.39947,6.0,1.40584,win,3.5,97,0.000376,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-18 01:30:00,2026-06-18 12:00:00,BUY,1.41031,1.40925,6.0,1.41137,trail_stop,1.0,96,0.001015,0.8542,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-19 06:00:00,2026-06-19 13:00:00,SELL,1.41379,1.41598,6.0,1.41598,loss,-1.0,96,0.000632,0.3646,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-20 23:15:00,2026-05-20 23:45:00,SELL,0.71501,0.71521,6.0,0.71521,loss,-1.0,100,0.000263,0.0312,0.7609,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-21 23:15:00,2026-05-21 23:30:00,SELL,0.715,0.71516,6.0,0.715,trail_stop,0.5,100,0.000303,0.0208,0.5283,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-24 23:30:00,2026-05-24 23:45:00,BUY,0.71609,0.71576,6.0,0.71576,loss,-1.0,100,0.000416,0.4896,0.7938,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-25 23:15:00,2026-05-26 00:15:00,SELL,0.71732,0.71754,6.0,0.71688,trail_stop,1.5,100,0.00022,0.1979,1.0883,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-26 23:15:00,2026-05-26 23:45:00,BUY,0.71683,0.71671,6.0,0.71707,trail_stop,1.5,100,0.000147,0.0104,0.8155,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:00:00,SELL,0.71623,0.71646,6.0,0.71646,loss,-1.0,100,0.00023,0.5,1.1882,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,0.71822,0.71778,6.0,0.71778,loss,-1.0,100,0.00044,0.4375,1.1536,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-02 23:15:00,2026-06-03 00:00:00,SELL,0.71756,0.7178,6.0,0.71756,trail_stop,0.5,100,0.00024,0.0729,1.3228,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-03 23:15:00,2026-06-04 06:30:00,SELL,0.71287,0.71368,6.0,0.71368,loss,-1.0,95,0.00081,0.2083,3.4892,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-04 23:15:00,2026-06-04 23:30:00,BUY,0.71353,0.7133,6.0,0.7133,loss,-1.0,100,0.00023,0.0208,1.382,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:15:00,BUY,0.70381,0.70313,6.0,0.70517,trail_stop,1.5,100,0.00068,0.7396,1.1347,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-08 23:30:00,SELL,0.70444,0.70451,6.0,0.70437,trail_stop,1.0,95,0.000189,0.5,0.3712,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-09 23:15:00,2026-06-09 23:45:00,SELL,0.70179,0.70224,6.0,0.70224,loss,-1.0,100,0.00045,0.0833,1.3433,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-11 23:15:00,2026-06-11 23:45:00,SELL,0.70489,0.70523,6.0,0.70489,trail_stop,0.5,100,0.000501,0.4271,0.6781,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,0.70718,0.7077,6.0,0.7077,loss,-1.0,100,0.000677,0.6875,0.7679,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-15 23:30:00,2026-06-16 00:00:00,BUY,0.70719,0.70692,6.0,0.70692,loss,-1.0,100,0.00027,0.0104,1.4211,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-16 23:15:00,2026-06-16 23:45:00,BUY,0.70691,0.70675,6.0,0.70675,loss,-1.0,100,0.000192,0.5,0.8327,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-17 23:15:00,2026-06-18 00:15:00,BUY,0.70183,0.70141,6.0,0.70267,trail_stop,1.5,100,0.00042,0.2812,1.0519,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-18 23:15:00,2026-06-19 00:00:00,SELL,0.70163,0.70176,6.0,0.70137,trail_stop,1.5,95,0.000273,0.5,0.4764,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-20 23:15:00,2026-05-20 23:45:00,SELL,0.58685,0.58698,3.0,0.58685,trail_stop,0.5,95,0.000279,0.0208,0.4667,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-21 23:15:00,2026-05-22 01:15:00,SELL,0.5876,0.5879,3.0,0.5873,trail_stop,1.0,100,0.000322,0.0729,0.9313,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:15:00,SELL,0.58768,0.58795,3.0,0.58741,trail_stop,1.0,100,0.000359,0.5833,0.7515,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-25 23:15:00,2026-05-25 23:30:00,SELL,0.58698,0.58709,3.0,0.58665,win,2.0,100,0.000206,0.2083,0.5347,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-26 23:15:00,2026-05-26 23:15:00,BUY,0.58373,0.58366,3.0,0.58394,win,3.0,95,0.000164,0.0208,0.4261,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-29 00:15:00,2026-05-29 13:15:00,BUY,0.59458,0.59331,3.0,0.59839,win,2.0,95,0.00127,0.4271,4.6789,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,0.59793,0.59766,3.0,0.59793,trail_stop,0.5,100,0.000506,0.8542,0.5339,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-01 23:30:00,2026-06-02 00:00:00,BUY,0.59345,0.59328,3.0,0.59328,loss,-1.0,100,0.000278,0.0312,0.6118,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-02 23:15:00,2026-06-03 00:30:00,SELL,0.59233,0.59275,3.0,0.59275,loss,-1.0,100,0.00042,0.3021,1.7396,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-04 00:15:00,2026-06-04 03:15:00,BUY,0.58725,0.5865,3.0,0.5865,loss,-1.0,95,0.00075,0.5104,2.2727,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-04 23:15:00,2026-06-04 23:45:00,BUY,0.58722,0.58687,3.0,0.58687,loss,-1.0,95,0.00035,0.1562,2.0082,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:15:00,BUY,0.57914,0.57855,3.0,0.57973,trail_stop,1.0,100,0.00059,0.7188,1.2727,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-08 23:45:00,SELL,0.58073,0.58088,3.0,0.58028,win,2.0,100,0.000208,0.0208,0.7216,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-09 23:15:00,2026-06-09 23:45:00,SELL,0.58078,0.58107,3.0,0.58078,trail_stop,0.5,100,0.000295,0.0938,0.9831,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-10 23:15:00,2026-06-10 23:45:00,BUY,0.57894,0.57857,3.0,0.57931,trail_stop,1.0,100,0.000416,0.5312,0.89,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-11 23:15:00,2026-06-12 00:00:00,SELL,0.58357,0.58394,3.0,0.5832,trail_stop,1.0,100,0.000394,0.375,0.9384,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,0.58514,0.5857,3.0,0.5857,loss,-1.0,100,0.000596,0.8958,0.94,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-15 23:15:00,2026-06-16 00:15:00,BUY,0.58268,0.58237,3.0,0.58237,loss,-1.0,100,0.00031,0.5,1.3822,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-16 23:15:00,2026-06-16 23:45:00,BUY,0.58323,0.58306,3.0,0.58306,loss,-1.0,100,0.00027,0.1354,0.6296,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-17 23:15:00,2026-06-17 23:30:00,BUY,0.57757,0.57736,3.0,0.57736,loss,-1.0,95,0.000429,0.5729,0.4892,structure,static,ORB 15m breakout
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-18 23:15:00,2026-06-19 00:00:00,SELL,0.57579,0.57594,3.0,0.57564,trail_stop,1.0,100,0.000298,0.5,0.5036,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-05,2026-05-20 23:15:00,2026-05-20 23:45:00,BUY,1.37459,1.37448,6.0,1.3747,trail_stop,1.0,95,0.000278,0.0521,0.3959,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-05,2026-05-21 23:15:00,2026-05-22 00:30:00,BUY,1.37765,1.37741,6.0,1.37837,trail_stop,2.0,100,0.000245,0.0208,0.9796,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-05,2026-05-24 23:15:00,2026-05-24 23:30:00,SELL,1.37987,1.38013,6.0,1.38013,loss,-1.0,95,0.000581,0.8229,0.4477,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-05,2026-05-26 23:15:00,2026-05-26 23:45:00,SELL,1.38084,1.38106,6.0,1.38062,trail_stop,1.0,100,0.000259,0.2188,0.8508,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-05,2026-05-28 23:45:00,2026-05-29 00:00:00,BUY,1.37834,1.37812,6.0,1.37812,loss,-1.0,100,0.000251,0.5,0.8775,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-05,2026-05-31 23:30:00,2026-06-01 00:00:00,SELL,1.37948,1.37977,6.0,1.37919,trail_stop,1.0,100,0.000505,0.3958,0.5743,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-01 23:30:00,2026-06-02 02:00:00,BUY,1.3841,1.38388,6.0,1.38454,trail_stop,1.5,100,0.000275,0.5,0.8,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-03 23:30:00,2026-06-04 00:15:00,BUY,1.3895,1.38897,6.0,1.38897,loss,-1.0,100,0.00053,0.4688,1.5458,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-04 23:15:00,2026-06-04 23:30:00,SELL,1.39059,1.39074,6.0,1.39074,loss,-1.0,95,0.000354,0.2396,0.4234,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:15:00,SELL,1.3946,1.39514,6.0,1.3946,trail_stop,0.5,100,0.00054,0.6771,1.008,structure,static,ORB 15m breakout
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-08 23:15:00,2026-06-08 23:30:00,BUY,1.39521,1.39514,6.0,1.39563,win,3.5,95,0.000355,0.0208,0.1972,structure,static,ORB 15m breakout
