bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3085,2026-05-20 00:00:00,SELL,0.70968,0.71129,6.0,90,0.00024571428571429355,0.07291666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3187,2026-05-21 01:30:00,SELL,0.71346,0.71571,6.0,94,0.00045357142857143414,0.25,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3865,2026-06-01 03:00:00,SELL,0.71812,0.71875,6.0,97,0.00035857142857141443,0.22916666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3877,2026-06-01 06:00:00,SELL,0.71861,0.71905,6.0,95,0.00034999999999999317,0.19791666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4069,2026-06-03 06:00:00,SELL,0.71601,0.71735,6.0,90,0.00038642857142858123,0.6354166666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4258,2026-06-05 05:15:00,SELL,0.71242,0.71305,6.0,95,0.00039928571428569725,0.4166666666666667,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4432,2026-06-09 00:45:00,BUY,0.70428,0.70335,6.0,91,0.00029285714285713437,0.13541666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4546,2026-06-10 05:15:00,BUY,0.70172,0.70079,6.0,96,0.0005164285714285843,0.40625,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4741,2026-06-12 06:00:00,BUY,0.70371,0.70244,6.0,97,0.0005628571428571745,0.5416666666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4909,2026-06-16 00:00:00,SELL,0.70689,0.70747,6.0,98,0.0002107142857142863,0.09375,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,5008,2026-06-17 00:45:00,SELL,0.70684,0.70704,6.0,92,0.00022857142857143513,0.16666666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M30,LTA:AUDUSD:M30,1546,2026-05-20 01:30:00,BUY,0.71008,0.70858,6.0,92,0.0005907142857143015,0.08333333333333333,,Entry Model 2 - Internal Swing Confirmation
LTA,AUDUSD,M30,LTA:AUDUSD:M30,1786,2026-05-27 01:30:00,SELL,0.71558,0.71798,6.0,91,0.0004578571428571448,0.3541666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M30,LTA:AUDUSD:M30,1891,2026-05-29 06:00:00,SELL,0.71604,0.71677,6.0,96,0.0005335714285714507,0.2916666666666667,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M30,LTA:AUDUSD:M30,1939,2026-06-01 06:00:00,SELL,0.71808,0.71908,6.0,98,0.0005121428571428499,0.20833333333333334,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
