policy,bot,symbol,month,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,AUDUSD,2026-05,5,0,1,4,0,0.0,2.0,0.4,3.0,5.2
dynamic_aggressive,LTA,AUDUSD,2026-06,12,0,7,5,0,0.0,-2.0,-0.167,0.71,5.75
dynamic_aggressive,LTA,GBPJPY,2026-05,5,0,0,5,0,0.0,5.0,1.0,5.0,5.8
dynamic_aggressive,LTA,GBPJPY,2026-06,15,1,6,8,0,6.67,1.5,0.1,1.25,5.4
dynamic_aggressive,LTA,USDCAD,2026-05,14,0,9,5,0,0.0,-4.5,-0.321,0.5,5.57
dynamic_aggressive,LTA,USDCAD,2026-06,13,1,5,7,0,7.69,4.0,0.308,1.8,5.46
dynamic_aggressive,ORB,AUDUSD,2026-05,7,0,4,3,0,0.0,-0.5,-0.071,0.88,6.0
dynamic_aggressive,ORB,AUDUSD,2026-06,12,1,6,5,0,8.33,2.5,0.208,1.42,5.5
dynamic_aggressive,ORB,GBPUSD,2026-05,7,0,1,6,0,0.0,5.5,0.786,6.5,5.71
dynamic_aggressive,ORB,GBPUSD,2026-06,12,0,7,5,0,0.0,0.0,0.0,1.0,5.83
dynamic_aggressive,ORB,NZDUSD,2026-05,7,1,1,5,0,14.29,8.5,1.214,9.5,5.43
dynamic_aggressive,ORB,NZDUSD,2026-06,14,0,7,7,0,0.0,0.5,0.036,1.07,5.29
dynamic_aggressive,ORB,USDCAD,2026-05,6,0,2,4,0,0.0,2.0,0.333,2.0,6.0
dynamic_aggressive,ORB,USDCAD,2026-06,11,0,4,7,0,0.0,3.0,0.273,1.75,5.82
dynamic_aggressive,ORB,USDCHF,2026-05,6,0,2,4,0,0.0,2.0,0.333,2.0,5.67
dynamic_aggressive,ORB,USDCHF,2026-06,13,0,3,10,0,0.0,6.5,0.5,3.17,5.54
dynamic_balanced,LTA,AUDUSD,2026-05,5,0,1,4,0,0.0,2.0,0.4,3.0,4.2
dynamic_balanced,LTA,AUDUSD,2026-06,12,0,7,5,0,0.0,-2.0,-0.167,0.71,4.5
dynamic_balanced,LTA,GBPJPY,2026-05,5,0,0,5,0,0.0,5.0,1.0,5.0,4.4
dynamic_balanced,LTA,GBPJPY,2026-06,15,1,6,8,0,6.67,1.0,0.067,1.17,4.27
dynamic_balanced,LTA,USDCAD,2026-05,14,0,9,5,0,0.0,-4.5,-0.321,0.5,4.36
dynamic_balanced,LTA,USDCAD,2026-06,13,1,5,7,0,7.69,3.5,0.269,1.7,4.46
dynamic_balanced,ORB,AUDUSD,2026-05,7,0,4,3,0,0.0,-0.5,-0.071,0.88,4.71
dynamic_balanced,ORB,AUDUSD,2026-06,12,1,6,5,0,8.33,1.5,0.125,1.25,4.08
dynamic_balanced,ORB,GBPUSD,2026-05,7,0,1,6,0,0.0,4.0,0.571,5.0,4.57
dynamic_balanced,ORB,GBPUSD,2026-06,12,1,7,4,0,8.33,0.5,0.042,1.07,4.42
dynamic_balanced,ORB,NZDUSD,2026-05,7,2,1,3,1,28.57,8.42,1.203,9.42,4.0
dynamic_balanced,ORB,NZDUSD,2026-06,14,1,8,5,0,7.14,-1.0,-0.071,0.88,4.07
dynamic_balanced,ORB,USDCAD,2026-05,6,0,2,4,0,0.0,2.0,0.333,2.0,4.33
dynamic_balanced,ORB,USDCAD,2026-06,11,0,2,9,0,0.0,7.0,0.636,4.5,4.18
dynamic_balanced,ORB,USDCHF,2026-05,6,0,4,2,0,0.0,-1.5,-0.25,0.62,4.5
dynamic_balanced,ORB,USDCHF,2026-06,13,0,1,12,0,0.0,9.0,0.692,10.0,4.15
dynamic_capped,LTA,AUDUSD,2026-05,5,1,0,4,0,20.0,5.5,1.1,5.5,4.2
dynamic_capped,LTA,AUDUSD,2026-06,12,0,7,5,0,0.0,-2.0,-0.167,0.71,4.5
dynamic_capped,LTA,GBPJPY,2026-05,5,0,0,5,0,0.0,5.0,1.0,5.0,4.4
dynamic_capped,LTA,GBPJPY,2026-06,15,1,7,7,0,6.67,-0.5,-0.033,0.93,4.27
dynamic_capped,LTA,USDCAD,2026-05,14,0,10,4,0,0.0,-5.5,-0.393,0.45,4.36
dynamic_capped,LTA,USDCAD,2026-06,13,0,6,7,0,0.0,-0.5,-0.038,0.92,4.46
dynamic_capped,ORB,AUDUSD,2026-05,7,0,4,3,0,0.0,-0.5,-0.071,0.88,4.71
dynamic_capped,ORB,AUDUSD,2026-06,12,1,6,5,0,8.33,1.5,0.125,1.25,4.08
dynamic_capped,ORB,GBPUSD,2026-05,7,1,1,5,0,14.29,6.0,0.857,7.0,4.57
dynamic_capped,ORB,GBPUSD,2026-06,12,0,7,5,0,0.0,0.0,0.0,1.0,4.42
dynamic_capped,ORB,NZDUSD,2026-05,7,3,1,3,0,42.86,9.0,1.286,10.0,4.0
dynamic_capped,ORB,NZDUSD,2026-06,14,0,7,7,0,0.0,0.0,0.0,1.0,4.07
