starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,358.81,58.81,19.6,16,10,6,62.5,4.0,14.26,138,5,dynamic_capped
300.0,263.64,-36.36,-12.12,4,1,3,25.0,-2.5,12.12,152,3,fixed_current
300.0,263.64,-36.36,-12.12,4,1,3,25.0,-2.5,12.12,152,3,dynamic_balanced
300.0,263.64,-36.36,-12.12,4,1,3,25.0,-2.5,12.12,152,3,dynamic_conservative
300.0,263.64,-36.36,-12.12,4,1,3,25.0,-2.5,12.12,152,3,dynamic_score
300.0,263.64,-36.36,-12.12,4,1,3,25.0,-2.5,12.12,152,3,dynamic_aggressive
