event_time,kind,score,symbol,timeframe,direction,filled,accepted_order,opened_at,closed_at,result,r_multiple,risk_amount,pnl,entry_model,balance_after
2026-06-29 14:45:00,PENDING,89,XAUUSD,M15,BUY,True,True,2026-06-29 17:00:00,2026-06-30 00:30:00,loss,-1.0001,15.0,-15.0,Pending Entry Model 3 - Internal Structure Break,285.0
2026-06-30 05:15:00,MARKET,97,XAUUSD,M15,SELL,True,True,2026-06-30 05:15:00,2026-06-30 06:15:00,loss,-1.0001,14.25,-14.25,Entry Model 1 - Double Wick Confirmation,270.75
2026-06-30 00:30:00,MARKET,98,USDJPY,M30,BUY,True,True,2026-06-30 00:30:00,2026-06-30 12:00:00,win,0.9667,14.25,13.78,Entry Model 2 - Internal Swing Confirmation,284.53
2026-06-30 01:30:00,PENDING,89,XAUUSD,M15,BUY,True,True,2026-06-30 04:30:00,2026-07-01 01:00:00,trail_stop,-0.0001,14.25,-0.0,Pending Entry Model 3 - Internal Structure Break,284.53
2026-07-01 01:00:00,PENDING,89,XAUUSD,M15,BUY,False,True,,,unfilled,0.0,0.0,0.0,,
2026-07-01 01:45:00,PENDING,88,XAGUSD,M15,BUY,False,True,,,unfilled,0.0,0.0,0.0,,
2026-07-01 02:00:00,MARKET,92,BTCUSD,M30,BUY,True,True,2026-07-01 02:00:00,2026-07-01 15:00:00,win,1.0,14.23,14.23,Entry Model 1 - Double Wick Confirmation,298.76
