session,buffer_pips,minimum_asia_range_pips,maximum_asia_range_pips,stop_mode,stop_value,reward_risk,management,score,train_pf,train_return,train_trades,validation_pf,validation_return,validation_trades
new_york_0800,0.0,15.0,40.0,fixed_pips,30.0,3.0,be_1r,-500.0135606060606,1.2140385228359238,33.966356452295265,400,0.9533692254254527,-2.137783973412266,132
london_0800,5.0,15.0,40.0,fixed_pips,40.0,3.0,be_1r,-500.01440379403795,0.9368389780154466,-5.818616007135368,369,0.9903846153845771,-0.23155328525200636,108
london_0800,0.0,15.0,40.0,fixed_pips,50.0,3.0,be_1r,-500.01553535353537,0.922327155194142,-6.468289049502163,396,0.9339300435754629,-1.188683528838197,130
london_0800,5.0,15.0,40.0,fixed_pips,40.0,3.0,none,-500.01573170731706,0.931415406427218,-6.279552709200054,369,0.9903846153845771,-0.23155328525200636,108
new_york_0800,0.0,15.0,40.0,fixed_pips,40.0,1.5,be_1r,-500.01592803030303,1.1757558874578975,21.294028697908395,400,0.9314085311148453,-2.308992642607277,132
london_0800,0.0,15.0,40.0,fixed_pips,50.0,3.0,none,-500.0159545454546,0.9203981353155702,-6.623551689679985,396,0.9339300435754629,-1.188683528838197,130
london_0800,0.0,15.0,40.0,fixed_pips,50.0,3.0,trail_1_5r,-500.0159545454546,0.9203981353155702,-6.623551689679985,396,0.9339300435754629,-1.188683528838197,130
london_0800,0.0,15.0,40.0,fixed_pips,50.0,2.0,be_1r,-500.01601515151515,0.9199282864501401,-6.641373626612168,396,0.9339300435754629,-1.188683528838197,130
london_0800,0.0,15.0,40.0,fixed_pips,50.0,2.0,trail_1_5r,-500.01643434343436,0.9180042837343693,-6.796348946391973,396,0.9339300435754629,-1.188683528838197,130
london_0800,0.0,15.0,40.0,fixed_pips,50.0,2.0,none,-500.01643434343436,0.9180042837343693,-6.796348946391973,396,0.9339300435754629,-1.188683528838197,130
london_0800,2.0,15.0,60.0,fixed_pips,50.0,2.0,trail_1_5r,-500.0178125,0.909940877217079,-8.102710256683366,445,0.8672411785256235,-2.3216495095911727,128
london_0800,2.0,15.0,60.0,fixed_pips,50.0,2.0,be_1r,-500.0178125,0.912156574473925,-7.90754457297711,445,0.8672411785256235,-2.3216495095911727,128
london_0800,2.0,15.0,60.0,fixed_pips,50.0,2.0,none,-500.0178125,0.909940877217079,-8.102710256683366,445,0.8672411785256235,-2.3216495095911727,128
london_0800,2.0,15.0,60.0,fixed_pips,50.0,3.0,be_1r,-500.0178125,0.91054856197737,-8.034980062836816,445,0.8672411785256235,-2.3216495095911727,128
london_0800,2.0,15.0,40.0,fixed_pips,50.0,1.5,trail_1_5r,-500.01784000000004,0.9535486780539784,-3.6804420799873117,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,2.0,none,-500.01784000000004,0.974885844748831,-2.2391589788742894,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,1.5,none,-500.01784000000004,0.9535486780539784,-3.6804420799873117,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,2.0,be_1r,-500.01784000000004,0.9771719169373931,-2.076606145074944,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,3.0,trail_1_5r,-500.01784000000004,0.976436101245814,-2.134572009467306,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,3.0,be_1r,-500.01784000000004,0.9787258087300182,-1.9718452726196989,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,1.5,be_1r,-500.01784000000004,0.9557847153552493,-3.5202857543394694,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,3.0,none,-500.01784000000004,0.976436101245814,-2.134572009467306,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,40.0,fixed_pips,50.0,2.0,trail_1_5r,-500.01784000000004,0.974885844748831,-2.2391589788742894,387,0.8669927233686673,-2.2716533696648056,125
london_0800,2.0,15.0,60.0,fixed_pips,50.0,3.0,none,-500.0179775280899,0.9083367707044059,-8.229875680614352,445,0.8672411785256235,-2.3216495095911727,128
london_0800,2.0,15.0,60.0,fixed_pips,50.0,3.0,trail_1_5r,-500.0179775280899,0.9083367707044059,-8.229875680614352,445,0.8672411785256235,-2.3216495095911727,128
london_0800,5.0,15.0,40.0,fixed_pips,30.0,3.0,be_1r,-500.0181029810298,0.9384653176528615,-7.448008908028026,369,0.9594323615609867,-1.0097132037408252,108
new_york_0800,2.0,15.0,40.0,fixed_pips,30.0,1.5,be_1r,-500.0183333333333,1.278503311880488,45.85402540743411,397,0.9374191880010079,-2.7331269141602776,132
london_0800,0.0,15.0,40.0,fixed_pips,50.0,1.5,be_1r,-500.01855555555557,0.9072269077318943,-7.555461539415209,396,0.9339300435754629,-1.188683528838197,130
london_0700,5.0,15.0,40.0,fixed_pips,50.0,3.0,trail_1_5r,-500.01890425531917,0.9067069169182522,-7.359899243756097,376,0.9842310912643026,-0.2924546387126026,110
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,2.0,none,-500.01895454545456,1.1752040500051206,17.4284589753912,397,0.8977439921529609,-2.6178229889259774,132
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,3.0,trail_1_5r,-500.01895454545456,1.1342083505580394,12.92959791611894,397,0.8977439921529609,-2.6178229889259774,132
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,3.0,be_1r,-500.01895454545456,1.1537077335118409,14.853588678612617,397,0.8977439921529609,-2.6178229889259774,132
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,2.0,trail_1_5r,-500.01895454545456,1.151880942538196,14.84466659481225,397,0.8977439921529609,-2.6178229889259774,132
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,2.0,be_1r,-500.01895454545456,1.1800929025777929,17.736390196947838,397,0.8977439921529609,-2.6178229889259774,132
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,3.0,none,-500.01895454545456,1.149147639218883,14.553197221028324,397,0.8977439921529609,-2.6178229889259774,132
london_0800,0.0,15.0,40.0,fixed_pips,50.0,1.5,none,-500.0189747474748,0.9053294695728481,-7.7089194732599005,396,0.9339300435754629,-1.188683528838197,130
london_0800,0.0,15.0,40.0,fixed_pips,50.0,1.5,trail_1_5r,-500.0189747474748,0.9053294695728481,-7.7089194732599005,396,0.9339300435754629,-1.188683528838197,130
london_0800,5.0,15.0,60.0,fixed_pips,50.0,2.0,be_1r,-500.01897882352944,0.9003902390831868,-8.241119846509049,425,0.962298025134616,-0.5568214383550707,111
new_york_0800,0.0,15.0,40.0,fixed_pips,40.0,3.0,be_1r,-500.0191287878788,1.1468918079156059,17.263411407729357,400,0.9176249898049985,-2.7203055510643614,132
new_york_0800,0.0,15.0,40.0,fixed_pips,40.0,2.0,be_1r,-500.01920454545456,1.1770415925600013,21.408006962404926,400,0.9172987521408617,-2.7298418410799608,132
london_0800,5.0,15.0,60.0,fixed_pips,50.0,3.0,be_1r,-500.01935529411764,0.8984143449911095,-8.385967481687418,425,0.962298025134616,-0.5568214383550707,111
london_0800,5.0,15.0,60.0,fixed_pips,50.0,2.0,trail_1_5r,-500.0196188235294,0.8973759354076423,-8.490542541600988,425,0.962298025134616,-0.5568214383550707,111
london_0800,5.0,15.0,60.0,fixed_pips,50.0,2.0,none,-500.0196188235294,0.8973759354076423,-8.490542541600988,425,0.962298025134616,-0.5568214383550707,111
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,1.5,be_1r,-500.01977272727277,1.1809089387344722,17.85387586322662,397,0.8933300637566896,-2.7213313260371463,132
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,1.5,none,-500.01977272727277,1.1763745349317452,17.58091163969089,397,0.8933300637566896,-2.7213313260371463,132
new_york_0800,2.0,15.0,40.0,fixed_pips,50.0,1.5,trail_1_5r,-500.01977272727277,1.1763745349317452,17.58091163969089,397,0.8933300637566896,-2.7213313260371463,132
london_0800,2.0,15.0,40.0,fixed_pips,40.0,1.5,be_1r,-500.01978,0.9308104506205113,-6.676455287749872,387,0.8802228412255707,-2.5414663141263394,125
london_0800,2.0,15.0,40.0,fixed_pips,40.0,1.5,trail_1_5r,-500.01978,0.9257725126335548,-7.133193605886268,387,0.8802228412255707,-2.5414663141263394,125
london_0800,2.0,15.0,40.0,fixed_pips,40.0,2.0,none,-500.01978,0.9252478391737472,-7.187623334183646,387,0.8802228412255707,-2.5414663141263394,125
london_0800,2.0,15.0,40.0,fixed_pips,40.0,3.0,be_1r,-500.01978,0.9556875919704281,-4.6224644959864225,387,0.8802228412255707,-2.5414663141263394,125
london_0800,2.0,15.0,40.0,fixed_pips,40.0,3.0,trail_1_5r,-500.01978,0.9256068262778259,-7.175771277948639,387,0.8802228412255707,-2.5414663141263394,125
london_0800,2.0,15.0,40.0,fixed_pips,40.0,2.0,be_1r,-500.01978,0.9302829219534926,-6.731152712800526,387,0.8802228412255707,-2.5414663141263394,125
london_0800,2.0,15.0,40.0,fixed_pips,40.0,1.5,none,-500.01978,0.9257725126335548,-7.133193605886268,387,0.8802228412255707,-2.5414663141263394,125
london_0800,2.0,15.0,40.0,fixed_pips,40.0,3.0,none,-500.01978,0.9505150084223586,-5.089255328765319,387,0.8802228412255707,-2.5414663141263394,125
london_0800,5.0,15.0,40.0,fixed_pips,30.0,3.0,none,-500.01990063233967,0.9330232275325515,-8.061870985695418,369,0.9670617207941923,-0.8480192195026381,108
london_0800,5.0,15.0,60.0,fixed_pips,50.0,3.0,trail_1_5r,-500.0199952941176,0.8954066561638448,-8.634996446085664,425,0.962298025134616,-0.5568214383550707,111
london_0800,5.0,15.0,60.0,fixed_pips,50.0,3.0,none,-500.0199952941176,0.8954066561638448,-8.634996446085664,425,0.962298025134616,-0.5568214383550707,111
london_0700,5.0,15.0,40.0,fixed_pips,50.0,3.0,none,-500.0200585106383,0.9010106313164666,-7.757276180720796,376,0.9842310912643026,-0.2924546387126026,110
london_0700,5.0,15.0,40.0,fixed_pips,50.0,3.0,be_1r,-500.0200585106383,0.9010106313164666,-7.757276180720796,376,0.9842310912643026,-0.2924546387126026,110
london_0800,5.0,15.0,40.0,fixed_pips,40.0,1.5,be_1r,-500.0201761517615,0.9115270350564452,-7.748193525706681,369,0.9903846153845771,-0.23155328525200636,108
london_0800,5.0,15.0,40.0,fixed_pips,40.0,2.0,be_1r,-500.02019647696477,0.9114379084967305,-7.76561916520222,369,0.9903846153845771,-0.23155328525200636,108
london_0800,2.0,15.0,40.0,fixed_pips,40.0,2.0,trail_1_5r,-500.0205426356589,0.9121862314638091,-8.26735199787898,387,0.8802228412255707,-2.5414663141263394,125
london_0700,5.0,15.0,40.0,fixed_pips,50.0,2.0,trail_1_5r,-500.02091489361703,0.8967843549022397,-8.042996582051142,376,0.9842310912643026,-0.2924546387126026,110
london_0700,5.0,15.0,40.0,fixed_pips,50.0,1.5,trail_1_5r,-500.0209574468085,0.8965743535897303,-8.049412559394565,376,0.9842310912643026,-0.2924546387126026,110
london_0700,5.0,15.0,40.0,fixed_pips,50.0,1.5,be_1r,-500.0209574468085,0.8965743535897303,-8.049412559394565,376,0.9842310912643026,-0.2924546387126026,110
london_0700,5.0,15.0,40.0,fixed_pips,50.0,1.5,none,-500.0209574468085,0.8965743535897303,-8.049412559394565,376,0.9842310912643026,-0.2924546387126026,110
london_0800,5.0,0.0,40.0,fixed_pips,50.0,2.0,be_1r,-500.02103286384977,0.895781839910913,-7.816198388352635,404,0.8289815238967577,-4.47439137485397,213
london_0800,5.0,0.0,40.0,fixed_pips,50.0,3.0,trail_1_5r,-500.02103286384977,0.8957994579945812,-7.834389170922551,404,0.8289815238967577,-4.47439137485397,213
london_0800,5.0,0.0,40.0,fixed_pips,50.0,2.0,none,-500.02103286384977,0.893766937669379,-7.969223499027944,404,0.8289815238967577,-4.47439137485397,213
london_0800,5.0,0.0,40.0,fixed_pips,50.0,3.0,be_1r,-500.02103286384977,0.8978189423364218,-7.681139863095399,404,0.8289815238967577,-4.47439137485397,213
london_0800,5.0,0.0,40.0,fixed_pips,50.0,3.0,none,-500.02103286384977,0.8957994579945812,-7.834389170922551,404,0.8289815238967577,-4.47439137485397,213
london_0800,5.0,0.0,40.0,fixed_pips,50.0,2.0,trail_1_5r,-500.02103286384977,0.893766937669379,-7.969223499027944,404,0.8289815238967577,-4.47439137485397,213
new_york_0800,2.0,15.0,40.0,fixed_pips,30.0,2.0,be_1r,-500.02103535353535,1.2712688495325726,44.148134635738124,397,0.9281958451857278,-3.0841103031579276,132
london_0800,2.0,15.0,100.0,fixed_pips,50.0,2.0,be_1r,-500.0213142857143,0.8934496473224829,-9.797281350306363,455,0.9187143356235623,-1.456273398980923,130
london_0800,5.0,15.0,40.0,fixed_pips,40.0,3.0,trail_1_5r,-500.02136178861787,0.9068702741020767,-8.178829854510727,369,0.9903846153845771,-0.23155328525200636,108
london_0800,0.0,15.0,60.0,fixed_pips,50.0,2.0,be_1r,-500.0214813186813,0.8956505028505154,-9.881038926635865,455,0.9370605187319013,-1.1601341336477167,133
london_0800,5.0,15.0,40.0,fixed_pips,40.0,1.5,none,-500.02150406504063,0.9062499999999971,-8.199686608872858,369,0.9903846153845771,-0.23155328525200636,108
london_0800,5.0,15.0,40.0,fixed_pips,40.0,1.5,trail_1_5r,-500.02150406504063,0.9062499999999971,-8.199686608872858,369,0.9903846153845771,-0.23155328525200636,108
london_0800,5.0,15.0,40.0,fixed_pips,40.0,2.0,none,-500.0215243902439,0.9061613894139859,-8.21702696488159,369,0.9903846153845771,-0.23155328525200636,108
london_0800,0.0,15.0,60.0,fixed_pips,50.0,3.0,be_1r,-500.02152527472526,0.8954369781990937,-9.899843630893868,455,0.9370605187319013,-1.1601341336477167,133
london_0800,2.0,15.0,100.0,fixed_pips,50.0,3.0,be_1r,-500.021621978022,0.8919114900349127,-9.92210186447866,455,0.9187143356235623,-1.456273398980923,130
london_0800,2.0,15.0,60.0,fixed_pips,50.0,1.5,be_1r,-500.0217123595506,0.8890241661306377,-9.710037096297597,445,0.8672411785256235,-2.3216495095911727,128
london_0800,2.0,15.0,100.0,fixed_pips,50.0,2.0,none,-500.0217802197802,0.8913734517154197,-9.988442235047545,455,0.9187143356235623,-1.456273398980923,130
london_0800,2.0,15.0,100.0,fixed_pips,50.0,2.0,trail_1_5r,-500.0217802197802,0.8913734517154197,-9.988442235047545,455,0.9187143356235623,-1.456273398980923,130
london_0800,0.0,15.0,60.0,fixed_pips,50.0,2.0,none,-500.0218593406594,0.8940088237174317,-10.036034563833507,455,0.9370605187319013,-1.1601341336477167,133
london_0800,0.0,15.0,60.0,fixed_pips,50.0,2.0,trail_1_5r,-500.0218593406594,0.8940088237174317,-10.036034563833507,455,0.9370605187319013,-1.1601341336477167,133
london_0800,0.0,15.0,60.0,fixed_pips,50.0,3.0,none,-500.02190329670333,0.8937956904451959,-10.05480692587315,455,0.9370605187319013,-1.1601341336477167,133
london_0800,0.0,15.0,60.0,fixed_pips,50.0,3.0,trail_1_5r,-500.02190329670333,0.8937956904451959,-10.05480692587315,455,0.9370605187319013,-1.1601341336477167,133
london_0800,5.0,15.0,40.0,fixed_pips,30.0,2.0,be_1r,-500.02196928635954,0.9253231799060619,-8.704717811124429,369,0.9594323615609867,-1.0097132037408252,108
london_0800,5.0,15.0,100.0,fixed_pips,50.0,2.0,be_1r,-500.02203695150115,0.8867310842572598,-9.60418497928207,433,1.0239377618192371,0.26424254173871287,113
london_0700,5.0,15.0,40.0,fixed_pips,50.0,2.0,none,-500.02206914893617,0.891088069300454,-8.43744339344681,376,0.9842310912643026,-0.2924546387126026,110
london_0700,5.0,15.0,40.0,fixed_pips,50.0,2.0,be_1r,-500.02206914893617,0.891088069300454,-8.43744339344681,376,0.9842310912643026,-0.2924546387126026,110
london_0800,2.0,15.0,100.0,fixed_pips,50.0,3.0,trail_1_5r,-500.0220879120879,0.8898388687931346,-10.112998225043023,455,0.9187143356235623,-1.456273398980923,130
london_0800,2.0,15.0,100.0,fixed_pips,50.0,3.0,none,-500.0220879120879,0.8898388687931346,-10.112998225043023,455,0.9187143356235623,-1.456273398980923,130
london_0800,2.0,15.0,60.0,fixed_pips,50.0,1.5,none,-500.0221887640449,0.8868646592419203,-9.901382872237885,445,0.8672411785256235,-2.3216495095911727,128
london_0800,2.0,15.0,60.0,fixed_pips,50.0,1.5,trail_1_5r,-500.0221887640449,0.8868646592419203,-9.901382872237885,445,0.8672411785256235,-2.3216495095911727,128
london_0800,5.0,15.0,100.0,fixed_pips,50.0,3.0,be_1r,-500.0224064665127,0.884831794116949,-9.746880923411648,433,1.0239377618192371,0.26424254173871287,113
london_0800,5.0,15.0,100.0,fixed_pips,50.0,2.0,none,-500.0226651270208,0.883877227441608,-9.849902535662224,433,1.0239377618192371,0.26424254173871287,113
london_0800,5.0,15.0,100.0,fixed_pips,50.0,2.0,trail_1_5r,-500.0226651270208,0.883877227441608,-9.849902535662224,433,1.0239377618192371,0.26424254173871287,113
london_0800,5.0,0.0,40.0,fixed_pips,50.0,1.5,be_1r,-500.02283663366336,0.874704620148303,-9.210213544385082,404,0.8289815238967577,-4.47439137485397,213
london_0800,2.0,15.0,40.0,fixed_pips,30.0,3.0,none,-500.0230060292851,0.9253472707454027,-9.580052021755236,387,0.9033059905542654,-2.723785690477687,125
london_0800,5.0,15.0,100.0,fixed_pips,50.0,3.0,none,-500.0230346420323,0.881984049979885,-9.992210597911544,433,1.0239377618192371,0.26424254173871287,113
london_0800,5.0,15.0,100.0,fixed_pips,50.0,3.0,trail_1_5r,-500.0230346420323,0.881984049979885,-9.992210597911544,433,1.0239377618192371,0.26424254173871287,113
new_york_0800,2.0,15.0,40.0,fixed_pips,30.0,3.0,be_1r,-500.02315656565656,1.2963545826090965,49.07162075196789,397,0.9209550900784091,-3.361918578800538,132
london_0800,5.0,0.0,40.0,fixed_pips,50.0,1.5,trail_1_5r,-500.0232475247525,0.8727371273712757,-9.360924589901366,404,0.8289815238967577,-4.47439137485397,213
london_0800,5.0,0.0,40.0,fixed_pips,50.0,1.5,none,-500.0232475247525,0.8727371273712757,-9.360924589901366,404,0.8289815238967577,-4.47439137485397,213
london_0800,2.0,15.0,40.0,fixed_pips,30.0,3.0,be_1r,-500.02365333333336,0.9301576538396288,-8.975969452080957,387,0.8897588864031367,-3.076294080468156,125
london_0800,5.0,15.0,40.0,fixed_pips,30.0,2.0,none,-500.0237669376694,0.9200109449106367,-9.310244617673746,369,0.9670617207941923,-0.8480192195026381,108
london_0800,5.0,15.0,60.0,fixed_pips,50.0,1.5,be_1r,-500.02380705882354,0.8750493973523034,-10.071705809389108,425,0.962298025134616,-0.5568214383550707,111
london_0800,0.0,15.0,40.0,fixed_pips,40.0,3.0,be_1r,-500.0240593434344,0.9046749543509942,-9.821231498497108,396,0.9548464780251953,-1.0413290867759106,130
london_0800,5.0,15.0,40.0,fixed_pips,40.0,2.0,trail_1_5r,-500.02424796747965,0.8942875708884662,-9.125369182726395,369,0.9903846153845771,-0.23155328525200636,108
london_0800,5.0,15.0,60.0,fixed_pips,50.0,1.5,none,-500.0244470588235,0.8721199291059484,-10.316152531761158,425,0.962298025134616,-0.5568214383550707,111
london_0800,5.0,15.0,60.0,fixed_pips,50.0,1.5,trail_1_5r,-500.0244470588235,0.8721199291059484,-10.316152531761158,425,0.962298025134616,-0.5568214383550707,111
london_0800,0.0,15.0,60.0,fixed_pips,50.0,1.5,be_1r,-500.0247912087912,0.8795720965985144,-11.200841084850277,455,0.9370605187319013,-1.1601341336477167,133
london_0800,0.0,15.0,40.0,fixed_pips,40.0,3.0,none,-500.0248106060606,0.9021779713751925,-10.089834311767298,396,0.9548464780251953,-1.0413290867759106,130
london_0700,5.0,15.0,40.0,fixed_pips,30.0,3.0,be_1r,-500.0248315602837,0.9233799272369536,-10.040436148192489,376,0.9929789368104455,-0.32815197437041643,110
london_0800,2.0,15.0,60.0,fixed_pips,40.0,3.0,be_1r,-500.0249382022472,0.8987823786938797,-11.298309831545916,445,0.880156009927849,-2.60414218397238,128
london_0800,0.0,15.0,60.0,fixed_pips,50.0,1.5,none,-500.0251692307692,0.8779598883181273,-11.353566793788216,455,0.9370605187319013,-1.1601341336477167,133
london_0800,0.0,15.0,60.0,fixed_pips,50.0,1.5,trail_1_5r,-500.0251692307692,0.8779598883181273,-11.353566793788216,455,0.9370605187319013,-1.1601341336477167,133
london_0700,5.0,15.0,40.0,fixed_pips,30.0,3.0,none,-500.0253368794326,0.9220233547964994,-10.21169056466864,376,1.0085800085800236,0.033798367986825895,110
london_0800,2.0,15.0,40.0,fixed_pips,30.0,2.0,be_1r,-500.02543496985356,0.916567779849687,-10.365056092635328,387,0.8897588864031367,-3.076294080468156,125
london_0700,5.0,15.0,40.0,fixed_pips,30.0,3.0,trail_1_5r,-500.0255496453901,0.9213685474189992,-10.27183368203658,376,1.0274560274560427,0.471888059256953,110
