starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,400.74,100.74,33.58,67,27,40,40.3,8.33,0.1244,0.0237,25.04,M15
300.0,396.27,96.27,32.09,29,15,14,51.72,6.69,0.2309,0.0171,20.58,M30
