symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
USDCAD,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,BUY,1.36953,1.36773,1.37153,1.37071,timeout,0.5722,0.0833,15.0,118.0,1.36953,1.36928,0.9669,126.83,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67133,0.66753,0.66846,timeout,0.5444,0.05,9.0,107.0,0.66992,0.66953,1.8571,180.0,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:15:00,BUY,0.668,0.6662,0.67,0.67,win,1.0611,0.05,9.0,200.0,0.668,0.66763,1.0951,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 07:00:00,SELL,1.37155,1.37335,1.36955,1.37091,timeout,0.2722,0.0833,15.0,64.0,1.37184,1.37155,0.6711,126.83,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 01:45:00,SELL,0.67322,0.67502,0.67122,0.67502,loss,-1.05,0.05,9.0,-180.0,0.67371,0.67322,1.75,180.0,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.38225,1.38045,1.38425,1.38157,timeout,-0.4611,0.0833,15.0,-68.0,1.38225,1.38144,2.4599,126.83,0.01,200.0,0.01,95
AUDUSD,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 05:00:00,BUY,0.67232,0.67052,0.67432,0.67052,loss,-1.05,0.05,9.0,-180.0,0.67232,0.67166,4.0526,180.0,0.01,200.0,0.01,95
USDCAD,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 01:15:00,2026-01-08 07:00:00,BUY,1.38614,1.38434,1.38814,1.38734,timeout,0.5833,0.0833,15.0,120.0,1.38614,1.3857,1.2623,126.83,0.01,200.0,0.01,100
USDCAD,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 07:00:00,BUY,1.38682,1.38502,1.38882,1.38723,timeout,0.1444,0.0833,15.0,41.0,1.38682,1.38641,1.1167,126.83,0.01,200.0,0.01,100
AUDUSD,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 01:00:00,2026-01-09 07:00:00,SELL,0.66945,0.67125,0.66745,0.66863,timeout,0.4056,0.05,9.0,82.0,0.66993,0.66945,2.1889,180.0,0.01,200.0,0.01,95
AUDUSD,30,1.1111111111111112,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 07:00:00,BUY,0.66838,0.66658,0.67038,0.66991,timeout,0.8,0.05,9.0,153.0,0.66838,0.66812,1.2466,180.0,0.01,200.0,0.01,100
