symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
US30,30,1.1111111111111112,2025-12,2025-12-30,2025-12-30 08:30:00,2025-12-30 14:30:00,BUY,48510.8,48420.8,48610.8,48420.8,loss,-1.0211,0.0211,19.0,-90.0,48510.8,48457.3,3.845,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2025-12,2025-12-31,2025-12-31 08:30:00,2025-12-31 15:00:00,SELL,48357.1,48447.1,48257.1,48257.1,win,1.09,0.0211,19.0,100.0,48377.2,48357.1,1.5137,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-06,2026-01-06 08:30:00,2026-01-06 14:30:00,SELL,48925.4,49015.4,48825.4,49015.4,loss,-1.0211,0.0211,19.0,-90.0,49022.5,48925.4,6.5513,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-07,2026-01-07 08:45:00,2026-01-07 14:30:00,SELL,49540.2,49630.2,49440.2,49630.2,loss,-1.0211,0.0211,19.0,-90.0,49561.4,49540.2,1.4975,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-08,2026-01-08 08:30:00,2026-01-08 11:30:00,BUY,48943.2,48853.2,49043.2,48853.2,loss,-1.0211,0.0211,19.0,-90.0,48943.2,48905.0,1.6245,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-13,2026-01-13 08:30:00,2026-01-13 13:30:00,SELL,49561.1,49651.1,49461.1,49651.1,loss,-1.0211,0.0211,19.0,-90.0,49583.6,49561.1,1.699,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-14,2026-01-14 08:30:00,2026-01-14 14:30:00,SELL,49108.2,49198.2,49008.2,49198.2,loss,-1.0211,0.0211,19.0,-90.0,49132.7,49108.2,1.454,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-15,2026-01-15 08:45:00,2026-01-15 12:15:00,BUY,49167.9,49077.9,49267.9,49267.9,win,1.09,0.0211,19.0,100.0,49167.9,49131.2,1.4531,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-20,2026-01-20 08:30:00,2026-01-20 09:30:00,SELL,48672.5,48762.5,48572.5,48572.5,win,1.0878,0.0233,21.0,100.0,48784.6,48672.5,2.5796,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-21,2026-01-21 08:45:00,2026-01-21 09:45:00,BUY,48643.7,48553.7,48743.7,48553.7,loss,-1.0233,0.0233,21.0,-90.0,48643.7,48603.3,1.9396,90.0,0.01,500.0,0.01
US30,30,1.1111111111111112,2026-01,2026-01-22,2026-01-22 08:30:00,2026-01-22 13:45:00,BUY,49262.6,49172.6,49362.6,49362.6,win,1.0878,0.0233,21.0,100.0,49262.6,49185.4,2.7135,90.0,0.01,500.0,0.01
