symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
US100,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 01:00:00,SELL,25455.57,25491.57,25415.57,25415.57,win,1.0511,0.06,216.0,40.0,25478.17,25455.57,1.1787,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 01:30:00,BUY,25339.57,25303.57,25379.57,25379.57,win,1.0511,0.06,216.0,40.0,25339.57,25305.86,1.037,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 04:15:00,SELL,25660.51,25696.51,25620.51,25620.51,win,1.0511,0.06,216.0,40.0,25681.42,25660.51,1.494,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 02:45:00,BUY,25670.83,25634.83,25710.83,25634.83,loss,-1.06,0.06,216.0,-36.0,25670.83,25649.59,0.9807,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 01:15:00,BUY,25540.05,25504.05,25580.05,25504.05,loss,-1.06,0.06,216.0,-36.0,25540.05,25518.19,0.8234,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 01:45:00,BUY,25778.15,25742.15,25818.15,25742.15,loss,-1.06,0.06,216.0,-36.0,25778.15,25739.61,1.5567,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-15,2026-01-16 00:30:00,2026-01-16 02:30:00,BUY,25615.79,25579.79,25655.79,25655.79,win,1.0511,0.06,216.0,40.0,25615.79,25593.75,0.7678,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 01:00:00,BUY,25034.87,24998.87,25074.87,25074.87,win,1.0578,0.0533,192.0,40.0,25034.87,24992.57,1.1979,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-21,2026-01-22 01:15:00,2026-01-22 05:30:00,BUY,25459.79,25423.79,25499.79,25423.79,loss,-1.06,0.06,216.0,-36.0,25459.79,25416.95,0.7656,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 01:15:00,BUY,25518.57,25482.57,25558.57,25558.57,win,1.0511,0.06,216.0,40.0,25518.57,25477.89,1.1419,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 01:00:00,BUY,26063.11,26027.11,26103.11,26103.11,win,1.0511,0.06,216.0,40.0,26063.11,26027.71,1.7603,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-28,2026-01-29 01:15:00,2026-01-29 01:15:00,SELL,25997.37,26033.37,25957.37,26033.37,loss,-1.06,0.06,216.0,-36.0,26072.83,25997.37,1.0741,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-29,2026-01-30 00:30:00,2026-01-30 00:30:00,BUY,25882.66,25846.66,25922.66,25846.66,loss,-1.06,0.06,216.0,-36.0,25882.66,25798.85,1.3423,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-03,2026-02-04 00:45:00,2026-02-04 01:00:00,SELL,25300.15,25336.15,25260.15,25336.15,loss,-1.06,0.06,216.0,-36.0,25343.92,25300.15,0.7812,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-04,2026-02-05 00:30:00,2026-02-05 01:15:00,BUY,25034.86,24998.86,25074.86,25074.86,win,1.0511,0.06,216.0,40.0,25034.86,24945.85,1.0509,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-05,2026-02-06 00:30:00,2026-02-06 01:00:00,BUY,24295.74,24259.74,24335.74,24335.74,win,1.0511,0.06,216.0,40.0,24295.74,24161.85,1.4774,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-10,2026-02-11 00:30:00,2026-02-11 02:15:00,BUY,25215.56,25179.56,25255.56,25255.56,win,1.0511,0.06,216.0,40.0,25215.56,25196.27,0.7036,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-11,2026-02-12 00:30:00,2026-02-12 01:30:00,BUY,25186.33,25150.33,25226.33,25226.33,win,1.0578,0.0533,192.0,40.0,25186.33,25146.45,1.1903,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-12,2026-02-13 00:30:00,2026-02-13 00:45:00,SELL,24698.07,24734.07,24658.07,24658.07,win,1.0578,0.0533,192.0,40.0,24795.64,24698.07,1.7651,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-17,2026-02-18 02:00:00,2026-02-18 03:45:00,BUY,24698.72,24662.72,24738.72,24738.72,win,1.0578,0.0533,192.0,40.0,24698.72,24652.9,1.0453,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-18,2026-02-19 01:00:00,2026-02-19 06:30:00,BUY,24912.21,24876.21,24952.21,24952.21,win,1.0578,0.0533,192.0,40.0,24912.21,24855.6,1.2851,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-19,2026-02-20 00:30:00,2026-02-20 05:30:00,BUY,24842.44,24806.44,24882.44,24882.44,win,1.0578,0.0533,192.0,40.0,24842.44,24805.77,1.1217,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-26,2026-02-27 00:30:00,2026-02-27 01:15:00,SELL,24947.07,24983.07,24907.07,24983.07,loss,-1.06,0.06,216.0,-36.0,24991.82,24947.07,1.2309,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-03,2026-03-03,2026-03-04 01:15:00,2026-03-04 01:15:00,SELL,24660.03,24696.03,24620.03,24696.03,loss,-1.0533,0.0533,192.0,-36.0,24786.15,24660.03,2.3959,36.0,0.01,500.0,0.01
