case,period,history_quality_pct,bars,ticks,initial_stop_atr,trailing_atr,trail_start_r,close_at_session_end,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
baseline-active,M5 (2025.01.01 - 2026.08.27),100.0,116299,137789514,4.0,6.0,1.0,True,10000.0,15083.689999999999,5083.69,50.83689999999999,35752.75,-30669.06,1.17,2229.04,17.18,2041.53,15.93,422,175,247,41.47,202,43.07,220,40.0,889.98,-238.56,204.3,-122.74,12.05,2.28,2.91,-353.34999999999997,-230.19,16.476899999999993,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\baseline-active.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\baseline-active.png
ny-long-only,M5 (2025.01.01 - 2026.08.27),100.0,116299,137789514,4.0,6.0,1.0,True,10000.0,11942.380000000001,1942.38,19.423800000000004,15037.24,-13094.86,1.15,1745.7,13.01,1625.35,12.21,202,87,115,43.07,202,43.07,0,0.0,611.46,-193.13,172.84,-112.51,9.62,1.11,2.86,-155.9299999999999,-207.62999999999997,-6.596199999999996,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\ny-long-only.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\ny-long-only.png
ny-gate-exact,M5 (2025.01.01 - 2026.08.27),100.0,116299,137789514,4.0,6.0,1.0,True,10000.0,9833.24,-166.76,-1.6676,3936.14,-4102.9,0.96,1568.95,14.96,1435.81,13.79,77,32,45,41.56,77,41.56,0,0.0,346.44,-110.91,123.0,-89.92,-2.17,-0.11,-0.78,-56.37999999999998,-84.42999999999999,-31.587600000000002,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\ny-gate-exact.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\ny-gate-exact.png
h1-exact,M5 (2025.01.01 - 2026.08.27),100.0,116299,137789514,2.5,2.5,0.0,False,10000.0,9404.17,-595.83,-5.9583,12476.78,-13072.61,0.95,2836.84,26.39,2688.08,25.3,404,159,245,39.36,404,39.36,0,0.0,421.62,-162.24,78.47,-52.63,-1.47,-0.21,-0.44,-179.38000000000008,-902.5,-58.7383,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\h1-exact.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\Locked\h1-exact.png
